Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
35000.  3.20   25.0   6.90e-06    2000.
n = 2725

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.33916261e-11  7.33916261e-11  1.00000000e+00
  2.00000000e+08  1.35711831e-09  1.35711831e-09  1.00000000e+00
  1.20000000e+07  2.16773000e-08  2.16773017e-08  9.99999940e-01
  1.00000000e+06  1.39427286e-07  1.39427428e-07  9.99998987e-01
  6.00000000e+05  2.33740792e-07  2.33741233e-07  9.99998093e-01
  2.50000000e+05  7.72012186e-07  7.72018552e-07  9.99991834e-01
  1.20000000e+05  2.37982886e-06  2.37987001e-06  9.99982715e-01
  5.00000000e+04  1.03117927e-05  1.03120219e-05  9.99977708e-01
  4.85000000e+04  1.08763243e-05  1.08765671e-05  9.99977589e-01
  4.75000000e+04  1.12808229e-05  1.12810749e-05  9.99977529e-01
  4.65000000e+04  1.17100990e-05  1.17103627e-05  9.99977469e-01
  4.55000000e+04  1.21663506e-05  1.21666271e-05  9.99977350e-01
  4.45000000e+04  1.26520426e-05  1.26523310e-05  9.99977291e-01
  4.35000000e+04  1.31699471e-05  1.31702473e-05  9.99977231e-01
  4.25000000e+04  1.37231800e-05  1.37234938e-05  9.99977112e-01
  4.15000000e+04  1.43152647e-05  1.43155930e-05  9.99977052e-01
  4.05000000e+04  1.49501830e-05  1.49505258e-05  9.99976993e-01
  3.95000000e+04  1.56324422e-05  1.56328042e-05  9.99976873e-01
  3.85000000e+04  1.63671648e-05  1.63675450e-05  9.99976814e-01
  3.75000000e+04  1.71601641e-05  1.71605625e-05  9.99976754e-01
  3.65000000e+04  1.80180668e-05  1.80184870e-05  9.99976695e-01
  3.55000000e+04  1.89484308e-05  1.89488728e-05  9.99976635e-01
  3.50017500e+04  1.94416662e-05  1.94421209e-05  9.99976575e-01
  3.45000000e+04  1.99598890e-05  1.99603564e-05  9.99976575e-01
  3.34000000e+04  2.11780134e-05  2.11785118e-05  9.99976516e-01
  3.24000000e+04  2.23937459e-05  2.23942716e-05  9.99976516e-01
  3.17500000e+04  2.32457223e-05  2.32462680e-05  9.99976456e-01
  3.12500000e+04  2.39372148e-05  2.39377787e-05  9.99976456e-01
  3.07500000e+04  2.46623404e-05  2.46629224e-05  9.99976456e-01
  3.02500000e+04  2.54232855e-05  2.54238821e-05  9.99976456e-01
  2.97500000e+04  2.62224003e-05  2.62230187e-05  9.99976456e-01
  2.92500000e+04  2.70622295e-05  2.70628661e-05  9.99976456e-01
  2.87500000e+04  2.79455180e-05  2.79461765e-05  9.99976456e-01
  2.82500000e+04  2.88752344e-05  2.88759165e-05  9.99976456e-01
  2.77500000e+04  2.98545983e-05  2.98553023e-05  9.99976456e-01
  2.72500000e+04  3.08870913e-05  3.08878225e-05  9.99976456e-01
  2.67500000e+04  3.19765095e-05  3.19772626e-05  9.99976456e-01
  2.62500000e+04  3.31269657e-05  3.31277442e-05  9.99976456e-01
  2.57500000e+04  3.43429383e-05  3.43437496e-05  9.99976397e-01
  2.52500000e+04  3.56293313e-05  3.56301716e-05  9.99976397e-01
  2.47500000e+04  3.69914815e-05  3.69923546e-05  9.99976397e-01
  2.42500000e+04  3.84352352e-05  3.84361447e-05  9.99976397e-01
  2.37500000e+04  3.99670025e-05  3.99679484e-05  9.99976397e-01
  2.32500000e+04  4.15938266e-05  4.15948052e-05  9.99976397e-01
  2.29000000e+04  4.27932755e-05  4.27942832e-05  9.99976397e-01
  2.27938418e+04  4.31674634e-05  4.31684821e-05  9.99976397e-01
  2.27935801e+04  4.29547654e-05  4.29557767e-05  9.99976575e-01
  2.26500000e+04  4.34687463e-05  4.34697649e-05  9.99976575e-01
  2.22500000e+04  4.49506624e-05  4.49517174e-05  9.99976575e-01
  2.17500000e+04  4.69127153e-05  4.69138176e-05  9.99976575e-01
  2.12962480e+04  4.88069600e-05  4.88081023e-05  9.99976575e-01
  2.12500000e+04  4.90064558e-05  4.90076054e-05  9.99976575e-01
  2.07500000e+04  5.12435327e-05  5.12447332e-05  9.99976575e-01
  2.02500000e+04  5.36368971e-05  5.36381522e-05  9.99976635e-01
  1.99835137e+04  5.49812503e-05  5.49825345e-05  9.99976635e-01
  1.98000000e+04  5.59364416e-05  5.59377477e-05  9.99976635e-01
  1.94000000e+04  5.81059685e-05  5.81073255e-05  9.99976695e-01
  1.90000000e+04  6.04029810e-05  6.04043889e-05  9.99976695e-01
  1.86000000e+04  6.28373818e-05  6.28388443e-05  9.99976754e-01
  1.82000000e+04  6.54200485e-05  6.54215619e-05  9.99976814e-01
  1.78000000e+04  6.81629463e-05  6.81645251e-05  9.99976873e-01
  1.77902715e+04  6.82317695e-05  6.82333484e-05  9.99976873e-01
  1.74000000e+04  7.10792738e-05  7.10809109e-05  9.99976993e-01
  1.70000000e+04  7.41836120e-05  7.41853146e-05  9.99977112e-01
  1.66000000e+04  7.74920991e-05  7.74938671e-05  9.99977231e-01
  1.62000000e+04  8.10226411e-05  8.10244746e-05  9.99977350e-01
  1.60308428e+04  8.25872485e-05  8.25891111e-05  9.99977469e-01
  1.58750000e+04  8.40683861e-05  8.40702705e-05  9.99977529e-01
  1.56250000e+04  8.65272887e-05  8.65292241e-05  9.99977648e-01
  1.53750000e+04  8.90934316e-05  8.90954107e-05  9.99977767e-01
  1.51250000e+04  9.17730285e-05  9.17750585e-05  9.99977946e-01
  1.48750000e+04  9.45727734e-05  9.45748470e-05  9.99978065e-01
  1.46700000e+04  9.69632310e-05  9.69653411e-05  9.99978244e-01
  1.45882109e+04  9.79417746e-05  9.79438992e-05  9.99978304e-01
  1.45881055e+04  9.70597539e-05  9.70618858e-05  9.99978065e-01
  1.44200000e+04  9.91298730e-05  9.91320339e-05  9.99978185e-01
  1.41250000e+04  1.02921120e-04  1.02923354e-04  9.99978364e-01
  1.38750000e+04  1.06301522e-04  1.06303793e-04  9.99978542e-01
  1.36250000e+04  1.09845932e-04  1.09848261e-04  9.99978721e-01
  1.33750000e+04  1.13564987e-04  1.13567366e-04  9.99978960e-01
  1.32954863e+04  1.14786300e-04  1.14788709e-04  9.99979019e-01
  1.31250000e+04  1.17470161e-04  1.17472620e-04  9.99979198e-01
  1.28750000e+04  1.21573947e-04  1.21576450e-04  9.99979436e-01
  1.26250000e+04  1.25889856e-04  1.25892402e-04  9.99979675e-01
  1.23750000e+04  1.30432585e-04  1.30435190e-04  9.99979973e-01
  1.22132930e+04  1.33499227e-04  1.33501875e-04  9.99980152e-01
  1.21250000e+04  1.35218157e-04  1.35220835e-04  9.99980271e-01
  1.18750000e+04  1.40264077e-04  1.40266799e-04  9.99980569e-01
  1.16250000e+04  1.45589423e-04  1.45592203e-04  9.99980867e-01
  1.13750000e+04  1.51215077e-04  1.51217915e-04  9.99981225e-01
  1.11250000e+04  1.57163988e-04  1.57166884e-04  9.99981523e-01
  1.08750000e+04  1.63461315e-04  1.63464283e-04  9.99981880e-01
  1.06250000e+04  1.70134794e-04  1.70137821e-04  9.99982238e-01
  1.05034287e+04  1.73524953e-04  1.73528009e-04  9.99982417e-01
  1.03750000e+04  1.77214984e-04  1.77218084e-04  9.99982595e-01
  1.01250000e+04  1.84735705e-04  1.84738863e-04  9.99982953e-01
  9.95000000e+03  1.90282226e-04  1.90285413e-04  9.99983191e-01
  9.85000000e+03  1.93562111e-04  1.93565342e-04  9.99983370e-01
  9.75000000e+03  1.96925786e-04  1.96929046e-04  9.99983490e-01
  9.65000000e+03  2.00376133e-04  2.00379436e-04  9.99983609e-01
  9.55000000e+03  2.03916206e-04  2.03919510e-04  9.99983788e-01
  9.45000000e+03  2.07549107e-04  2.07552454e-04  9.99983907e-01
  9.35000000e+03  2.11278166e-04  2.11281556e-04  9.99984026e-01
  9.25000000e+03  2.15106833e-04  2.15110253e-04  9.99984145e-01
  9.21353320e+03  2.16528540e-04  2.16531960e-04  9.99984205e-01
  9.15000000e+03  2.19038746e-04  2.19042180e-04  9.99984264e-01
  9.05000000e+03  2.23077615e-04  2.23081093e-04  9.99984384e-01
  8.95000000e+03  2.27227443e-04  2.27230965e-04  9.99984503e-01
  8.85000000e+03  2.31492391e-04  2.31495942e-04  9.99984622e-01
  8.75000000e+03  2.35876738e-04  2.35880347e-04  9.99984741e-01
  8.65000000e+03  2.40385096e-04  2.40388734e-04  9.99984860e-01
  8.55000000e+03  2.45022180e-04  2.45025876e-04  9.99984920e-01
  8.45000000e+03  2.49793055e-04  2.49796780e-04  9.99985039e-01
  8.35000000e+03  2.54702929e-04  2.54706712e-04  9.99985099e-01
  8.25000000e+03  2.59757362e-04  2.59761204e-04  9.99985218e-01
  8.20613867e+03  2.62021407e-04  2.62025278e-04  9.99985218e-01
  8.20580176e+03  2.56670959e-04  2.56674801e-04  9.99985099e-01
  8.15000000e+03  2.59657507e-04  2.59661349e-04  9.99985218e-01
  8.05000000e+03  2.65135692e-04  2.65139563e-04  9.99985337e-01
  7.95000000e+03  2.70781369e-04  2.70785298e-04  9.99985456e-01
