Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
25000.  3.20   21.7   9.80e-07    1297.
n = 2726

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.07882307e-10  1.07882307e-10  1.00000000e+00
  2.00000000e+08  5.19754739e-10  5.19754739e-10  1.00000000e+00
  1.20000000e+07  5.05809261e-09  5.05809261e-09  1.00000000e+00
  1.00000000e+06  4.58334242e-08  4.58334455e-08  9.99999523e-01
  6.00000000e+05  8.85929481e-08  8.85930191e-08  9.99999166e-01
  2.50000000e+05  3.12943996e-07  3.12944422e-07  9.99998689e-01
  1.20000000e+05  1.01734577e-06  1.01734747e-06  9.99998331e-01
  5.00000000e+04  5.08930589e-06  5.08931271e-06  9.99998689e-01
  4.85000000e+04  5.39105986e-06  5.39106713e-06  9.99998689e-01
  4.75000000e+04  5.60790522e-06  5.60791250e-06  9.99998689e-01
  4.65000000e+04  5.83853989e-06  5.83854762e-06  9.99998689e-01
  4.55000000e+04  6.08416758e-06  6.08417577e-06  9.99998689e-01
  4.45000000e+04  6.34612707e-06  6.34613571e-06  9.99998689e-01
  4.35000000e+04  6.62591265e-06  6.62592129e-06  9.99998689e-01
  4.25000000e+04  6.92519598e-06  6.92520553e-06  9.99998689e-01
  4.15000000e+04  7.24585334e-06  7.24586289e-06  9.99998689e-01
  4.05000000e+04  7.58999431e-06  7.59000477e-06  9.99998689e-01
  3.95000000e+04  7.95999949e-06  7.96001041e-06  9.99998689e-01
  3.85000000e+04  8.35856008e-06  8.35857099e-06  9.99998689e-01
  3.75000000e+04  8.78872652e-06  8.78873834e-06  9.99998689e-01
  3.65000000e+04  9.25396853e-06  9.25398035e-06  9.99998689e-01
  3.55000000e+04  9.75823696e-06  9.75825060e-06  9.99998689e-01
  3.50017500e+04  1.00254374e-05  1.00254501e-05  9.99998689e-01
  3.45000000e+04  1.03060538e-05  1.03060684e-05  9.99998689e-01
  3.34000000e+04  1.09651601e-05  1.09651737e-05  9.99998689e-01
  3.24000000e+04  1.16222418e-05  1.16222564e-05  9.99998689e-01
  3.17500000e+04  1.20822988e-05  1.20823152e-05  9.99998748e-01
  3.12500000e+04  1.24554581e-05  1.24554736e-05  9.99998748e-01
  3.07500000e+04  1.28465554e-05  1.28465699e-05  9.99998748e-01
  3.02500000e+04  1.32567584e-05  1.32567748e-05  9.99998748e-01
  2.97500000e+04  1.36873359e-05  1.36873541e-05  9.99998748e-01
  2.92500000e+04  1.41396649e-05  1.41396831e-05  9.99998748e-01
  2.87500000e+04  1.46152406e-05  1.46152588e-05  9.99998748e-01
  2.82500000e+04  1.51156937e-05  1.51157119e-05  9.99998748e-01
  2.77500000e+04  1.56428014e-05  1.56428214e-05  9.99998748e-01
  2.72500000e+04  1.61985081e-05  1.61985281e-05  9.99998748e-01
  2.67500000e+04  1.67849448e-05  1.67849666e-05  9.99998748e-01
  2.62500000e+04  1.74044453e-05  1.74044671e-05  9.99998748e-01
  2.57500000e+04  1.80595725e-05  1.80595944e-05  9.99998748e-01
  2.52500000e+04  1.87531441e-05  1.87531678e-05  9.99998748e-01
  2.47500000e+04  1.94882668e-05  1.94882905e-05  9.99998748e-01
  2.42500000e+04  2.02683586e-05  2.02683841e-05  9.99998808e-01
  2.37500000e+04  2.10971903e-05  2.10972157e-05  9.99998808e-01
  2.32500000e+04  2.19789217e-05  2.19789472e-05  9.99998808e-01
  2.29000000e+04  2.26300472e-05  2.26300745e-05  9.99998808e-01
  2.27938418e+04  2.28333647e-05  2.28333902e-05  9.99998808e-01
  2.27935801e+04  2.26288357e-05  2.26288612e-05  9.99998808e-01
  2.26500000e+04  2.29057132e-05  2.29057405e-05  9.99998808e-01
  2.22500000e+04  2.37047898e-05  2.37048171e-05  9.99998868e-01
  2.17500000e+04  2.47646240e-05  2.47646531e-05  9.99998868e-01
  2.12962480e+04  2.57899392e-05  2.57899683e-05  9.99998868e-01
  2.12500000e+04  2.58980472e-05  2.58980763e-05  9.99998868e-01
  2.07500000e+04  2.71119388e-05  2.71119698e-05  9.99998868e-01
  2.02500000e+04  2.84139296e-05  2.84139605e-05  9.99998927e-01
  1.99835137e+04  2.91467259e-05  2.91467586e-05  9.99998927e-01
  1.98000000e+04  2.96680191e-05  2.96680519e-05  9.99998927e-01
  1.94000000e+04  3.08538947e-05  3.08539275e-05  9.99998927e-01
  1.90000000e+04  3.21121406e-05  3.21121734e-05  9.99998927e-01
  1.86000000e+04  3.34484139e-05  3.34484466e-05  9.99998987e-01
  1.82000000e+04  3.48688809e-05  3.48689136e-05  9.99998987e-01
  1.78000000e+04  3.63802465e-05  3.63802865e-05  9.99998987e-01
  1.77902715e+04  3.64182051e-05  3.64182415e-05  9.99998987e-01
  1.74000000e+04  3.79898411e-05  3.79898811e-05  9.99998987e-01
  1.70000000e+04  3.97056683e-05  3.97057083e-05  9.99998987e-01
  1.66000000e+04  4.15365248e-05  4.15365685e-05  9.99999046e-01
  1.62000000e+04  4.34921130e-05  4.34921567e-05  9.99999046e-01
  1.60308428e+04  4.43592144e-05  4.43592580e-05  9.99999046e-01
  1.58750000e+04  4.51802625e-05  4.51803062e-05  9.99998987e-01
  1.56250000e+04  4.65436678e-05  4.65437151e-05  9.99998987e-01
  1.53750000e+04  4.79669070e-05  4.79669543e-05  9.99998987e-01
  1.51250000e+04  4.94533706e-05  4.94534215e-05  9.99998987e-01
  1.48750000e+04  5.10067512e-05  5.10068021e-05  9.99998987e-01
