Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
37000.  3.40   21.6   6.20e-06    2146.
n = 2725

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.65914901e-11  7.65914901e-11  1.00000000e+00
  2.00000000e+08  1.28312194e-09  1.28312194e-09  1.00000000e+00
  1.20000000e+07  2.33359518e-08  2.33359518e-08  9.99999940e-01
  1.00000000e+06  1.53987301e-07  1.53987529e-07  9.99998569e-01
  6.00000000e+05  2.57930566e-07  2.57931134e-07  9.99997795e-01
  2.50000000e+05  7.78609945e-07  7.78614492e-07  9.99994159e-01
  1.20000000e+05  2.37588119e-06  2.37590621e-06  9.99989450e-01
  5.00000000e+04  1.01433434e-05  1.01434925e-05  9.99985218e-01
  4.85000000e+04  1.07014666e-05  1.07016258e-05  9.99985158e-01
  4.75000000e+04  1.11023810e-05  1.11025447e-05  9.99985158e-01
  4.65000000e+04  1.15286666e-05  1.15288394e-05  9.99985099e-01
  4.55000000e+04  1.19825399e-05  1.19827191e-05  9.99985099e-01
  4.45000000e+04  1.24664493e-05  1.24666340e-05  9.99985099e-01
  4.35000000e+04  1.29830996e-05  1.29832952e-05  9.99985039e-01
  4.25000000e+04  1.35355021e-05  1.35357050e-05  9.99985039e-01
  4.15000000e+04  1.41269948e-05  1.41272058e-05  9.99985039e-01
  4.05000000e+04  1.47612936e-05  1.47615146e-05  9.99985039e-01
  3.95000000e+04  1.54425525e-05  1.54427835e-05  9.99985039e-01
  3.85000000e+04  1.61754160e-05  1.61756561e-05  9.99985039e-01
  3.75000000e+04  1.69651030e-05  1.69653558e-05  9.99985099e-01
  3.65000000e+04  1.78175087e-05  1.78177725e-05  9.99985099e-01
  3.55000000e+04  1.87393089e-05  1.87395854e-05  9.99985158e-01
  3.50017500e+04  1.92268217e-05  1.92271073e-05  9.99985158e-01
  3.45000000e+04  1.97381178e-05  1.97384088e-05  9.99985218e-01
  3.34000000e+04  2.09362097e-05  2.09365171e-05  9.99985278e-01
  3.24000000e+04  2.21267619e-05  2.21270857e-05  9.99985337e-01
  3.17500000e+04  2.29581292e-05  2.29584657e-05  9.99985397e-01
  3.12500000e+04  2.36312007e-05  2.36315445e-05  9.99985456e-01
  3.07500000e+04  2.43354716e-05  2.43358263e-05  9.99985456e-01
  3.02500000e+04  2.50729463e-05  2.50733101e-05  9.99985516e-01
  2.97500000e+04  2.58458058e-05  2.58461787e-05  9.99985576e-01
  2.92500000e+04  2.66564202e-05  2.66568040e-05  9.99985635e-01
  2.87500000e+04  2.75073762e-05  2.75077728e-05  9.99985635e-01
  2.82500000e+04  2.84015023e-05  2.84019079e-05  9.99985695e-01
  2.77500000e+04  2.93418834e-05  2.93423036e-05  9.99985695e-01
  2.72500000e+04  3.03319048e-05  3.03323377e-05  9.99985754e-01
  2.67500000e+04  3.13752753e-05  3.13757191e-05  9.99985754e-01
  2.62500000e+04  3.24760585e-05  3.24765206e-05  9.99985814e-01
  2.57500000e+04  3.36387347e-05  3.36392113e-05  9.99985814e-01
  2.52500000e+04  3.48682261e-05  3.48687208e-05  9.99985814e-01
  2.47500000e+04  3.61699567e-05  3.61704697e-05  9.99985874e-01
  2.42500000e+04  3.75499076e-05  3.75504387e-05  9.99985874e-01
  2.37500000e+04  3.90146961e-05  3.90152454e-05  9.99985874e-01
  2.32500000e+04  4.05716310e-05  4.05722058e-05  9.99985874e-01
  2.29000000e+04  4.17206174e-05  4.17212068e-05  9.99985874e-01
  2.27938418e+04  4.20792785e-05  4.20798715e-05  9.99985874e-01
  2.27935801e+04  4.19779935e-05  4.19785792e-05  9.99985993e-01
  2.26500000e+04  4.24705504e-05  4.24711470e-05  9.99985993e-01
  2.22500000e+04  4.38916431e-05  4.38922580e-05  9.99985993e-01
  2.17500000e+04  4.57756178e-05  4.57762617e-05  9.99985933e-01
  2.12962480e+04  4.75975212e-05  4.75981906e-05  9.99985933e-01
  2.12500000e+04  4.77895883e-05  4.77902613e-05  9.99985933e-01
  2.07500000e+04  4.99459529e-05  4.99466551e-05  9.99985933e-01
  2.02500000e+04  5.22585760e-05  5.22593109e-05  9.99985933e-01
  1.99835137e+04  5.35602630e-05  5.35610161e-05  9.99985933e-01
  1.98000000e+04  5.44863433e-05  5.44871109e-05  9.99985933e-01
  1.94000000e+04  5.65935698e-05  5.65943665e-05  9.99985933e-01
  1.90000000e+04  5.88305011e-05  5.88313305e-05  9.99985933e-01
  1.86000000e+04  6.12079457e-05  6.12088043e-05  9.99985933e-01
  1.82000000e+04  6.37378107e-05  6.37387056e-05  9.99985933e-01
  1.78000000e+04  6.64332547e-05  6.64341860e-05  9.99985993e-01
  1.77902715e+04  6.65010011e-05  6.65019325e-05  9.99985993e-01
  1.74000000e+04  6.93088587e-05  6.93098264e-05  9.99985993e-01
  1.70000000e+04  7.23807752e-05  7.23817793e-05  9.99986053e-01
  1.66000000e+04  7.56669760e-05  7.56680238e-05  9.99986112e-01
  1.62000000e+04  7.91874772e-05  7.91885686e-05  9.99986231e-01
  1.60308428e+04  8.07520992e-05  8.07532124e-05  9.99986231e-01
  1.58750000e+04  8.22357542e-05  8.22368820e-05  9.99986291e-01
  1.56250000e+04  8.47041374e-05  8.47052943e-05  9.99986351e-01
  1.53750000e+04  8.72871315e-05  8.72883174e-05  9.99986410e-01
  1.51250000e+04  8.99917941e-05  8.99930092e-05  9.99986529e-01
  1.48750000e+04  9.28257141e-05  9.28269583e-05  9.99986589e-01
  1.46700000e+04  9.52517075e-05  9.52529736e-05  9.99986708e-01
