Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
27000.  4.00    7.4   2.90e-08    1284.
n = 2720

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  2.56735258e-11  2.56735258e-11  1.00000000e+00
  2.00000000e+08  5.89565688e-11  5.89565688e-11  1.00000000e+00
  1.20000000e+07  4.92956453e-10  4.92956453e-10  1.00000000e+00
  1.00000000e+06  1.81807422e-08  1.81807422e-08  1.00000000e+00
  6.00000000e+05  4.47868445e-08  4.47868445e-08  1.00000000e+00
  2.50000000e+05  2.32554370e-07  2.32554370e-07  1.00000000e+00
  1.20000000e+05  9.37065693e-07  9.37065693e-07  1.00000000e+00
  5.00000000e+04  5.05544995e-06  5.05544995e-06  1.00000000e+00
  4.85000000e+04  5.35829213e-06  5.35829258e-06  1.00000000e+00
  4.75000000e+04  5.57636668e-06  5.57636713e-06  1.00000000e+00
  4.65000000e+04  5.80882397e-06  5.80882397e-06  1.00000000e+00
  4.55000000e+04  6.05705782e-06  6.05705782e-06  1.00000000e+00
  4.45000000e+04  6.32262254e-06  6.32262254e-06  1.00000000e+00
  4.35000000e+04  6.60725118e-06  6.60725118e-06  1.00000000e+00
  4.25000000e+04  6.91287232e-06  6.91287278e-06  1.00000000e+00
  4.15000000e+04  7.24163374e-06  7.24163374e-06  1.00000000e+00
  4.05000000e+04  7.59592285e-06  7.59592285e-06  1.00000000e+00
  3.95000000e+04  7.97839311e-06  7.97839311e-06  1.00000000e+00
  3.85000000e+04  8.39199311e-06  8.39199311e-06  1.00000000e+00
  3.75000000e+04  8.83999928e-06  8.83999928e-06  1.00000000e+00
  3.65000000e+04  9.32605417e-06  9.32605508e-06  1.00000000e+00
  3.55000000e+04  9.85421775e-06  9.85421775e-06  1.00000000e+00
  3.50017500e+04  1.01344804e-05  1.01344804e-05  1.00000000e+00
  3.45000000e+04  1.04290211e-05  1.04290211e-05  1.00000000e+00
  3.34000000e+04  1.11212603e-05  1.11212603e-05  9.99999940e-01
  3.24000000e+04  1.18113339e-05  1.18113348e-05  9.99999940e-01
  3.17500000e+04  1.22941155e-05  1.22941155e-05  9.99999940e-01
  3.12500000e+04  1.26853374e-05  1.26853374e-05  9.99999940e-01
  3.07500000e+04  1.30949174e-05  1.30949174e-05  9.99999940e-01
  3.02500000e+04  1.35239397e-05  1.35239397e-05  9.99999940e-01
  2.97500000e+04  1.39735812e-05  1.39735812e-05  9.99999940e-01
  2.92500000e+04  1.44451133e-05  1.44451133e-05  9.99999940e-01
  2.87500000e+04  1.49399266e-05  1.49399284e-05  9.99999940e-01
  2.82500000e+04  1.54595473e-05  1.54595473e-05  9.99999940e-01
  2.77500000e+04  1.60056406e-05  1.60056425e-05  9.99999940e-01
  2.72500000e+04  1.65800539e-05  1.65800539e-05  9.99999940e-01
  2.67500000e+04  1.71848187e-05  1.71848187e-05  9.99999940e-01
  2.62500000e+04  1.78221944e-05  1.78221944e-05  9.99999940e-01
  2.57500000e+04  1.84946930e-05  1.84946948e-05  9.99999940e-01
  2.52500000e+04  1.92051102e-05  1.92051102e-05  9.99999940e-01
  2.47500000e+04  1.99565748e-05  1.99565748e-05  9.99999940e-01
  2.42500000e+04  2.07525864e-05  2.07525864e-05  9.99999940e-01
  2.37500000e+04  2.15970631e-05  2.15970649e-05  9.99999940e-01
  2.32500000e+04  2.24944106e-05  2.24944106e-05  9.99999940e-01
  2.29000000e+04  2.31566300e-05  2.31566300e-05  9.99999940e-01
  2.27938418e+04  2.33633637e-05  2.33633637e-05  9.99999940e-01
  2.27935801e+04  2.32498787e-05  2.32498787e-05  9.99999940e-01
  2.26500000e+04  2.35322077e-05  2.35322077e-05  9.99999940e-01
  2.22500000e+04  2.43465147e-05  2.43465147e-05  9.99999940e-01
  2.17500000e+04  2.54257538e-05  2.54257538e-05  9.99999940e-01
  2.12962480e+04  2.64694681e-05  2.64694700e-05  9.99999940e-01
  2.12500000e+04  2.65795152e-05  2.65795170e-05  9.99999940e-01
  2.07500000e+04  2.78154366e-05  2.78154384e-05  1.00000000e+00
  2.02500000e+04  2.91421366e-05  2.91421366e-05  1.00000000e+00
  1.99835137e+04  2.98896193e-05  2.98896193e-05  1.00000000e+00
  1.98000000e+04  3.04217883e-05  3.04217883e-05  1.00000000e+00
  1.94000000e+04  3.16339756e-05  3.16339756e-05  1.00000000e+00
  1.90000000e+04  3.29228824e-05  3.29228824e-05  1.00000000e+00
  1.86000000e+04  3.42952808e-05  3.42952808e-05  1.00000000e+00
  1.82000000e+04  3.57585959e-05  3.57585959e-05  1.00000000e+00
  1.78000000e+04  3.73209805e-05  3.73209805e-05  1.00000000e+00
  1.77902715e+04  3.73602925e-05  3.73602925e-05  1.00000000e+00
  1.74000000e+04  3.89913730e-05  3.89913730e-05  1.00000000e+00
  1.70000000e+04  4.07795851e-05  4.07795815e-05  1.00000000e+00
  1.66000000e+04  4.26963707e-05  4.26963707e-05  1.00000000e+00
  1.62000000e+04  4.47535604e-05  4.47535604e-05  1.00000000e+00
  1.60308428e+04  4.56688867e-05  4.56688867e-05  1.00000000e+00
  1.58750000e+04  4.65373523e-05  4.65373523e-05  1.00000000e+00
  1.56250000e+04  4.79831797e-05  4.79831760e-05  1.00000000e+00
  1.53750000e+04  4.94971646e-05  4.94971646e-05  1.00000000e+00
  1.51250000e+04  5.10833088e-05  5.10833088e-05  1.00000000e+00
  1.48750000e+04  5.27458942e-05  5.27458942e-05  1.00000000e+00
  1.46700000e+04  5.41694681e-05  5.41694681e-05  1.00000000e+00
  1.45882109e+04  5.47532327e-05  5.47532327e-05  1.00000000e+00
  1.45881055e+04  5.37743072e-05  5.37743035e-05  1.00000000e+00
  1.44200000e+04  5.49772121e-05  5.49772121e-05  1.00000000e+00
  1.41250000e+04  5.71878663e-05  5.71878663e-05  1.00000000e+00
  1.38750000e+04  5.91667995e-05  5.91667995e-05  1.00000000e+00
  1.36250000e+04  6.12491422e-05  6.12491422e-05  1.00000000e+00
  1.33750000e+04  6.34416647e-05  6.34416647e-05  1.00000000e+00
  1.32954863e+04  6.41632796e-05  6.41632796e-05  1.00000000e+00
  1.31250000e+04  6.57517085e-05  6.57517085e-05  1.00000000e+00
  1.28750000e+04  6.81872407e-05  6.81872407e-05  1.00000000e+00
  1.26250000e+04  7.07569925e-05  7.07569998e-05  9.99999940e-01
