Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
46000.  3.60   19.9   1.40e-05    2876.
n = 2967

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.16566216e-12  7.16566563e-12  9.99999523e-01
  2.00000000e+08  1.90480742e-09  1.90480742e-09  1.00000000e+00
  1.20000000e+07  6.13452471e-08  6.13452471e-08  1.00000000e+00
  1.00000000e+06  3.86575834e-07  3.86576062e-07  9.99999404e-01
  6.00000000e+05  6.06250921e-07  6.06251604e-07  9.99998868e-01
  2.50000000e+05  1.53458666e-06  1.53459337e-06  9.99995649e-01
  1.20000000e+05  4.17494311e-06  4.17499768e-06  9.99986887e-01
  5.00000000e+04  1.62038468e-05  1.62042197e-05  9.99976993e-01
  4.85000000e+04  1.70101648e-05  1.70105614e-05  9.99976635e-01
  4.75000000e+04  1.75870846e-05  1.75874993e-05  9.99976397e-01
  4.65000000e+04  1.81987525e-05  1.81991854e-05  9.99976158e-01
  4.55000000e+04  1.88483045e-05  1.88487593e-05  9.99975860e-01
  4.45000000e+04  1.95392422e-05  1.95397188e-05  9.99975622e-01
  4.35000000e+04  2.02754654e-05  2.02759638e-05  9.99975324e-01
  4.25000000e+04  2.10613416e-05  2.10618655e-05  9.99975085e-01
  4.15000000e+04  2.19017620e-05  2.19023132e-05  9.99974847e-01
  4.05000000e+04  2.28022182e-05  2.28027984e-05  9.99974549e-01
  3.95000000e+04  2.37688892e-05  2.37695003e-05  9.99974310e-01
  3.85000000e+04  2.48087508e-05  2.48093947e-05  9.99974072e-01
  3.75000000e+04  2.59296903e-05  2.59303688e-05  9.99973834e-01
  3.65000000e+04  2.71406625e-05  2.71413774e-05  9.99973595e-01
  3.55000000e+04  2.84518555e-05  2.84526122e-05  9.99973416e-01
  3.50017500e+04  2.91461256e-05  2.91469005e-05  9.99973357e-01
  3.45000000e+04  2.98749183e-05  2.98757168e-05  9.99973297e-01
  3.34000000e+04  3.15854704e-05  3.15863217e-05  9.99973118e-01
  3.24000000e+04  3.32892705e-05  3.32901691e-05  9.99973059e-01
  3.17500000e+04  3.44813889e-05  3.44823202e-05  9.99973059e-01
  3.12500000e+04  3.54478761e-05  3.54488293e-05  9.99973059e-01
  3.07500000e+04  3.64603875e-05  3.64613697e-05  9.99973059e-01
  3.02500000e+04  3.75218879e-05  3.75228992e-05  9.99973118e-01
  2.97500000e+04  3.86355714e-05  3.86366082e-05  9.99973178e-01
  2.92500000e+04  3.98048869e-05  3.98059492e-05  9.99973238e-01
  2.87500000e+04  4.10335488e-05  4.10346438e-05  9.99973297e-01
  2.82500000e+04  4.23255879e-05  4.23267120e-05  9.99973416e-01
  2.77500000e+04  4.36853443e-05  4.36865012e-05  9.99973536e-01
  2.72500000e+04  4.51175292e-05  4.51187188e-05  9.99973655e-01
  2.67500000e+04  4.66272395e-05  4.66284582e-05  9.99973834e-01
  2.62500000e+04  4.82199976e-05  4.82212527e-05  9.99974012e-01
  2.57500000e+04  4.99018061e-05  4.99030939e-05  9.99974191e-01
  2.52500000e+04  5.16791843e-05  5.16805048e-05  9.99974430e-01
  2.47500000e+04  5.35592262e-05  5.35605832e-05  9.99974668e-01
  2.42500000e+04  5.55496663e-05  5.55510633e-05  9.99974906e-01
  2.37500000e+04  5.76589700e-05  5.76603998e-05  9.99975204e-01
  2.32500000e+04  5.98963925e-05  5.98978622e-05  9.99975502e-01
  2.29000000e+04  6.15442332e-05  6.15457247e-05  9.99975681e-01
  2.27938418e+04  6.20579958e-05  6.20595019e-05  9.99975741e-01
  2.27935801e+04  6.19635175e-05  6.19650236e-05  9.99975741e-01
  2.26500000e+04  6.26706315e-05  6.26721448e-05  9.99975860e-01
  2.22500000e+04  6.47077977e-05  6.47093475e-05  9.99976099e-01
  2.17500000e+04  6.74014154e-05  6.74030089e-05  9.99976456e-01
  2.12962480e+04  6.99982265e-05  6.99998564e-05  9.99976754e-01
  2.12500000e+04  7.02715115e-05  7.02731413e-05  9.99976754e-01
  2.07500000e+04  7.33334673e-05  7.33351480e-05  9.99977112e-01
  2.02500000e+04  7.66045196e-05  7.66062367e-05  9.99977529e-01
  1.99835137e+04  7.84399017e-05  7.84416479e-05  9.99977708e-01
  1.98000000e+04  7.97432003e-05  7.97449684e-05  9.99977827e-01
  1.94000000e+04  8.27012555e-05  8.27030599e-05  9.99978185e-01
  1.90000000e+04  8.58304338e-05  8.58322819e-05  9.99978483e-01
  1.86000000e+04  8.91445306e-05  8.91464224e-05  9.99978781e-01
  1.82000000e+04  9.26589491e-05  9.26608845e-05  9.99979138e-01
  1.78000000e+04  9.63909188e-05  9.63929051e-05  9.99979436e-01
  1.77902715e+04  9.64845676e-05  9.64865467e-05  9.99979436e-01
  1.74000000e+04  1.00359794e-04  1.00361831e-04  9.99979734e-01
  1.70000000e+04  1.04587358e-04  1.04589453e-04  9.99980032e-01
  1.66000000e+04  1.09098241e-04  1.09100401e-04  9.99980330e-01
  1.62000000e+04  1.13920330e-04  1.13922528e-04  9.99980569e-01
  1.60308428e+04  1.16060721e-04  1.16062947e-04  9.99980688e-01
  1.58750000e+04  1.18089119e-04  1.18091390e-04  9.99980748e-01
  1.56250000e+04  1.21461737e-04  1.21464058e-04  9.99980927e-01
  1.53750000e+04  1.24988976e-04  1.24991333e-04  9.99981046e-01
  1.51250000e+04  1.28681175e-04  1.28683576e-04  9.99981165e-01
  1.48750000e+04  1.32549525e-04  1.32551984e-04  9.99981284e-01
  1.46700000e+04  1.35861526e-04  1.35864058e-04  9.99981403e-01
  1.45882109e+04  1.37219860e-04  1.37222407e-04  9.99981403e-01
  1.45881055e+04  1.36755712e-04  1.36758215e-04  9.99981701e-01
  1.44200000e+04  1.39620446e-04  1.39623007e-04  9.99981761e-01
  1.41250000e+04  1.44881924e-04  1.44884543e-04  9.99981880e-01
