Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
40000.  3.80   14.2   3.10e-06    2426.
n = 2840

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.96815600e-11  7.96815600e-11  1.00000000e+00
  2.00000000e+08  1.50528345e-09  1.50528345e-09  1.00000000e+00
  1.20000000e+07  2.37747813e-08  2.37747813e-08  1.00000000e+00
  1.00000000e+06  1.61932334e-07  1.61932405e-07  9.99999583e-01
  6.00000000e+05  2.71339928e-07  2.71340213e-07  9.99998987e-01
  2.50000000e+05  7.96809559e-07  7.96812458e-07  9.99996364e-01
  1.20000000e+05  2.39440374e-06  2.39441715e-06  9.99994457e-01
  5.00000000e+04  1.04966803e-05  1.04967576e-05  9.99992609e-01
  4.85000000e+04  1.10885931e-05  1.10886740e-05  9.99992609e-01
  4.75000000e+04  1.15138173e-05  1.15139019e-05  9.99992669e-01
  4.65000000e+04  1.19659817e-05  1.19660699e-05  9.99992669e-01
  4.55000000e+04  1.24474454e-05  1.24475346e-05  9.99992728e-01
  4.45000000e+04  1.29608288e-05  1.29609243e-05  9.99992728e-01
  4.35000000e+04  1.35090622e-05  1.35091605e-05  9.99992788e-01
  4.25000000e+04  1.40954180e-05  1.40955190e-05  9.99992788e-01
  4.15000000e+04  1.47235660e-05  1.47236706e-05  9.99992847e-01
  4.05000000e+04  1.53976343e-05  1.53977453e-05  9.99992907e-01
  3.95000000e+04  1.61222779e-05  1.61223925e-05  9.99992907e-01
  3.85000000e+04  1.69027553e-05  1.69028735e-05  9.99992967e-01
  3.75000000e+04  1.77450329e-05  1.77451584e-05  9.99993026e-01
  3.65000000e+04  1.86559046e-05  1.86560337e-05  9.99993026e-01
  3.55000000e+04  1.96431174e-05  1.96432557e-05  9.99993086e-01
  3.50017500e+04  2.01662078e-05  2.01663461e-05  9.99993086e-01
  3.45000000e+04  2.07155645e-05  2.07157063e-05  9.99993145e-01
  3.34000000e+04  2.20059464e-05  2.20060974e-05  9.99993205e-01
  3.24000000e+04  2.32925759e-05  2.32927323e-05  9.99993205e-01
  3.17500000e+04  2.41936086e-05  2.41937705e-05  9.99993265e-01
  3.12500000e+04  2.49246041e-05  2.49247714e-05  9.99993265e-01
  3.07500000e+04  2.56909170e-05  2.56910898e-05  9.99993324e-01
  3.02500000e+04  2.64948867e-05  2.64950631e-05  9.99993324e-01
  2.97500000e+04  2.73390579e-05  2.73392398e-05  9.99993384e-01
  2.92500000e+04  2.82261863e-05  2.82263736e-05  9.99993384e-01
  2.87500000e+04  2.91592805e-05  2.91594733e-05  9.99993384e-01
  2.82500000e+04  3.01416094e-05  3.01418077e-05  9.99993443e-01
  2.77500000e+04  3.11767399e-05  3.11769436e-05  9.99993443e-01
  2.72500000e+04  3.22685592e-05  3.22687702e-05  9.99993503e-01
  2.67500000e+04  3.34213255e-05  3.34215438e-05  9.99993503e-01
  2.62500000e+04  3.46396810e-05  3.46399065e-05  9.99993563e-01
  2.57500000e+04  3.59287187e-05  3.59289479e-05  9.99993563e-01
  2.52500000e+04  3.72940012e-05  3.72942377e-05  9.99993622e-01
  2.47500000e+04  3.87416367e-05  3.87418804e-05  9.99993682e-01
  2.42500000e+04  4.02783153e-05  4.02785663e-05  9.99993682e-01
  2.37500000e+04  4.19113712e-05  4.19116332e-05  9.99993742e-01
  2.32500000e+04  4.36488626e-05  4.36491355e-05  9.99993801e-01
  2.29000000e+04  4.49319487e-05  4.49322251e-05  9.99993861e-01
  2.27938418e+04  4.53325811e-05  4.53328612e-05  9.99993861e-01
  2.27935801e+04  4.52108434e-05  4.52111162e-05  9.99993920e-01
  2.26500000e+04  4.57609494e-05  4.57612296e-05  9.99993920e-01
  2.22500000e+04  4.73486580e-05  4.73489454e-05  9.99993980e-01
  2.17500000e+04  4.94544220e-05  4.94547166e-05  9.99994040e-01
  2.12962480e+04  5.14911953e-05  5.14915009e-05  9.99994099e-01
