Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
49000.  3.80   16.2   1.20e-05    3182.
n = 2971

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.63462082e-12  1.63462288e-12  9.99998689e-01
  2.00000000e+08  1.76102632e-09  1.76102632e-09  1.00000000e+00
  1.20000000e+07  6.84203627e-08  6.84203627e-08  9.99999940e-01
  1.00000000e+06  3.98392302e-07  3.98392785e-07  9.99998808e-01
  6.00000000e+05  6.18434797e-07  6.18436331e-07  9.99997497e-01
  2.50000000e+05  1.53969074e-06  1.53970711e-06  9.99989450e-01
  1.20000000e+05  4.05310857e-06  4.05320179e-06  9.99977052e-01
  5.00000000e+04  1.57662998e-05  1.57668346e-05  9.99966025e-01
  4.85000000e+04  1.65734673e-05  1.65740366e-05  9.99965727e-01
  4.75000000e+04  1.71508145e-05  1.71514057e-05  9.99965549e-01
  4.65000000e+04  1.77626116e-05  1.77632282e-05  9.99965370e-01
  4.55000000e+04  1.84118217e-05  1.84124619e-05  9.99965131e-01
  4.45000000e+04  1.91017461e-05  1.91024174e-05  9.99964952e-01
  4.35000000e+04  1.98360958e-05  1.98367943e-05  9.99964774e-01
  4.25000000e+04  2.06190198e-05  2.06197510e-05  9.99964595e-01
  4.15000000e+04  2.14552038e-05  2.14559677e-05  9.99964416e-01
  4.05000000e+04  2.23499246e-05  2.23507232e-05  9.99964237e-01
  3.95000000e+04  2.33091559e-05  2.33099945e-05  9.99964058e-01
  3.85000000e+04  2.43396753e-05  2.43405557e-05  9.99963880e-01
  3.75000000e+04  2.54491806e-05  2.54501065e-05  9.99963701e-01
  3.65000000e+04  2.66464540e-05  2.66474253e-05  9.99963522e-01
  3.55000000e+04  2.79415217e-05  2.79425458e-05  9.99963343e-01
  3.50017500e+04  2.86267987e-05  2.86278519e-05  9.99963284e-01
  3.45000000e+04  2.93458743e-05  2.93469548e-05  9.99963164e-01
  3.34000000e+04  3.10327086e-05  3.10338546e-05  9.99962986e-01
  3.24000000e+04  3.27119596e-05  3.27131747e-05  9.99962866e-01
  3.17500000e+04  3.38865502e-05  3.38878126e-05  9.99962747e-01
  3.12500000e+04  3.48387039e-05  3.48400026e-05  9.99962687e-01
  3.07500000e+04  3.58361431e-05  3.58374818e-05  9.99962628e-01
  3.02500000e+04  3.68818364e-05  3.68832189e-05  9.99962568e-01
  2.97500000e+04  3.79790035e-05  3.79804260e-05  9.99962568e-01
  2.92500000e+04  3.91311150e-05  3.91325848e-05  9.99962509e-01
  2.87500000e+04  4.03419472e-05  4.03434606e-05  9.99962509e-01
  2.82500000e+04  4.16155963e-05  4.16171606e-05  9.99962449e-01
  2.77500000e+04  4.29565152e-05  4.29581305e-05  9.99962449e-01
  2.72500000e+04  4.43695535e-05  4.43712197e-05  9.99962509e-01
  2.67500000e+04  4.58600007e-05  4.58617178e-05  9.99962509e-01
  2.62500000e+04  4.74336302e-05  4.74354056e-05  9.99962568e-01
  2.57500000e+04  4.90967686e-05  4.90986058e-05  9.99962628e-01
  2.52500000e+04  5.08563462e-05  5.08582416e-05  9.99962687e-01
  2.47500000e+04  5.27199736e-05  5.27219345e-05  9.99962807e-01
  2.42500000e+04  5.46960218e-05  5.46980482e-05  9.99962926e-01
  2.37500000e+04  5.67937241e-05  5.67958232e-05  9.99963045e-01
  2.32500000e+04  5.90232739e-05  5.90254422e-05  9.99963224e-01
  2.29000000e+04  6.06684007e-05  6.06706235e-05  9.99963343e-01
  2.27938418e+04  6.11818759e-05  6.11841169e-05  9.99963403e-01
  2.27935801e+04  6.11008290e-05  6.11030628e-05  9.99963462e-01
  2.26500000e+04  6.18067133e-05  6.18089689e-05  9.99963522e-01
  2.22500000e+04  6.38430429e-05  6.38453639e-05  9.99963641e-01
  2.17500000e+04  6.65419575e-05  6.65443586e-05  9.99963880e-01
  2.12962480e+04  6.91509704e-05  6.91534515e-05  9.99964118e-01
  2.12500000e+04  6.94259579e-05  6.94284463e-05  9.99964118e-01
  2.07500000e+04  7.25123537e-05  7.25149366e-05  9.99964416e-01
  2.02500000e+04  7.58205279e-05  7.58232054e-05  9.99964654e-01
  1.99835137e+04  7.76816887e-05  7.76844172e-05  9.99964833e-01
  1.98000000e+04  7.90054110e-05  7.90081831e-05  9.99964952e-01
  1.94000000e+04  8.20162677e-05  8.20191199e-05  9.99965191e-01
  1.90000000e+04  8.52107041e-05  8.52136436e-05  9.99965489e-01
  1.86000000e+04  8.86039415e-05  8.86069756e-05  9.99965787e-01
  1.82000000e+04  9.22128092e-05  9.22159306e-05  9.99966085e-01
  1.78000000e+04  9.60559482e-05  9.60591788e-05  9.99966383e-01
  1.77902715e+04  9.61525220e-05  9.61557525e-05  9.99966383e-01
  1.74000000e+04  1.00154102e-04  1.00157427e-04  9.99966681e-01
  1.70000000e+04  1.04530307e-04  1.04533763e-04  9.99967039e-01
  1.66000000e+04  1.09210363e-04  1.09213921e-04  9.99967396e-01
  1.62000000e+04  1.14223090e-04  1.14226772e-04  9.99967694e-01
  1.60308428e+04  1.16450727e-04  1.16454481e-04  9.99967873e-01
  1.58750000e+04  1.18563083e-04  1.18566881e-04  9.99967992e-01
  1.56250000e+04  1.22077530e-04  1.22081416e-04  9.99968231e-01
  1.53750000e+04  1.25755483e-04  1.25759456e-04  9.99968469e-01
  1.51250000e+04  1.29607273e-04  1.29611348e-04  9.99968648e-01
  1.48750000e+04  1.33644091e-04  1.33648253e-04  9.99968886e-01
  1.46700000e+04  1.37100782e-04  1.37105017e-04  9.99969065e-01
  1.45882109e+04  1.38518444e-04  1.38522737e-04  9.99969125e-01
  1.45881055e+04  1.37950570e-04  1.37954834e-04  9.99969125e-01
  1.44200000e+04  1.40937816e-04  1.40942153e-04  9.99969244e-01
  1.41250000e+04  1.46425140e-04  1.46429607e-04  9.99969542e-01
  1.38750000e+04  1.51335858e-04  1.51340428e-04  9.99969780e-01
  1.36250000e+04  1.56503200e-04  1.56507900e-04  9.99970019e-01
  1.33750000e+04  1.61945412e-04  1.61950229e-04  9.99970257e-01
  1.32954863e+04  1.63737146e-04  1.63742006e-04  9.99970376e-01
  1.31250000e+04  1.67682389e-04  1.67687322e-04  9.99970555e-01
  1.28750000e+04  1.73735796e-04  1.73740875e-04  9.99970794e-01
  1.26250000e+04  1.80129384e-04  1.80134608e-04  9.99971092e-01
  1.23750000e+04  1.86889127e-04  1.86894467e-04  9.99971390e-01
  1.22132930e+04  1.91469764e-04  1.91475207e-04  9.99971569e-01
  1.21250000e+04  1.94043445e-04  1.94048946e-04  9.99971688e-01
  1.18750000e+04  2.01623610e-04  2.01629256e-04  9.99971986e-01
  1.16250000e+04  2.09663966e-04  2.09669772e-04  9.99972343e-01
  1.13750000e+04  2.18202404e-04  2.18208384e-04  9.99972641e-01
  1.11250000e+04  2.27280703e-04  2.27286844e-04  9.99972999e-01
  1.08750000e+04  2.36945110e-04  2.36951411e-04  9.99973357e-01
  1.06250000e+04  2.47246819e-04  2.47253309e-04  9.99973714e-01
  1.05034287e+04  2.52503494e-04  2.52510072e-04  9.99973893e-01
  1.03750000e+04  2.58242770e-04  2.58249464e-04  9.99974072e-01
  1.01250000e+04  2.69996293e-04  2.70003191e-04  9.99974430e-01
  9.95000000e+03  2.78712047e-04  2.78719119e-04  9.99974668e-01
  9.85000000e+03  2.83884787e-04  2.83891946e-04  9.99974847e-01
  9.75000000e+03  2.89203977e-04  2.89211224e-04  9.99974966e-01
  9.65000000e+03  2.94675119e-04  2.94682453e-04  9.99975085e-01
  9.55000000e+03  3.00304004e-04  3.00311425e-04  9.99975204e-01
  9.45000000e+03  3.06096743e-04  3.06104252e-04  9.99975383e-01
  9.35000000e+03  3.12059681e-04  3.12067306e-04  9.99975502e-01
  9.25000000e+03  3.18199513e-04  3.18207254e-04  9.99975622e-01
  9.21353320e+03  3.20483901e-04  3.20491701e-04  9.99975681e-01
  9.15000000e+03  3.24523251e-04  3.24531109e-04  9.99975801e-01
  9.05000000e+03  3.31038289e-04  3.31046234e-04  9.99975920e-01
  8.95000000e+03  3.37752281e-04  3.37760372e-04  9.99976099e-01
  8.85000000e+03  3.44673434e-04  3.44681641e-04  9.99976218e-01
  8.75000000e+03  3.51810246e-04  3.51818540e-04  9.99976397e-01
  8.65000000e+03  3.59171681e-04  3.59180121e-04  9.99976516e-01
  8.55000000e+03  3.66767199e-04  3.66775756e-04  9.99976695e-01
  8.45000000e+03  3.74606752e-04  3.74615396e-04  9.99976873e-01
  8.35000000e+03  3.82700760e-04  3.82709579e-04  9.99976993e-01
  8.25000000e+03  3.91060312e-04  3.91069218e-04  9.99977171e-01
  8.20613867e+03  3.94813687e-04  3.94822651e-04  9.99977291e-01
  8.20580176e+03  3.89124325e-04  3.89133114e-04  9.99977410e-01
  8.15000000e+03  3.93986498e-04  3.93995375e-04  9.99977469e-01
  8.05000000e+03  4.02928301e-04  4.02937323e-04  9.99977648e-01
  7.95000000e+03  4.12174530e-04  4.12183697e-04  9.99977827e-01
  7.85000000e+03  4.21738980e-04  4.21748264e-04  9.99977946e-01
  7.77599707e+03  4.29030391e-04  4.29039792e-04  9.99978065e-01
  7.75000000e+03  4.31636232e-04  4.31645662e-04  9.99978125e-01
  7.65000000e+03  4.41881682e-04  4.41891258e-04  9.99978304e-01
  7.55000000e+03  4.52491629e-04  4.52501350e-04  9.99978483e-01
  7.45000000e+03  4.63483331e-04  4.63493197e-04  9.99978721e-01
  7.38897607e+03  4.70386236e-04  4.70396189e-04  9.99978840e-01
  7.35000000e+03  4.74875036e-04  4.74885077e-04  9.99978900e-01
  7.25000000e+03  4.86686127e-04  4.86696314e-04  9.99979138e-01
  7.15000000e+03  4.98937094e-04  4.98947455e-04  9.99979317e-01
  7.05000000e+03  5.11649763e-04  5.11660182e-04  9.99979556e-01
