Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
32000.  3.80   12.3   2.40e-07    1750.
n = 2721

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.44947090e-11  7.44947090e-11  1.00000000e+00
  2.00000000e+08  2.15643808e-10  2.15643808e-10  1.00000000e+00
  1.20000000e+07  1.58569013e-09  1.58569013e-09  1.00000000e+00
  1.00000000e+06  2.60990163e-08  2.60990163e-08  9.99999940e-01
  6.00000000e+05  6.29138555e-08  6.29138626e-08  9.99999940e-01
  2.50000000e+05  3.07975142e-07  3.07975171e-07  9.99999940e-01
  1.20000000e+05  1.19518143e-06  1.19518165e-06  9.99999881e-01
  5.00000000e+04  6.40688268e-06  6.40688359e-06  9.99999881e-01
  4.85000000e+04  6.80012499e-06  6.80012590e-06  9.99999881e-01
  4.75000000e+04  7.08355537e-06  7.08355628e-06  9.99999881e-01
  4.65000000e+04  7.38571725e-06  7.38571816e-06  9.99999881e-01
  4.55000000e+04  7.70824590e-06  7.70824681e-06  9.99999881e-01
  4.45000000e+04  8.05294076e-06  8.05294167e-06  9.99999881e-01
  4.35000000e+04  8.42178633e-06  8.42178724e-06  9.99999881e-01
  4.25000000e+04  8.81697906e-06  8.81697997e-06  9.99999881e-01
  4.15000000e+04  9.24095366e-06  9.24095457e-06  9.99999881e-01
  4.05000000e+04  9.69642406e-06  9.69642588e-06  9.99999821e-01
  3.95000000e+04  1.01864289e-05  1.01864298e-05  9.99999821e-01
  3.85000000e+04  1.07143833e-05  1.07143851e-05  9.99999821e-01
  3.75000000e+04  1.12841572e-05  1.12841581e-05  9.99999821e-01
  3.65000000e+04  1.19001497e-05  1.19001515e-05  9.99999821e-01
  3.55000000e+04  1.25674114e-05  1.25674133e-05  9.99999821e-01
  3.50017500e+04  1.29207838e-05  1.29207856e-05  9.99999821e-01
  3.45000000e+04  1.32917594e-05  1.32917612e-05  9.99999821e-01
  3.34000000e+04  1.41625706e-05  1.41625733e-05  9.99999821e-01
  3.24000000e+04  1.50301348e-05  1.50301375e-05  9.99999821e-01
  3.17500000e+04  1.56373535e-05  1.56373571e-05  9.99999821e-01
  3.12500000e+04  1.61298267e-05  1.61298303e-05  9.99999821e-01
  3.07500000e+04  1.66459813e-05  1.66459831e-05  9.99999821e-01
  3.02500000e+04  1.71874162e-05  1.71874199e-05  9.99999821e-01
  2.97500000e+04  1.77558759e-05  1.77558777e-05  9.99999821e-01
  2.92500000e+04  1.83532557e-05  1.83532575e-05  9.99999881e-01
  2.87500000e+04  1.89816146e-05  1.89816164e-05  9.99999881e-01
  2.82500000e+04  1.96432047e-05  1.96432065e-05  9.99999881e-01
  2.77500000e+04  2.03404707e-05  2.03404725e-05  9.99999881e-01
  2.72500000e+04  2.10760772e-05  2.10760809e-05  9.99999881e-01
  2.67500000e+04  2.18529349e-05  2.18529367e-05  9.99999881e-01
  2.62500000e+04  2.26742068e-05  2.26742086e-05  9.99999881e-01
  2.57500000e+04  2.35433472e-05  2.35433490e-05  9.99999881e-01
  2.52500000e+04  2.44641287e-05  2.44641305e-05  9.99999881e-01
  2.47500000e+04  2.54406641e-05  2.54406659e-05  9.99999881e-01
  2.42500000e+04  2.64774553e-05  2.64774571e-05  9.99999940e-01
  2.37500000e+04  2.75794282e-05  2.75794300e-05  9.99999940e-01
  2.32500000e+04  2.87519870e-05  2.87519888e-05  9.99999940e-01
  2.29000000e+04  2.96179369e-05  2.96179387e-05  9.99999940e-01
  2.27938418e+04  2.98883278e-05  2.98883297e-05  9.99999940e-01
  2.27935801e+04  2.97447423e-05  2.97447441e-05  9.99999940e-01
  2.26500000e+04  3.01146192e-05  3.01146229e-05  9.99999940e-01
  2.22500000e+04  3.11822441e-05  3.11822441e-05  9.99999940e-01
  2.17500000e+04  3.25984256e-05  3.25984292e-05  9.99999940e-01
  2.12962480e+04  3.39684666e-05  3.39684666e-05  9.99999940e-01
  2.12500000e+04  3.41129125e-05  3.41129162e-05  9.99999940e-01
  2.07500000e+04  3.57346762e-05  3.57346798e-05  9.99999940e-01
  2.02500000e+04  3.74737647e-05  3.74737683e-05  9.99999881e-01
  1.99835137e+04  3.84524137e-05  3.84524174e-05  9.99999881e-01
  1.98000000e+04  3.91485482e-05  3.91485519e-05  9.99999881e-01
  1.94000000e+04  4.07321204e-05  4.07321240e-05  9.99999881e-01
  1.90000000e+04  4.24124955e-05  4.24125028e-05  9.99999881e-01
  1.86000000e+04  4.41977245e-05  4.41977281e-05  9.99999881e-01
  1.82000000e+04  4.60967931e-05  4.60968004e-05  9.99999881e-01
  1.78000000e+04  4.81197967e-05  4.81198040e-05  9.99999821e-01
  1.77902715e+04  4.81706411e-05  4.81706484e-05  9.99999821e-01
  1.74000000e+04  5.02781113e-05  5.02781186e-05  9.99999821e-01
  1.70000000e+04  5.25845899e-05  5.25846008e-05  9.99999821e-01
  1.66000000e+04  5.50538243e-05  5.50538352e-05  9.99999821e-01
  1.62000000e+04  5.77024111e-05  5.77024221e-05  9.99999821e-01
  1.60308428e+04  5.88809453e-05  5.88809562e-05  9.99999821e-01
  1.58750000e+04  5.99994237e-05  5.99994346e-05  9.99999821e-01
  1.56250000e+04  6.18625199e-05  6.18625345e-05  9.99999821e-01
  1.53750000e+04  6.38154961e-05  6.38155034e-05  9.99999821e-01
  1.51250000e+04  6.58645586e-05  6.58645731e-05  9.99999821e-01
  1.48750000e+04  6.80164812e-05  6.80164885e-05  9.99999821e-01
  1.46700000e+04  6.98629228e-05  6.98629374e-05  9.99999881e-01
  1.45882109e+04  7.06212377e-05  7.06212450e-05  9.99999881e-01
  1.45881055e+04  6.98100775e-05  6.98100921e-05  9.99999821e-01
  1.44200000e+04  7.13816335e-05  7.13816480e-05  9.99999821e-01
  1.41250000e+04  7.42732082e-05  7.42732154e-05  9.99999821e-01
  1.38750000e+04  7.68665486e-05  7.68665559e-05  9.99999881e-01
  1.36250000e+04  7.96015156e-05  7.96015229e-05  9.99999881e-01
  1.33750000e+04  8.24890376e-05  8.24890521e-05  9.99999881e-01
  1.32954863e+04  8.34413222e-05  8.34413295e-05  9.99999881e-01
  1.31250000e+04  8.55410472e-05  8.55410544e-05  9.99999940e-01
  1.28750000e+04  8.87705392e-05  8.87705464e-05  9.99999940e-01
  1.26250000e+04  9.21916580e-05  9.21916653e-05  1.00000000e+00
  1.23750000e+04  9.58198070e-05  9.58198070e-05  1.00000000e+00
  1.22132930e+04  9.82846468e-05  9.82846468e-05  1.00000000e+00
  1.21250000e+04  9.96716844e-05  9.96716844e-05  1.00000000e+00
  1.18750000e+04  1.03765422e-04  1.03765407e-04  1.00000012e+00
