Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
43000.  4.00   10.6   6.70e-07    2720.
n = 2845

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.88625643e-10  1.88625643e-10  1.00000000e+00
  2.00000000e+08  7.13993586e-10  7.13993586e-10  1.00000000e+00
  1.20000000e+07  6.11201934e-09  6.11201934e-09  1.00000000e+00
  1.00000000e+06  6.02951218e-08  6.02951360e-08  9.99999702e-01
  6.00000000e+05  1.21098395e-07  1.21098452e-07  9.99999523e-01
  2.50000000e+05  5.05708101e-07  5.05708329e-07  9.99999464e-01
  1.20000000e+05  1.89038406e-06  1.89038542e-06  9.99999285e-01
  5.00000000e+04  9.65803883e-06  9.65804884e-06  9.99998987e-01
  4.85000000e+04  1.02462554e-05  1.02462654e-05  9.99998987e-01
  4.75000000e+04  1.06691614e-05  1.06691723e-05  9.99998987e-01
  4.65000000e+04  1.11189729e-05  1.11189847e-05  9.99998987e-01
  4.55000000e+04  1.15978928e-05  1.15979046e-05  9.99998987e-01
  4.45000000e+04  1.21083722e-05  1.21083840e-05  9.99998987e-01
  4.35000000e+04  1.26531522e-05  1.26531640e-05  9.99999046e-01
  4.25000000e+04  1.32353089e-05  1.32353216e-05  9.99999046e-01
  4.15000000e+04  1.38583282e-05  1.38583400e-05  9.99999106e-01
  4.05000000e+04  1.45261592e-05  1.45261729e-05  9.99999106e-01
  3.95000000e+04  1.52433231e-05  1.52433367e-05  9.99999106e-01
  3.85000000e+04  1.60149993e-05  1.60150121e-05  9.99999166e-01
  3.75000000e+04  1.68471579e-05  1.68471706e-05  9.99999225e-01
  3.65000000e+04  1.77467064e-05  1.77467191e-05  9.99999225e-01
  3.55000000e+04  1.87216556e-05  1.87216701e-05  9.99999285e-01
  3.50017500e+04  1.92384086e-05  1.92384232e-05  9.99999285e-01
  3.45000000e+04  1.97813297e-05  1.97813424e-05  9.99999285e-01
  3.34000000e+04  2.10578364e-05  2.10578492e-05  9.99999344e-01
  3.24000000e+04  2.23329425e-05  2.23329589e-05  9.99999344e-01
  3.17500000e+04  2.32275706e-05  2.32275870e-05  9.99999344e-01
  3.12500000e+04  2.39544752e-05  2.39544897e-05  9.99999344e-01
  3.07500000e+04  2.47176049e-05  2.47176195e-05  9.99999344e-01
  3.02500000e+04  2.55194773e-05  2.55194936e-05  9.99999344e-01
  2.97500000e+04  2.63628135e-05  2.63628317e-05  9.99999344e-01
  2.92500000e+04  2.72505586e-05  2.72505767e-05  9.99999344e-01
  2.87500000e+04  2.81858920e-05  2.81859102e-05  9.99999344e-01
  2.82500000e+04  2.91722536e-05  2.91722718e-05  9.99999344e-01
  2.77500000e+04  3.02133631e-05  3.02133831e-05  9.99999344e-01
  2.72500000e+04  3.13132477e-05  3.13132659e-05  9.99999344e-01
  2.67500000e+04  3.24762623e-05  3.24762841e-05  9.99999285e-01
  2.62500000e+04  3.37071324e-05  3.37071579e-05  9.99999285e-01
  2.57500000e+04  3.50109876e-05  3.50110095e-05  9.99999285e-01
  2.52500000e+04  3.63933832e-05  3.63934087e-05  9.99999285e-01
  2.47500000e+04  3.78603836e-05  3.78604127e-05  9.99999225e-01
  2.42500000e+04  3.94185954e-05  3.94186245e-05  9.99999225e-01
  2.37500000e+04  4.10752400e-05  4.10752727e-05  9.99999225e-01
  2.32500000e+04  4.28382336e-05  4.28382664e-05  9.99999225e-01
  2.29000000e+04  4.41402408e-05  4.41402772e-05  9.99999166e-01
  2.27938418e+04  4.45467813e-05  4.45468177e-05  9.99999166e-01
  2.27935801e+04  4.44297766e-05  4.44298093e-05  9.99999225e-01
  2.26500000e+04  4.49877480e-05  4.49877843e-05  9.99999225e-01
  2.22500000e+04  4.65981866e-05  4.65982230e-05  9.99999225e-01
  2.17500000e+04  4.87340112e-05  4.87340512e-05  9.99999166e-01
  2.12962480e+04  5.07996665e-05  5.07997065e-05  9.99999166e-01
  2.12500000e+04  5.10174141e-05  5.10174577e-05  9.99999166e-01
  2.07500000e+04  5.34616884e-05  5.34617357e-05  9.99999166e-01
  2.02500000e+04  5.60817571e-05  5.60818044e-05  9.99999166e-01
  1.99835137e+04  5.75557206e-05  5.75557679e-05  9.99999166e-01
  1.98000000e+04  5.86039932e-05  5.86040442e-05  9.99999166e-01
  1.94000000e+04  6.09880881e-05  6.09881390e-05  9.99999166e-01
  1.90000000e+04  6.35171818e-05  6.35172328e-05  9.99999166e-01
  1.86000000e+04  6.62033344e-05  6.62033926e-05  9.99999166e-01
  1.82000000e+04  6.90600064e-05  6.90600646e-05  9.99999225e-01
  1.78000000e+04  7.21022516e-05  7.21023025e-05  9.99999225e-01
  1.77902715e+04  7.21787001e-05  7.21787510e-05  9.99999225e-01
  1.74000000e+04  7.53469358e-05  7.53469940e-05  9.99999285e-01
  1.70000000e+04  7.88130201e-05  7.88130783e-05  9.99999285e-01
  1.66000000e+04  8.25218231e-05  8.25218813e-05  9.99999344e-01
  1.62000000e+04  8.64973699e-05  8.64974209e-05  9.99999404e-01
  1.60308428e+04  8.82653112e-05  8.82653621e-05  9.99999404e-01
  1.58750000e+04  8.99424995e-05  8.99425504e-05  9.99999464e-01
