Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
34000.  3.40   20.6   3.70e-06    1932.
n = 2721

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  9.37739400e-11  9.37739400e-11  1.00000000e+00
  2.00000000e+08  1.13454912e-09  1.13454912e-09  1.00000000e+00
  1.20000000e+07  1.56198627e-08  1.56198627e-08  1.00000000e+00
  1.00000000e+06  1.01804069e-07  1.01804140e-07  9.99999344e-01
  6.00000000e+05  1.76346646e-07  1.76346944e-07  9.99998271e-01
  2.50000000e+05  5.77254013e-07  5.77256571e-07  9.99995530e-01
  1.20000000e+05  1.83742850e-06  1.83744010e-06  9.99993742e-01
  5.00000000e+04  8.42669033e-06  8.42675126e-06  9.99992788e-01
  4.85000000e+04  8.91172931e-06  8.91179297e-06  9.99992788e-01
  4.75000000e+04  9.26020948e-06  9.26027587e-06  9.99992847e-01
  4.65000000e+04  9.63079492e-06  9.63086404e-06  9.99992847e-01
  4.55000000e+04  1.00254219e-05  1.00254938e-05  9.99992847e-01
  4.45000000e+04  1.04462461e-05  1.04463197e-05  9.99992847e-01
  4.35000000e+04  1.08956710e-05  1.08957483e-05  9.99992907e-01
  4.25000000e+04  1.13763872e-05  1.13764672e-05  9.99992907e-01
  4.15000000e+04  1.18914068e-05  1.18914913e-05  9.99992907e-01
  4.05000000e+04  1.24441203e-05  1.24442086e-05  9.99992967e-01
  3.95000000e+04  1.30383396e-05  1.30384324e-05  9.99992967e-01
  3.85000000e+04  1.36783792e-05  1.36784738e-05  9.99992967e-01
  3.75000000e+04  1.43691159e-05  1.43692168e-05  9.99993026e-01
  3.65000000e+04  1.51161057e-05  1.51162121e-05  9.99993026e-01
  3.55000000e+04  1.59256833e-05  1.59257943e-05  9.99993026e-01
  3.50017500e+04  1.63546283e-05  1.63547429e-05  9.99993026e-01
  3.45000000e+04  1.68051029e-05  1.68052193e-05  9.99993026e-01
  3.34000000e+04  1.78631362e-05  1.78632617e-05  9.99993086e-01
  3.24000000e+04  1.89179736e-05  1.89181046e-05  9.99993086e-01
  3.17500000e+04  1.96566070e-05  1.96567435e-05  9.99993086e-01
  3.12500000e+04  2.02558076e-05  2.02559477e-05  9.99993086e-01
  3.07500000e+04  2.08839156e-05  2.08840593e-05  9.99993086e-01
  3.02500000e+04  2.15428463e-05  2.15429955e-05  9.99993145e-01
  2.97500000e+04  2.22346789e-05  2.22348317e-05  9.99993145e-01
  2.92500000e+04  2.29616708e-05  2.29618290e-05  9.99993145e-01
