Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
37000.  3.60   17.5   3.70e-06    2157.
n = 2725

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  6.23121416e-11  6.23121416e-11  1.00000000e+00
  2.00000000e+08  1.36146583e-09  1.36146583e-09  1.00000000e+00
  1.20000000e+07  2.24368453e-08  2.24368453e-08  1.00000000e+00
  1.00000000e+06  1.45115337e-07  1.45115408e-07  9.99999404e-01
  6.00000000e+05  2.45178484e-07  2.45178910e-07  9.99998331e-01
  2.50000000e+05  7.20357150e-07  7.20361356e-07  9.99994159e-01
  1.20000000e+05  2.17302340e-06  2.17304364e-06  9.99990761e-01
  5.00000000e+04  9.31885643e-06  9.31897193e-06  9.99987662e-01
  4.85000000e+04  9.82834626e-06  9.82846814e-06  9.99987602e-01
  4.75000000e+04  1.01939622e-05  1.01940886e-05  9.99987602e-01
  4.65000000e+04  1.05824629e-05  1.05825948e-05  9.99987543e-01
  4.55000000e+04  1.09958983e-05  1.09960347e-05  9.99987543e-01
  4.45000000e+04  1.14365512e-05  1.14366940e-05  9.99987543e-01
  4.35000000e+04  1.19069718e-05  1.19071201e-05  9.99987483e-01
  4.25000000e+04  1.24100070e-05  1.24101616e-05  9.99987483e-01
  4.15000000e+04  1.29488444e-05  1.29490072e-05  9.99987423e-01
  4.05000000e+04  1.35270511e-05  1.35272221e-05  9.99987423e-01
  3.95000000e+04  1.41486335e-05  1.41488117e-05  9.99987364e-01
  3.85000000e+04  1.48180861e-05  1.48182744e-05  9.99987364e-01
  3.75000000e+04  1.55404759e-05  1.55406724e-05  9.99987304e-01
  3.65000000e+04  1.63215191e-05  1.63217264e-05  9.99987304e-01
  3.55000000e+04  1.71676948e-05  1.71679130e-05  9.99987245e-01
  3.50017500e+04  1.76158628e-05  1.76160866e-05  9.99987245e-01
  3.45000000e+04  1.80863699e-05  1.80866009e-05  9.99987245e-01
  3.34000000e+04  1.91907329e-05  1.91909767e-05  9.99987245e-01
  3.24000000e+04  2.02905721e-05  2.02908304e-05  9.99987304e-01
  3.17500000e+04  2.10599246e-05  2.10601920e-05  9.99987304e-01
  3.12500000e+04  2.16835288e-05  2.16838016e-05  9.99987304e-01
  3.07500000e+04  2.23367006e-05  2.23369843e-05  9.99987364e-01
  3.02500000e+04  2.30213536e-05  2.30216447e-05  9.99987423e-01
  2.97500000e+04  2.37395579e-05  2.37398544e-05  9.99987423e-01
  2.92500000e+04  2.44935636e-05  2.44938692e-05  9.99987483e-01
  2.87500000e+04  2.52858299e-05  2.52861428e-05  9.99987543e-01
  2.82500000e+04  2.61190362e-05  2.61193582e-05  9.99987662e-01
  2.77500000e+04  2.69961201e-05  2.69964512e-05  9.99987721e-01
  2.72500000e+04  2.79202941e-05  2.79206342e-05  9.99987781e-01
  2.67500000e+04  2.88950814e-05  2.88954325e-05  9.99987900e-01
  2.62500000e+04  2.99243584e-05  2.99247185e-05  9.99987960e-01
  2.57500000e+04  3.10123796e-05  3.10127507e-05  9.99988079e-01
  2.52500000e+04  3.21638436e-05  3.21642219e-05  9.99988139e-01
  2.47500000e+04  3.33839125e-05  3.33843054e-05  9.99988258e-01
  2.42500000e+04  3.46783017e-05  3.46787056e-05  9.99988317e-01
  2.37500000e+04  3.60533159e-05  3.60537342e-05  9.99988437e-01
  2.32500000e+04  3.75159289e-05  3.75163581e-05  9.99988496e-01
  2.29000000e+04  3.85959829e-05  3.85964231e-05  9.99988556e-01
  2.27938418e+04  3.89332345e-05  3.89336783e-05  9.99988556e-01
  2.27935801e+04  3.88385088e-05  3.88389526e-05  9.99988616e-01
  2.26500000e+04  3.93014125e-05  3.93018563e-05  9.99988675e-01
  2.22500000e+04  4.06374638e-05  4.06379222e-05  9.99988735e-01
  2.17500000e+04  4.24098289e-05  4.24103055e-05  9.99988794e-01
  2.12962480e+04  4.41249249e-05  4.41254160e-05  9.99988854e-01
  2.12500000e+04  4.43057907e-05  4.43062854e-05  9.99988854e-01
  2.07500000e+04  4.63371434e-05  4.63376564e-05  9.99988914e-01
  2.02500000e+04  4.85170713e-05  4.85176097e-05  9.99988973e-01
  1.99835137e+04  4.97446345e-05  4.97451838e-05  9.99988973e-01
  1.98000000e+04  5.06182114e-05  5.06187680e-05  9.99989033e-01
  1.94000000e+04  5.26066360e-05  5.26072108e-05  9.99989033e-01
  1.90000000e+04  5.47183990e-05  5.47189993e-05  9.99989092e-01
  1.86000000e+04  5.69638105e-05  5.69644289e-05  9.99989092e-01
  1.82000000e+04  5.93542536e-05  5.93548975e-05  9.99989152e-01
  1.78000000e+04  6.19023558e-05  6.19030325e-05  9.99989152e-01
