Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
29000.  3.20   22.9   2.20e-06    1596.
n = 2711

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.08154478e-10  1.08154478e-10  1.00000000e+00
  2.00000000e+08  7.82838294e-10  7.82838294e-10  1.00000000e+00
  1.20000000e+07  9.44902911e-09  9.44902911e-09  1.00000000e+00
  1.00000000e+06  6.51751364e-08  6.51751932e-08  9.99999166e-01
  6.00000000e+05  1.17993828e-07  1.17994020e-07  9.99998450e-01
  2.50000000e+05  4.25514173e-07  4.25515310e-07  9.99997377e-01
  1.20000000e+05  1.39769645e-06  1.39770145e-06  9.99996483e-01
  5.00000000e+04  6.68294069e-06  6.68296570e-06  9.99996245e-01
  4.85000000e+04  7.07608524e-06  7.07611161e-06  9.99996245e-01
  4.75000000e+04  7.35873618e-06  7.35876392e-06  9.99996245e-01
  4.65000000e+04  7.65946879e-06  7.65949699e-06  9.99996245e-01
  4.55000000e+04  7.97985831e-06  7.97988832e-06  9.99996245e-01
  4.45000000e+04  8.32166279e-06  8.32169371e-06  9.99996245e-01
  4.35000000e+04  8.68684310e-06  8.68687493e-06  9.99996305e-01
  4.25000000e+04  9.07759295e-06  9.07762660e-06  9.99996305e-01
  4.15000000e+04  9.49637706e-06  9.49641253e-06  9.99996305e-01
  4.05000000e+04  9.94596758e-06  9.94600396e-06  9.99996305e-01
  3.95000000e+04  1.04294904e-05  1.04295286e-05  9.99996305e-01
  3.85000000e+04  1.09504808e-05  1.09505218e-05  9.99996364e-01
  3.75000000e+04  1.15129496e-05  1.15129924e-05  9.99996364e-01
  3.65000000e+04  1.21214480e-05  1.21214925e-05  9.99996364e-01
  3.55000000e+04  1.27811636e-05  1.27812100e-05  9.99996424e-01
  3.50017500e+04  1.31307943e-05  1.31308398e-05  9.99996424e-01
  3.45000000e+04  1.34980219e-05  1.34980692e-05  9.99996424e-01
  3.34000000e+04  1.43606921e-05  1.43607431e-05  9.99996424e-01
  3.24000000e+04  1.52208549e-05  1.52209086e-05  9.99996424e-01
  3.17500000e+04  1.58231487e-05  1.58232033e-05  9.99996424e-01
  3.12500000e+04  1.63116874e-05  1.63117456e-05  9.99996483e-01
  3.07500000e+04  1.68237093e-05  1.68237693e-05  9.99996483e-01
  3.02500000e+04  1.73607295e-05  1.73607896e-05  9.99996483e-01
  2.97500000e+04  1.79243889e-05  1.79244507e-05  9.99996483e-01
  2.92500000e+04  1.85164627e-05  1.85165263e-05  9.99996483e-01
  2.87500000e+04  1.91388808e-05  1.91389463e-05  9.99996483e-01
  2.82500000e+04  1.97937388e-05  1.97938098e-05  9.99996483e-01
  2.77500000e+04  2.04833195e-05  2.04833905e-05  9.99996483e-01
  2.72500000e+04  2.12101113e-05  2.12101859e-05  9.99996483e-01
  2.67500000e+04  2.19768353e-05  2.19769117e-05  9.99996483e-01
  2.62500000e+04  2.27864639e-05  2.27865439e-05  9.99996483e-01
