Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
34000.  3.60   16.7   2.20e-06    1926.
n = 2721

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.07555818e-10  1.07555818e-10  1.00000000e+00
  2.00000000e+08  1.06669662e-09  1.06669662e-09  1.00000000e+00
  1.20000000e+07  1.35855593e-08  1.35855602e-08  1.00000000e+00
  1.00000000e+06  8.94733319e-08  8.94733816e-08  9.99999464e-01
  6.00000000e+05  1.55427912e-07  1.55428125e-07  9.99998629e-01
  2.50000000e+05  5.20834590e-07  5.20836238e-07  9.99996781e-01
  1.20000000e+05  1.69847920e-06  1.69848670e-06  9.99995589e-01
  5.00000000e+04  7.90312879e-06  7.90317154e-06  9.99994576e-01
  4.85000000e+04  8.36833442e-06  8.36837989e-06  9.99994636e-01
  4.75000000e+04  8.70299482e-06  8.70304120e-06  9.99994695e-01
  4.65000000e+04  9.05923753e-06  9.05928482e-06  9.99994755e-01
  4.55000000e+04  9.43895247e-06  9.43900159e-06  9.99994814e-01
  4.45000000e+04  9.84424514e-06  9.84429607e-06  9.99994874e-01
  4.35000000e+04  1.02774638e-05  1.02775157e-05  9.99994934e-01
  4.25000000e+04  1.07412297e-05  1.07412843e-05  9.99994993e-01
  4.15000000e+04  1.12384841e-05  1.12385396e-05  9.99995053e-01
  4.05000000e+04  1.17725240e-05  1.17725813e-05  9.99995112e-01
  3.95000000e+04  1.23470572e-05  1.23471182e-05  9.99995172e-01
  3.85000000e+04  1.29662649e-05  1.29663258e-05  9.99995232e-01
  3.75000000e+04  1.36348608e-05  1.36349254e-05  9.99995232e-01
  3.65000000e+04  1.43581810e-05  1.43582492e-05  9.99995291e-01
  3.55000000e+04  1.51422691e-05  1.51423392e-05  9.99995351e-01
  3.50017500e+04  1.55577181e-05  1.55577909e-05  9.99995410e-01
  3.45000000e+04  1.59939827e-05  1.59940555e-05  9.99995410e-01
  3.34000000e+04  1.70183284e-05  1.70184048e-05  9.99995470e-01
  3.24000000e+04  1.80387924e-05  1.80388743e-05  9.99995530e-01
  3.17500000e+04  1.87526803e-05  1.87527639e-05  9.99995530e-01
  3.12500000e+04  1.93312953e-05  1.93313808e-05  9.99995589e-01
  3.07500000e+04  1.99372607e-05  1.99373480e-05  9.99995589e-01
  3.02500000e+04  2.05722699e-05  2.05723609e-05  9.99995589e-01
  2.97500000e+04  2.12381583e-05  2.12382511e-05  9.99995649e-01
  2.92500000e+04  2.19369012e-05  2.19369958e-05  9.99995649e-01
  2.87500000e+04  2.26706452e-05  2.26707434e-05  9.99995649e-01
  2.82500000e+04  2.34417203e-05  2.34418221e-05  9.99995708e-01
  2.77500000e+04  2.42526621e-05  2.42527676e-05  9.99995708e-01
  2.72500000e+04  2.51062447e-05  2.51063502e-05  9.99995768e-01
  2.67500000e+04  2.60054949e-05  2.60056058e-05  9.99995768e-01
  2.62500000e+04  2.69537522e-05  2.69538650e-05  9.99995768e-01
  2.57500000e+04  2.79546839e-05  2.79548003e-05  9.99995828e-01
  2.52500000e+04  2.90123426e-05  2.90124644e-05  9.99995828e-01
  2.47500000e+04  3.01312266e-05  3.01313521e-05  9.99995887e-01
  2.42500000e+04  3.13163218e-05  3.13164528e-05  9.99995887e-01
  2.37500000e+04  3.25731889e-05  3.25733199e-05  9.99995947e-01
  2.32500000e+04  3.39080289e-05  3.39081671e-05  9.99995947e-01
  2.29000000e+04  3.48924950e-05  3.48926333e-05  9.99995947e-01
  2.27938418e+04  3.51997078e-05  3.51998497e-05  9.99996006e-01
  2.27935801e+04  3.50952214e-05  3.50953596e-05  9.99996006e-01
  2.26500000e+04  3.55172233e-05  3.55173615e-05  9.99996006e-01
  2.22500000e+04  3.67342145e-05  3.67343600e-05  9.99996066e-01
  2.17500000e+04  3.83465849e-05  3.83467341e-05  9.99996066e-01
  2.12962480e+04  3.99050186e-05  3.99051751e-05  9.99996066e-01
  2.12500000e+04  4.00692770e-05  4.00694335e-05  9.99996066e-01
  2.07500000e+04  4.19131902e-05  4.19133503e-05  9.99996126e-01
  2.02500000e+04  4.38906136e-05  4.38907846e-05  9.99996126e-01
  1.99835137e+04  4.50037915e-05  4.50039661e-05  9.99996126e-01
  1.98000000e+04  4.57958922e-05  4.57960705e-05  9.99996126e-01
  1.94000000e+04  4.75988491e-05  4.75990346e-05  9.99996126e-01
  1.90000000e+04  4.95139611e-05  4.95141503e-05  9.99996126e-01
  1.86000000e+04  5.15510183e-05  5.15512183e-05  9.99996126e-01
  1.82000000e+04  5.37208471e-05  5.37210581e-05  9.99996126e-01
  1.78000000e+04  5.60354238e-05  5.60356420e-05  9.99996066e-01
  1.77902715e+04  5.60936351e-05  5.60938533e-05  9.99996066e-01
  1.74000000e+04  5.85080015e-05  5.85082307e-05  9.99996066e-01
  1.70000000e+04  6.11532741e-05  6.11535215e-05  9.99996066e-01
  1.66000000e+04  6.39875725e-05  6.39878344e-05  9.99996006e-01
  1.62000000e+04  6.70290610e-05  6.70293375e-05  9.99995947e-01
  1.60308428e+04  6.83824692e-05  6.83827457e-05  9.99995947e-01
  1.58750000e+04  6.96667557e-05  6.96670395e-05  9.99995947e-01
  1.56250000e+04  7.18054216e-05  7.18057127e-05  9.99995887e-01
  1.53750000e+04  7.40459654e-05  7.40462638e-05  9.99995887e-01
  1.51250000e+04  7.63948046e-05  7.63951175e-05  9.99995828e-01
  1.48750000e+04  7.88588513e-05  7.88591860e-05  9.99995828e-01
  1.46700000e+04  8.09705816e-05  8.09709236e-05  9.99995828e-01
  1.45882109e+04  8.18370972e-05  8.18374392e-05  9.99995768e-01
  1.45881055e+04  8.11097634e-05  8.11100836e-05  9.99996066e-01
  1.44200000e+04  8.29211785e-05  8.29215060e-05  9.99996066e-01
  1.41250000e+04  8.62515662e-05  8.62519155e-05  9.99996006e-01
  1.38750000e+04  8.92349708e-05  8.92353346e-05  9.99995947e-01
  1.36250000e+04  9.23770203e-05  9.23773914e-05  9.99995947e-01
  1.33750000e+04  9.56889635e-05  9.56893564e-05  9.99995887e-01
  1.32954863e+04  9.67799206e-05  9.67803207e-05  9.99995887e-01
  1.31250000e+04  9.91830966e-05  9.91835041e-05  9.99995887e-01
  1.28750000e+04  1.02872888e-04  1.02873310e-04  9.99995828e-01
  1.26250000e+04  1.06773143e-04  1.06773587e-04  9.99995828e-01
  1.23750000e+04  1.10900131e-04  1.10900597e-04  9.99995828e-01
  1.22132930e+04  1.13698719e-04  1.13699192e-04  9.99995828e-01
  1.21250000e+04  1.15271832e-04  1.15272313e-04  9.99995828e-01
  1.18750000e+04  1.19908102e-04  1.19908596e-04  9.99995828e-01
  1.16250000e+04  1.24830942e-04  1.24831466e-04  9.99995828e-01
  1.13750000e+04  1.30064785e-04  1.30065309e-04  9.99995887e-01
  1.11250000e+04  1.35636714e-04  1.35637267e-04  9.99995947e-01
  1.08750000e+04  1.41576907e-04  1.41577475e-04  9.99996066e-01
  1.06250000e+04  1.47918923e-04  1.47919491e-04  9.99996185e-01
  1.05034287e+04  1.51159154e-04  1.51159737e-04  9.99996245e-01
  1.03750000e+04  1.54700072e-04  1.54700640e-04  9.99996305e-01
  1.01250000e+04  1.61961900e-04  1.61962467e-04  9.99996483e-01
  9.95000000e+03  1.67355727e-04  1.67356295e-04  9.99996603e-01
  9.85000000e+03  1.70560394e-04  1.70560947e-04  9.99996722e-01
  9.75000000e+03  1.73858396e-04  1.73858934e-04  9.99996781e-01
  9.65000000e+03  1.77253285e-04  1.77253823e-04  9.99996901e-01
  9.55000000e+03  1.80748786e-04  1.80749339e-04  9.99996960e-01
  9.45000000e+03  1.84348813e-04  1.84349366e-04  9.99997079e-01
  9.35000000e+03  1.88057413e-04  1.88057937e-04  9.99997199e-01
  9.25000000e+03  1.91878775e-04  1.91879299e-04  9.99997258e-01
  9.21353320e+03  1.93301224e-04  1.93301763e-04  9.99997318e-01
  9.15000000e+03  1.95817323e-04  1.95817833e-04  9.99997377e-01
  9.05000000e+03  1.99877642e-04  1.99878137e-04  9.99997497e-01
  8.95000000e+03  2.04064505e-04  2.04065000e-04  9.99997556e-01
  8.85000000e+03  2.08382917e-04  2.08383397e-04  9.99997675e-01
  8.75000000e+03  2.12838058e-04  2.12838539e-04  9.99997795e-01
  8.65000000e+03  2.17435358e-04  2.17435823e-04  9.99997854e-01
  8.55000000e+03  2.22180475e-04  2.22180926e-04  9.99997973e-01
  8.45000000e+03  2.27079276e-04  2.27079727e-04  9.99998033e-01
  8.35000000e+03  2.32137943e-04  2.32138380e-04  9.99998152e-01
  8.25000000e+03  2.37362896e-04  2.37363332e-04  9.99998212e-01
