Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
46000.  4.00   11.2   1.10e-06    2983.
n = 2972

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  2.14067764e-10  2.14067764e-10  1.00000000e+00
  2.00000000e+08  9.94682114e-10  9.94682114e-10  1.00000000e+00
  1.20000000e+07  9.74928316e-09  9.74928316e-09  1.00000000e+00
  1.00000000e+06  8.15906915e-08  8.15907200e-08  9.99999642e-01
  6.00000000e+05  1.56149767e-07  1.56149866e-07  9.99999344e-01
  2.50000000e+05  6.04867296e-07  6.04867864e-07  9.99999046e-01
  1.20000000e+05  2.18745663e-06  2.18745936e-06  9.99998808e-01
  5.00000000e+04  1.09222510e-05  1.09222692e-05  9.99998331e-01
  4.85000000e+04  1.15706480e-05  1.15706680e-05  9.99998331e-01
  4.75000000e+04  1.20373197e-05  1.20373406e-05  9.99998271e-01
  4.65000000e+04  1.25343531e-05  1.25343749e-05  9.99998271e-01
  4.55000000e+04  1.30644748e-05  1.30644967e-05  9.99998271e-01
  4.45000000e+04  1.36307062e-05  1.36307299e-05  9.99998271e-01
  4.35000000e+04  1.42363997e-05  1.42364242e-05  9.99998271e-01
  4.25000000e+04  1.48852687e-05  1.48852951e-05  9.99998331e-01
  4.15000000e+04  1.55814396e-05  1.55814632e-05  9.99998331e-01
  4.05000000e+04  1.63294771e-05  1.63295044e-05  9.99998331e-01
  3.95000000e+04  1.71344582e-05  1.71344873e-05  9.99998331e-01
  3.85000000e+04  1.80020143e-05  1.80020434e-05  9.99998331e-01
  3.75000000e+04  1.89384045e-05  1.89384373e-05  9.99998331e-01
  3.65000000e+04  1.99506067e-05  1.99506394e-05  9.99998331e-01
  3.55000000e+04  2.10464059e-05  2.10464405e-05  9.99998331e-01
  3.50017500e+04  2.16262652e-05  2.16262997e-05  9.99998331e-01
  3.45000000e+04  2.22345388e-05  2.22345734e-05  9.99998391e-01
  3.34000000e+04  2.36599262e-05  2.36599644e-05  9.99998391e-01
  3.24000000e+04  2.50756348e-05  2.50756748e-05  9.99998391e-01
  3.17500000e+04  2.60633678e-05  2.60634097e-05  9.99998450e-01
  3.12500000e+04  2.68623280e-05  2.68623699e-05  9.99998450e-01
  3.07500000e+04  2.76975316e-05  2.76975734e-05  9.99998450e-01
  3.02500000e+04  2.85711485e-05  2.85711903e-05  9.99998450e-01
  2.97500000e+04  2.94855345e-05  2.94855799e-05  9.99998510e-01
  2.92500000e+04  3.04432670e-05  3.04433124e-05  9.99998510e-01
  2.87500000e+04  3.14471654e-05  3.14472090e-05  9.99998569e-01
  2.82500000e+04  3.25003239e-05  3.25003712e-05  9.99998569e-01
  2.77500000e+04  3.36061566e-05  3.36062039e-05  9.99998569e-01
  2.72500000e+04  3.47684363e-05  3.47684836e-05  9.99998629e-01
  2.67500000e+04  3.59913538e-05  3.59914011e-05  9.99998629e-01
  2.62500000e+04  3.72795585e-05  3.72796094e-05  9.99998689e-01
  2.57500000e+04  3.86382417e-05  3.86382926e-05  9.99998689e-01
