Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
34000.  3.80   12.8   3.50e-07    1921.
n = 2729

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  9.73261610e-11  9.73261610e-11  1.00000000e+00
  2.00000000e+08  3.04683889e-10  3.04683889e-10  1.00000000e+00
  1.20000000e+07  2.22300289e-09  2.22300289e-09  1.00000000e+00
  1.00000000e+06  3.08076977e-08  3.08076977e-08  9.99999940e-01
  6.00000000e+05  7.19907902e-08  7.19907973e-08  9.99999881e-01
  2.50000000e+05  3.47500929e-07  3.47500986e-07  9.99999821e-01
  1.20000000e+05  1.36425354e-06  1.36425376e-06  9.99999762e-01
  5.00000000e+04  7.30915417e-06  7.30915599e-06  9.99999762e-01
  4.85000000e+04  7.75593344e-06  7.75593526e-06  9.99999762e-01
  4.75000000e+04  8.07748802e-06  8.07748984e-06  9.99999762e-01
  4.65000000e+04  8.41991096e-06  8.41991277e-06  9.99999762e-01
  4.55000000e+04  8.78502942e-06  8.78503124e-06  9.99999762e-01
  4.45000000e+04  9.17486886e-06  9.17487159e-06  9.99999762e-01
  4.35000000e+04  9.59167664e-06  9.59167937e-06  9.99999762e-01
  4.25000000e+04  1.00379557e-05  1.00379584e-05  9.99999762e-01
  4.15000000e+04  1.05165009e-05  1.05165036e-05  9.99999762e-01
  4.05000000e+04  1.10304472e-05  1.10304500e-05  9.99999762e-01
  3.95000000e+04  1.15833218e-05  1.15833254e-05  9.99999762e-01
  3.85000000e+04  1.21791118e-05  1.21791163e-05  9.99999762e-01
  3.75000000e+04  1.28223464e-05  1.28223492e-05  9.99999702e-01
  3.65000000e+04  1.35181826e-05  1.35181881e-05  9.99999702e-01
  3.55000000e+04  1.42725439e-05  1.42725476e-05  9.99999702e-01
  3.50017500e+04  1.46723232e-05  1.46723269e-05  9.99999702e-01
  3.45000000e+04  1.50922306e-05  1.50922351e-05  9.99999702e-01
  3.34000000e+04  1.60787622e-05  1.60787677e-05  9.99999702e-01
  3.24000000e+04  1.70627427e-05  1.70627482e-05  9.99999702e-01
  3.17500000e+04  1.77520360e-05  1.77520415e-05  9.99999702e-01
  3.12500000e+04  1.83113807e-05  1.83113862e-05  9.99999702e-01
  3.07500000e+04  1.88978756e-05  1.88978811e-05  9.99999702e-01
  3.02500000e+04  1.95133289e-05  1.95133343e-05  9.99999702e-01
  2.97500000e+04  2.01597031e-05  2.01597086e-05  9.99999702e-01
  2.92500000e+04  2.08391230e-05  2.08391284e-05  9.99999762e-01
  2.87500000e+04  2.15538948e-05  2.15539003e-05  9.99999762e-01
  2.82500000e+04  2.23065254e-05  2.23065326e-05  9.99999762e-01
  2.77500000e+04  2.30997430e-05  2.30997484e-05  9.99999762e-01
  2.72500000e+04  2.39365108e-05  2.39365163e-05  9.99999762e-01
  2.67500000e+04  2.48200686e-05  2.48200740e-05  9.99999762e-01
  2.62500000e+04  2.57539450e-05  2.57539505e-05  9.99999762e-01
  2.57500000e+04  2.67420073e-05  2.67420128e-05  9.99999762e-01
  2.52500000e+04  2.77884883e-05  2.77884938e-05  9.99999762e-01
  2.47500000e+04  2.88980409e-05  2.88980482e-05  9.99999762e-01
  2.42500000e+04  3.00757856e-05  3.00757929e-05  9.99999762e-01
  2.37500000e+04  3.13273777e-05  3.13273813e-05  9.99999762e-01
  2.32500000e+04  3.26590634e-05  3.26590743e-05  9.99999762e-01
  2.29000000e+04  3.36425946e-05  3.36426019e-05  9.99999762e-01
  2.27938418e+04  3.39497274e-05  3.39497346e-05  9.99999762e-01
  2.27935801e+04  3.38122336e-05  3.38122372e-05  9.99999762e-01
  2.26500000e+04  3.42328931e-05  3.42329004e-05  9.99999762e-01
  2.22500000e+04  3.54471522e-05  3.54471631e-05  9.99999762e-01
  2.17500000e+04  3.70581438e-05  3.70581511e-05  9.99999762e-01
  2.12962480e+04  3.86172069e-05  3.86172178e-05  9.99999762e-01
  2.12500000e+04  3.87816290e-05  3.87816362e-05  9.99999762e-01
  2.07500000e+04  4.06283434e-05  4.06283543e-05  9.99999762e-01
  2.02500000e+04  4.26103761e-05  4.26103870e-05  9.99999702e-01
  1.99835137e+04  4.37266535e-05  4.37266644e-05  9.99999702e-01
  1.98000000e+04  4.45211190e-05  4.45211335e-05  9.99999702e-01
  1.94000000e+04  4.63298056e-05  4.63298202e-05  9.99999702e-01
  1.90000000e+04  4.82512987e-05  4.82513133e-05  9.99999702e-01
  1.86000000e+04  5.02952171e-05  5.02952316e-05  9.99999702e-01
  1.82000000e+04  5.24722127e-05  5.24722273e-05  9.99999702e-01
  1.78000000e+04  5.47940690e-05  5.47940836e-05  9.99999702e-01
  1.77902715e+04  5.48524586e-05  5.48524731e-05  9.99999702e-01
  1.74000000e+04  5.72738354e-05  5.72738500e-05  9.99999702e-01
  1.70000000e+04  5.99259474e-05  5.99259656e-05  9.99999702e-01
  1.66000000e+04  6.27663976e-05  6.27664122e-05  9.99999762e-01
  1.62000000e+04  6.58128483e-05  6.58128702e-05  9.99999762e-01
  1.60308428e+04  6.71678354e-05  6.71678499e-05  9.99999762e-01
  1.58750000e+04  6.84532206e-05  6.84532424e-05  9.99999762e-01
  1.56250000e+04  7.05927596e-05  7.05927741e-05  9.99999762e-01
  1.53750000e+04  7.28327723e-05  7.28327941e-05  9.99999762e-01
  1.51250000e+04  7.51792541e-05  7.51792759e-05  9.99999821e-01
  1.48750000e+04  7.76385787e-05  7.76385932e-05  9.99999821e-01
  1.46700000e+04  7.97441753e-05  7.97441899e-05  9.99999821e-01
  1.45882109e+04  8.06075695e-05  8.06075841e-05  9.99999821e-01
  1.45881055e+04  7.98119436e-05  7.98119581e-05  9.99999821e-01
  1.44200000e+04  8.16194588e-05  8.16194733e-05  9.99999821e-01
  1.41250000e+04  8.49399948e-05  8.49400167e-05  9.99999821e-01
  1.38750000e+04  8.79111976e-05  8.79112122e-05  9.99999821e-01
  1.36250000e+04  9.10364179e-05  9.10364324e-05  9.99999821e-01
  1.33750000e+04  9.43256164e-05  9.43256309e-05  9.99999821e-01
  1.32954863e+04  9.54078496e-05  9.54078641e-05  9.99999821e-01
  1.31250000e+04  9.77894742e-05  9.77894888e-05  9.99999881e-01
  1.28750000e+04  1.01439509e-04  1.01439517e-04  9.99999881e-01
  1.26250000e+04  1.05288127e-04  1.05288142e-04  9.99999881e-01
  1.23750000e+04  1.09348781e-04  1.09348788e-04  9.99999821e-01
  1.22132930e+04  1.12095069e-04  1.12095091e-04  9.99999821e-01
  1.21250000e+04  1.13636088e-04  1.13636102e-04  9.99999821e-01
  1.18750000e+04  1.18165997e-04  1.18166019e-04  9.99999821e-01
  1.16250000e+04  1.22956044e-04  1.22956058e-04  9.99999821e-01
  1.13750000e+04  1.28025582e-04  1.28025611e-04  9.99999762e-01
  1.11250000e+04  1.33396126e-04  1.33396155e-04  9.99999762e-01
  1.08750000e+04  1.39091790e-04  1.39091819e-04  9.99999762e-01
  1.06250000e+04  1.45139682e-04  1.45139726e-04  9.99999702e-01
  1.05034287e+04  1.48217005e-04  1.48217048e-04  9.99999702e-01
  1.03750000e+04  1.51570595e-04  1.51570624e-04  9.99999702e-01
  1.01250000e+04  1.58419687e-04  1.58419745e-04  9.99999702e-01
  9.95000000e+03  1.63484263e-04  1.63484307e-04  9.99999702e-01
