Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
28000.  3.40   18.8   1.20e-06    1485.
n = 2711

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.17198057e-10  1.17198057e-10  1.00000000e+00
  2.00000000e+08  6.85999479e-10  6.85999479e-10  1.00000000e+00
  1.20000000e+07  7.29332550e-09  7.29332550e-09  1.00000000e+00
  1.00000000e+06  5.61651348e-08  5.61651667e-08  9.99999464e-01
  6.00000000e+05  1.05771797e-07  1.05771903e-07  9.99998987e-01
  2.50000000e+05  3.74886781e-07  3.74887463e-07  9.99998212e-01
  1.20000000e+05  1.20981622e-06  1.20981895e-06  9.99997675e-01
  5.00000000e+04  5.77455285e-06  5.77456740e-06  9.99997556e-01
  4.85000000e+04  6.12310396e-06  6.12311851e-06  9.99997616e-01
  4.75000000e+04  6.37413086e-06  6.37414587e-06  9.99997616e-01
  4.65000000e+04  6.64157915e-06  6.64159461e-06  9.99997675e-01
  4.55000000e+04  6.92688855e-06  6.92690401e-06  9.99997735e-01
  4.45000000e+04  7.23165931e-06  7.23167568e-06  9.99997795e-01
  4.35000000e+04  7.55767906e-06  7.55769543e-06  9.99997795e-01
  4.25000000e+04  7.90694412e-06  7.90696049e-06  9.99997854e-01
  4.15000000e+04  8.28169414e-06  8.28171142e-06  9.99997914e-01
  4.05000000e+04  8.68444931e-06  8.68446659e-06  9.99997973e-01
  3.95000000e+04  9.11804818e-06  9.11806637e-06  9.99998033e-01
  3.85000000e+04  9.58570217e-06  9.58572036e-06  9.99998093e-01
  3.75000000e+04  1.00910520e-05  1.00910711e-05  9.99998093e-01
  3.65000000e+04  1.06382386e-05  1.06382586e-05  9.99998152e-01
  3.55000000e+04  1.12319822e-05  1.12320022e-05  9.99998212e-01
  3.50017500e+04  1.15468401e-05  1.15468611e-05  9.99998212e-01
  3.45000000e+04  1.18776779e-05  1.18776989e-05  9.99998212e-01
  3.34000000e+04  1.26553559e-05  1.26553778e-05  9.99998271e-01
  3.24000000e+04  1.34313796e-05  1.34314032e-05  9.99998331e-01
  3.17500000e+04  1.39750664e-05  1.39750891e-05  9.99998331e-01
  3.12500000e+04  1.44162259e-05  1.44162505e-05  9.99998331e-01
