Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
45000.  3.80   15.3   6.30e-06    2871.
n = 2967

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  6.18680940e-11  6.18680940e-11  1.00000000e+00
  2.00000000e+08  1.79182658e-09  1.79182658e-09  1.00000000e+00
  1.20000000e+07  3.60184558e-08  3.60184558e-08  9.99999940e-01
  1.00000000e+06  2.39017027e-07  2.39017311e-07  9.99998808e-01
  6.00000000e+05  3.81146890e-07  3.81147714e-07  9.99997854e-01
  2.50000000e+05  1.02913248e-06  1.02913930e-06  9.99993324e-01
  1.20000000e+05  2.99748149e-06  2.99751537e-06  9.99988735e-01
  5.00000000e+04  1.25721526e-05  1.25723554e-05  9.99983966e-01
  4.85000000e+04  1.32449850e-05  1.32451987e-05  9.99983788e-01
  4.75000000e+04  1.37270335e-05  1.37272582e-05  9.99983668e-01
  4.65000000e+04  1.42385079e-05  1.42387416e-05  9.99983609e-01
  4.55000000e+04  1.47819437e-05  1.47821893e-05  9.99983490e-01
  4.45000000e+04  1.53601668e-05  1.53604215e-05  9.99983370e-01
  4.35000000e+04  1.59763331e-05  1.59765987e-05  9.99983311e-01
  4.25000000e+04  1.66339833e-05  1.66342634e-05  9.99983191e-01
  4.15000000e+04  1.73371009e-05  1.73373919e-05  9.99983132e-01
  4.05000000e+04  1.80901698e-05  1.80904772e-05  9.99983013e-01
  3.95000000e+04  1.88982685e-05  1.88985905e-05  9.99982953e-01
  3.85000000e+04  1.97671543e-05  1.97674926e-05  9.99982893e-01
  3.75000000e+04  2.07033718e-05  2.07037265e-05  9.99982834e-01
  3.65000000e+04  2.17143806e-05  2.17147535e-05  9.99982834e-01
  3.55000000e+04  2.28087101e-05  2.28091048e-05  9.99982774e-01
  3.50017500e+04  2.33880473e-05  2.33884493e-05  9.99982715e-01
  3.45000000e+04  2.39961428e-05  2.39965575e-05  9.99982715e-01
  3.34000000e+04  2.54233091e-05  2.54237475e-05  9.99982715e-01
  3.24000000e+04  2.68448912e-05  2.68453568e-05  9.99982655e-01
  3.17500000e+04  2.78396856e-05  2.78401694e-05  9.99982655e-01
  3.12500000e+04  2.86463273e-05  2.86468257e-05  9.99982655e-01
  3.07500000e+04  2.94915499e-05  2.94920628e-05  9.99982595e-01
  3.02500000e+04  3.03778852e-05  3.03784145e-05  9.99982595e-01
  2.97500000e+04  3.13080782e-05  3.13086239e-05  9.99982595e-01
  2.92500000e+04  3.22851010e-05  3.22856613e-05  9.99982595e-01
  2.87500000e+04  3.33121825e-05  3.33127609e-05  9.99982595e-01
  2.82500000e+04  3.43928259e-05  3.43934225e-05  9.99982655e-01
  2.77500000e+04  3.55308512e-05  3.55314660e-05  9.99982655e-01
  2.72500000e+04  3.67304201e-05  3.67310568e-05  9.99982655e-01
  2.67500000e+04  3.79960766e-05  3.79967350e-05  9.99982715e-01
  2.62500000e+04  3.93327973e-05  3.93334776e-05  9.99982715e-01
  2.57500000e+04  4.07460357e-05  4.07467378e-05  9.99982774e-01
  2.52500000e+04  4.22417761e-05  4.22425001e-05  9.99982834e-01
  2.47500000e+04  4.38266034e-05  4.38273528e-05  9.99982893e-01
  2.42500000e+04  4.55077716e-05  4.55085465e-05  9.99983013e-01
  2.37500000e+04  4.72933025e-05  4.72940992e-05  9.99983072e-01
  2.32500000e+04  4.91920546e-05  4.91928804e-05  9.99983191e-01
  2.29000000e+04  5.05937678e-05  5.05946118e-05  9.99983251e-01
  2.27938418e+04  5.10313876e-05  5.10322388e-05  9.99983311e-01
  2.27935801e+04  5.09678284e-05  5.09686797e-05  9.99983311e-01
  2.26500000e+04  5.15689389e-05  5.15697975e-05  9.99983311e-01
  2.22500000e+04  5.33036000e-05  5.33044840e-05  9.99983430e-01
  2.17500000e+04  5.56040213e-05  5.56049345e-05  9.99983549e-01
  2.12962480e+04  5.78292893e-05  5.78302315e-05  9.99983728e-01
  2.12500000e+04  5.80639098e-05  5.80648557e-05  9.99983728e-01
  2.07500000e+04  6.06984104e-05  6.06993926e-05  9.99983847e-01
  2.02500000e+04  6.35244942e-05  6.35255128e-05  9.99984026e-01
  1.99835137e+04  6.51154696e-05  6.51165028e-05  9.99984145e-01
  1.98000000e+04  6.62474922e-05  6.62485400e-05  9.99984205e-01
  1.94000000e+04  6.88237051e-05  6.88247819e-05  9.99984324e-01
  1.90000000e+04  7.15591086e-05  7.15602218e-05  9.99984503e-01
  1.86000000e+04  7.44671124e-05  7.44682548e-05  9.99984622e-01
  1.82000000e+04  7.75625376e-05  7.75637163e-05  9.99984801e-01
  1.78000000e+04  8.08618352e-05  8.08630502e-05  9.99984980e-01
  1.77902715e+04  8.09447738e-05  8.09459889e-05  9.99984980e-01
  1.74000000e+04  8.43832750e-05  8.43845337e-05  9.99985099e-01
  1.70000000e+04  8.81472515e-05  8.81485466e-05  9.99985278e-01
  1.66000000e+04  9.21765095e-05  9.21778483e-05  9.99985456e-01
  1.62000000e+04  9.64965293e-05  9.64979190e-05  9.99985576e-01
  1.60308428e+04  9.84177386e-05  9.84191502e-05  9.99985695e-01
  1.58750000e+04  1.00240279e-04  1.00241698e-04  9.99985754e-01
  1.56250000e+04  1.03274157e-04  1.03275619e-04  9.99985874e-01
  1.53750000e+04  1.06451284e-04  1.06452782e-04  9.99985993e-01
  1.51250000e+04  1.09780791e-04  1.09782311e-04  9.99986112e-01
  1.48750000e+04  1.13272537e-04  1.13274102e-04  9.99986231e-01
  1.46700000e+04  1.16264302e-04  1.16265881e-04  9.99986351e-01
  1.45882109e+04  1.17491771e-04  1.17493371e-04  9.99986410e-01
  1.45881055e+04  1.16937517e-04  1.16939118e-04  9.99986351e-01
  1.44200000e+04  1.19518103e-04  1.19519718e-04  9.99986410e-01
  1.41250000e+04  1.24261380e-04  1.24263039e-04  9.99986589e-01
  1.38750000e+04  1.28509346e-04  1.28511034e-04  9.99986708e-01
  1.36250000e+04  1.32982314e-04  1.32984060e-04  9.99986887e-01
  1.33750000e+04  1.37696436e-04  1.37698225e-04  9.99987006e-01
  1.32954863e+04  1.39249139e-04  1.39250944e-04  9.99987066e-01
  1.31250000e+04  1.42669247e-04  1.42671081e-04  9.99987185e-01
  1.28750000e+04  1.47919985e-04  1.47921863e-04  9.99987364e-01
  1.26250000e+04  1.53469606e-04  1.53471527e-04  9.99987543e-01
  1.23750000e+04  1.59341158e-04  1.59343137e-04  9.99987721e-01
  1.22132930e+04  1.63322271e-04  1.63324250e-04  9.99987841e-01
  1.21250000e+04  1.65559890e-04  1.65561883e-04  9.99987900e-01
  1.18750000e+04  1.72153566e-04  1.72155604e-04  9.99988139e-01
  1.16250000e+04  1.79152776e-04  1.79154857e-04  9.99988317e-01
  1.13750000e+04  1.86591264e-04  1.86593403e-04  9.99988556e-01
  1.11250000e+04  1.94506400e-04  1.94508597e-04  9.99988735e-01
  1.08750000e+04  2.02939525e-04  2.02941766e-04  9.99988973e-01
  1.06250000e+04  2.11936567e-04  2.11938866e-04  9.99989212e-01
  1.05034287e+04  2.16530534e-04  2.16532833e-04  9.99989331e-01
  1.03750000e+04  2.21548587e-04  2.21550930e-04  9.99989450e-01
  1.01250000e+04  2.31832571e-04  2.31834958e-04  9.99989688e-01
  9.95000000e+03  2.39464949e-04  2.39467379e-04  9.99989867e-01
  9.85000000e+03  2.43997216e-04  2.43999675e-04  9.99989986e-01
  9.75000000e+03  2.48659722e-04  2.48662196e-04  9.99990106e-01
  9.65000000e+03  2.53457431e-04  2.53459904e-04  9.99990225e-01
  9.55000000e+03  2.58395565e-04  2.58398068e-04  9.99990344e-01
  9.45000000e+03  2.63479626e-04  2.63482129e-04  9.99990463e-01
  9.35000000e+03  2.68715376e-04  2.68717908e-04  9.99990582e-01
  9.25000000e+03  2.74108839e-04  2.74111400e-04  9.99990702e-01
  9.21353320e+03  2.76116160e-04  2.76118721e-04  9.99990761e-01
  9.15000000e+03  2.79666361e-04  2.79668922e-04  9.99990821e-01
  9.05000000e+03  2.85394577e-04  2.85397167e-04  9.99990940e-01
  8.95000000e+03  2.91300501e-04  2.91303091e-04  9.99991119e-01
  8.85000000e+03  2.97391438e-04  2.97394057e-04  9.99991238e-01
  8.75000000e+03  3.03675159e-04  3.03677778e-04  9.99991417e-01
  8.65000000e+03  3.10159754e-04  3.10162373e-04  9.99991536e-01
  8.55000000e+03  3.16853781e-04  3.16856400e-04  9.99991715e-01
  8.45000000e+03  3.23766231e-04  3.23768851e-04  9.99991894e-01
  8.35000000e+03  3.30906623e-04  3.30909243e-04  9.99992013e-01
  8.25000000e+03  3.38284939e-04  3.38287558e-04  9.99992192e-01
  8.20613867e+03  3.41598934e-04  3.41601582e-04  9.99992311e-01
  8.20580176e+03  3.35923891e-04  3.35926597e-04  9.99991894e-01
  8.15000000e+03  3.40187427e-04  3.40190163e-04  9.99991953e-01
  8.05000000e+03  3.48031259e-04  3.48033995e-04  9.99992132e-01
  7.95000000e+03  3.56146164e-04  3.56148899e-04  9.99992251e-01
  7.85000000e+03  3.64544569e-04  3.64547363e-04  9.99992430e-01
  7.77599707e+03  3.70949943e-04  3.70952679e-04  9.99992549e-01
  7.75000000e+03  3.73239687e-04  3.73242452e-04  9.99992609e-01
  7.65000000e+03  3.82245402e-04  3.82248167e-04  9.99992788e-01
  7.55000000e+03  3.91576468e-04  3.91579233e-04  9.99992967e-01
  7.45000000e+03  4.01248486e-04  4.01251251e-04  9.99993145e-01
  7.38897607e+03  4.07325279e-04  4.07328043e-04  9.99993205e-01
  7.35000000e+03  4.11277986e-04  4.11280751e-04  9.99993324e-01
  7.25000000e+03  4.21682547e-04  4.21685312e-04  9.99993503e-01
  7.15000000e+03  4.32480767e-04  4.32483532e-04  9.99993682e-01
  7.05000000e+03  4.43692406e-04  4.43695142e-04  9.99993861e-01
  6.95000000e+03  4.55338479e-04  4.55341215e-04  9.99994040e-01
  6.85000000e+03  4.67441307e-04  4.67444013e-04  9.99994218e-01
  6.75000000e+03  4.80024639e-04  4.80027316e-04  9.99994397e-01
  6.72004639e+03  4.83891083e-04  4.83893731e-04  9.99994457e-01
  6.65000000e+03  4.93113766e-04  4.93116444e-04  9.99994636e-01
  6.55000000e+03  5.06735640e-04  5.06738317e-04  9.99994814e-01
  6.45000000e+03  5.20919042e-04  5.20921662e-04  9.99994993e-01
