Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
40000.  3.60   18.3   5.90e-06    2393.
n = 2840

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  6.73672923e-11  6.73672923e-11  1.00000000e+00
  2.00000000e+08  1.53080248e-09  1.53080248e-09  1.00000000e+00
  1.20000000e+07  2.75620167e-08  2.75620167e-08  1.00000000e+00
  1.00000000e+06  1.88508778e-07  1.88509077e-07  9.99998450e-01
  6.00000000e+05  3.10871542e-07  3.10872451e-07  9.99997079e-01
  2.50000000e+05  8.98790006e-07  8.98798191e-07  9.99990880e-01
  1.20000000e+05  2.65187782e-06  2.65192193e-06  9.99983370e-01
  5.00000000e+04  1.09801176e-05  1.09803714e-05  9.99976873e-01
  4.85000000e+04  1.15674884e-05  1.15677567e-05  9.99976695e-01
  4.75000000e+04  1.19889573e-05  1.19892384e-05  9.99976575e-01
  4.65000000e+04  1.24367052e-05  1.24369972e-05  9.99976456e-01
  4.55000000e+04  1.29130003e-05  1.29133050e-05  9.99976337e-01
  4.45000000e+04  1.34203583e-05  1.34206766e-05  9.99976218e-01
  4.35000000e+04  1.39615759e-05  1.39619087e-05  9.99976158e-01
  4.25000000e+04  1.45397744e-05  1.45401218e-05  9.99976039e-01
  4.15000000e+04  1.51584409e-05  1.51588038e-05  9.99975979e-01
  4.05000000e+04  1.58214989e-05  1.58218791e-05  9.99975920e-01
  3.95000000e+04  1.65333677e-05  1.65337678e-05  9.99975860e-01
  3.85000000e+04  1.72990585e-05  1.72994787e-05  9.99975801e-01
  3.75000000e+04  1.81242667e-05  1.81247051e-05  9.99975801e-01
  3.65000000e+04  1.90154915e-05  1.90159517e-05  9.99975801e-01
  3.55000000e+04  1.99801834e-05  1.99806636e-05  9.99975860e-01
  3.50017500e+04  2.04908756e-05  2.04913704e-05  9.99975860e-01
  3.45000000e+04  2.10269118e-05  2.10274193e-05  9.99975920e-01
  3.34000000e+04  2.22849230e-05  2.22854596e-05  9.99975979e-01
  3.24000000e+04  2.35380176e-05  2.35385814e-05  9.99976039e-01
  3.17500000e+04  2.44149614e-05  2.44155435e-05  9.99976099e-01
  3.12500000e+04  2.51261008e-05  2.51267011e-05  9.99976099e-01
  3.07500000e+04  2.58713299e-05  2.58719465e-05  9.99976158e-01
  3.02500000e+04  2.66529169e-05  2.66535517e-05  9.99976218e-01
  2.97500000e+04  2.74733156e-05  2.74739687e-05  9.99976218e-01
  2.92500000e+04  2.83351892e-05  2.83358622e-05  9.99976277e-01
  2.87500000e+04  2.92414315e-05  2.92421246e-05  9.99976337e-01
  2.82500000e+04  3.01951823e-05  3.01958971e-05  9.99976337e-01
  2.77500000e+04  3.11998665e-05  3.12006050e-05  9.99976397e-01
  2.72500000e+04  3.22592132e-05  3.22599735e-05  9.99976397e-01
  2.67500000e+04  3.33772914e-05  3.33780772e-05  9.99976456e-01
  2.62500000e+04  3.45585540e-05  3.45593653e-05  9.99976456e-01
  2.57500000e+04  3.58078796e-05  3.58087200e-05  9.99976516e-01
  2.52500000e+04  3.71306232e-05  3.71314927e-05  9.99976516e-01
  2.47500000e+04  3.85326675e-05  3.85335698e-05  9.99976575e-01
  2.42500000e+04  4.00205026e-05  4.00214376e-05  9.99976635e-01
  2.37500000e+04  4.16012845e-05  4.16022558e-05  9.99976635e-01
  2.32500000e+04  4.32829365e-05  4.32839443e-05  9.99976695e-01
  2.29000000e+04  4.45247751e-05  4.45258120e-05  9.99976754e-01
  2.27938418e+04  4.49125473e-05  4.49135914e-05  9.99976754e-01
  2.27935801e+04  4.48043393e-05  4.48053761e-05  9.99976873e-01
  2.26500000e+04  4.53367356e-05  4.53377834e-05  9.99976873e-01
  2.22500000e+04  4.68733924e-05  4.68744729e-05  9.99976933e-01
  2.17500000e+04  4.89118647e-05  4.89129889e-05  9.99976993e-01
  2.12962480e+04  5.08843805e-05  5.08855519e-05  9.99977052e-01
  2.12500000e+04  5.10923892e-05  5.10935606e-05  9.99977052e-01
  2.07500000e+04  5.34284591e-05  5.34296814e-05  9.99977112e-01
  2.02500000e+04  5.59351683e-05  5.59364416e-05  9.99977231e-01
  1.99835137e+04  5.73466350e-05  5.73479374e-05  9.99977291e-01
  1.98000000e+04  5.83510337e-05  5.83523579e-05  9.99977350e-01
  1.94000000e+04  6.06370631e-05  6.06384310e-05  9.99977469e-01
  1.90000000e+04  6.30645955e-05  6.30660143e-05  9.99977589e-01
  1.86000000e+04  6.56453412e-05  6.56468037e-05  9.99977708e-01
  1.82000000e+04  6.83921608e-05  6.83936742e-05  9.99977887e-01
  1.78000000e+04  7.13192057e-05  7.13207701e-05  9.99978006e-01
  1.77902715e+04  7.13927730e-05  7.13943446e-05  9.99978006e-01
  1.74000000e+04  7.44420686e-05  7.44436911e-05  9.99978185e-01
  1.70000000e+04  7.77779351e-05  7.77796158e-05  9.99978364e-01
  1.66000000e+04  8.13457882e-05  8.13475344e-05  9.99978542e-01
  1.62000000e+04  8.51666409e-05  8.51684526e-05  9.99978721e-01
  1.60308428e+04  8.68641364e-05  8.68659845e-05  9.99978781e-01
  1.58750000e+04  8.84733745e-05  8.84752444e-05  9.99978840e-01
  1.56250000e+04  9.11496973e-05  9.11516108e-05  9.99978960e-01
  1.53750000e+04  9.39487945e-05  9.39507590e-05  9.99979079e-01
  1.51250000e+04  9.68779277e-05  9.68799504e-05  9.99979198e-01
  1.48750000e+04  9.99449039e-05  9.99469776e-05  9.99979258e-01
  1.46700000e+04  1.02568541e-04  1.02570652e-04  9.99979377e-01
  1.45882109e+04  1.03643819e-04  1.03645951e-04  9.99979377e-01
  1.45881055e+04  1.03021623e-04  1.03023740e-04  9.99979377e-01
  1.44200000e+04  1.05286927e-04  1.05289102e-04  9.99979436e-01
  1.41250000e+04  1.09443958e-04  1.09446191e-04  9.99979556e-01
  1.38750000e+04  1.13159127e-04  1.13161434e-04  9.99979675e-01
  1.36250000e+04  1.17062897e-04  1.17065269e-04  9.99979734e-01
  1.33750000e+04  1.21167817e-04  1.21170262e-04  9.99979854e-01
  1.32954863e+04  1.22517755e-04  1.22520229e-04  9.99979854e-01
  1.31250000e+04  1.25487553e-04  1.25490071e-04  9.99979973e-01
