Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
48000.  3.80   16.0   9.80e-06    3062.
n = 2972

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  3.00961187e-12  3.00961426e-12  9.99999225e-01
  2.00000000e+08  1.81831106e-09  1.81831106e-09  1.00000000e+00
  1.20000000e+07  6.54702177e-08  6.54702177e-08  9.99999940e-01
  1.00000000e+06  3.85155715e-07  3.85156284e-07  9.99998569e-01
  6.00000000e+05  5.82147095e-07  5.82148402e-07  9.99997795e-01
  2.50000000e+05  1.49546838e-06  1.49548441e-06  9.99989331e-01
  1.20000000e+05  4.06419713e-06  4.06433037e-06  9.99967277e-01
  5.00000000e+04  1.57161885e-05  1.57170489e-05  9.99945223e-01
  4.85000000e+04  1.65173187e-05  1.65182337e-05  9.99944746e-01
  4.75000000e+04  1.70905278e-05  1.70914773e-05  9.99944389e-01
  4.65000000e+04  1.76980775e-05  1.76990670e-05  9.99944091e-01
  4.55000000e+04  1.83429020e-05  1.83439333e-05  9.99943733e-01
  4.45000000e+04  1.90282626e-05  1.90293395e-05  9.99943435e-01
  4.35000000e+04  1.97577956e-05  1.97589197e-05  9.99943137e-01
  4.25000000e+04  2.05355664e-05  2.05367396e-05  9.99942839e-01
  4.15000000e+04  2.13661206e-05  2.13673484e-05  9.99942482e-01
  4.05000000e+04  2.22545714e-05  2.22558574e-05  9.99942243e-01
  3.95000000e+04  2.32066650e-05  2.32080129e-05  9.99941945e-01
  3.85000000e+04  2.42288897e-05  2.42303031e-05  9.99941647e-01
  3.75000000e+04  2.53285889e-05  2.53300732e-05  9.99941349e-01
  3.65000000e+04  2.65140861e-05  2.65156505e-05  9.99941111e-01
  3.55000000e+04  2.77948748e-05  2.77965191e-05  9.99940813e-01
  3.50017500e+04  2.84719044e-05  2.84735925e-05  9.99940693e-01
  3.45000000e+04  2.91817905e-05  2.91835258e-05  9.99940574e-01
  3.34000000e+04  3.08448834e-05  3.08467243e-05  9.99940276e-01
  3.24000000e+04  3.24974499e-05  3.24993962e-05  9.99940038e-01
  3.17500000e+04  3.36516132e-05  3.36536323e-05  9.99939919e-01
  3.12500000e+04  3.45861808e-05  3.45882618e-05  9.99939799e-01
  3.07500000e+04  3.55642587e-05  3.55664015e-05  9.99939740e-01
  3.02500000e+04  3.65886772e-05  3.65908891e-05  9.99939620e-01
  2.97500000e+04  3.76625103e-05  3.76647877e-05  9.99939561e-01
  2.92500000e+04  3.87890977e-05  3.87914479e-05  9.99939442e-01
  2.87500000e+04  3.99720775e-05  3.99745004e-05  9.99939382e-01
  2.82500000e+04  4.12154113e-05  4.12179106e-05  9.99939322e-01
  2.77500000e+04  4.25234357e-05  4.25260187e-05  9.99939322e-01
  2.72500000e+04  4.39008909e-05  4.39035575e-05  9.99939263e-01
  2.67500000e+04  4.53529756e-05  4.53557295e-05  9.99939263e-01
  2.62500000e+04  4.68853832e-05  4.68882317e-05  9.99939263e-01
  2.57500000e+04  4.85043965e-05  4.85073433e-05  9.99939263e-01
  2.52500000e+04  5.02169169e-05  5.02199655e-05  9.99939322e-01
  2.47500000e+04  5.20305657e-05  5.20337198e-05  9.99939322e-01
  2.42500000e+04  5.39537541e-05  5.39570246e-05  9.99939442e-01
  2.37500000e+04  5.59957989e-05  5.59991859e-05  9.99939501e-01
  2.32500000e+04  5.81670174e-05  5.81705317e-05  9.99939620e-01
  2.29000000e+04  5.97698163e-05  5.97734215e-05  9.99939680e-01
  2.27938418e+04  6.02702203e-05  6.02738546e-05  9.99939740e-01
  2.27935801e+04  6.02198088e-05  6.02234286e-05  9.99939859e-01
  2.26500000e+04  6.09075214e-05  6.09111848e-05  9.99939919e-01
  2.22500000e+04  6.28921553e-05  6.28959315e-05  9.99939978e-01
  2.17500000e+04  6.55243348e-05  6.55282565e-05  9.99940097e-01
  2.12962480e+04  6.80710218e-05  6.80750891e-05  9.99940276e-01
  2.12500000e+04  6.83395701e-05  6.83436519e-05  9.99940276e-01
  2.07500000e+04  7.13555419e-05  7.13597910e-05  9.99940455e-01
  2.02500000e+04  7.45920697e-05  7.45965008e-05  9.99940634e-01
  1.99835137e+04  7.64147189e-05  7.64192519e-05  9.99940693e-01
  1.98000000e+04  7.77118621e-05  7.77164605e-05  9.99940813e-01
