Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
47000.  3.60   20.2   1.60e-05    2950.
n = 2972

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  5.63819564e-12  5.63819868e-12  9.99999464e-01
  2.00000000e+08  1.82706339e-09  1.82706339e-09  1.00000000e+00
  1.20000000e+07  6.13952622e-08  6.13952622e-08  9.99999940e-01
  1.00000000e+06  4.22107604e-07  4.22108570e-07  9.99997735e-01
  6.00000000e+05  6.56090435e-07  6.56094073e-07  9.99994516e-01
  2.50000000e+05  1.63052584e-06  1.63055051e-06  9.99984980e-01
  1.20000000e+05  4.34822277e-06  4.34833237e-06  9.99974787e-01
  5.00000000e+04  1.67044582e-05  1.67051439e-05  9.99958992e-01
  4.85000000e+04  1.75393016e-05  1.75400291e-05  9.99958456e-01
  4.75000000e+04  1.81363484e-05  1.81371088e-05  9.99958098e-01
  4.65000000e+04  1.87689748e-05  1.87697678e-05  9.99957740e-01
  4.55000000e+04  1.94402473e-05  1.94410768e-05  9.99957383e-01
  4.45000000e+04  2.01535786e-05  2.01544444e-05  9.99957025e-01
  4.35000000e+04  2.09127593e-05  2.09136670e-05  9.99956608e-01
  4.25000000e+04  2.17220313e-05  2.17229826e-05  9.99956250e-01
  4.15000000e+04  2.25861295e-05  2.25871263e-05  9.99955833e-01
  4.05000000e+04  2.35103707e-05  2.35114185e-05  9.99955475e-01
  3.95000000e+04  2.45007304e-05  2.45018309e-05  9.99955058e-01
  3.85000000e+04  2.55639461e-05  2.55651066e-05  9.99954641e-01
  3.75000000e+04  2.67076430e-05  2.67088653e-05  9.99954283e-01
  3.65000000e+04  2.79404576e-05  2.79417454e-05  9.99953866e-01
  3.55000000e+04  2.92722289e-05  2.92735895e-05  9.99953508e-01
  3.50017500e+04  2.99761487e-05  2.99775475e-05  9.99953330e-01
  3.45000000e+04  3.07141854e-05  3.07156224e-05  9.99953091e-01
  3.34000000e+04  3.24430112e-05  3.24445464e-05  9.99952734e-01
  3.24000000e+04  3.41605628e-05  3.41621890e-05  9.99952376e-01
  3.17500000e+04  3.53598698e-05  3.53615615e-05  9.99952137e-01
  3.12500000e+04  3.63308172e-05  3.63325635e-05  9.99952018e-01
  3.07500000e+04  3.73467883e-05  3.73485855e-05  9.99951839e-01
  3.02500000e+04  3.84106643e-05  3.84125196e-05  9.99951661e-01
  2.97500000e+04  3.95255738e-05  3.95274910e-05  9.99951541e-01
  2.92500000e+04  4.06949111e-05  4.06968866e-05  9.99951422e-01
  2.87500000e+04  4.19223506e-05  4.19243952e-05  9.99951243e-01
  2.82500000e+04  4.32118977e-05  4.32140114e-05  9.99951124e-01
  2.77500000e+04  4.45679143e-05  4.45700971e-05  9.99951005e-01
  2.72500000e+04  4.59951480e-05  4.59974071e-05  9.99950886e-01
  2.67500000e+04  4.74988046e-05  4.75011402e-05  9.99950767e-01
  2.62500000e+04  4.90845632e-05  4.90869825e-05  9.99950647e-01
  2.57500000e+04  5.07586628e-05  5.07611694e-05  9.99950588e-01
  2.52500000e+04  5.25279538e-05  5.25305550e-05  9.99950469e-01
  2.47500000e+04  5.43999704e-05  5.44026698e-05  9.99950409e-01
  2.42500000e+04  5.63830217e-05  5.63858266e-05  9.99950290e-01
  2.37500000e+04  5.84862828e-05  5.84891932e-05  9.99950230e-01
  2.32500000e+04  6.07198890e-05  6.07229158e-05  9.99950171e-01
  2.29000000e+04  6.23669475e-05  6.23700544e-05  9.99950171e-01
  2.27938418e+04  6.28808557e-05  6.28839844e-05  9.99950171e-01
  2.27935801e+04  6.27949194e-05  6.27980407e-05  9.99950349e-01
  2.26500000e+04  6.35017059e-05  6.35048636e-05  9.99950349e-01
  2.22500000e+04  6.55398471e-05  6.55430995e-05  9.99950290e-01
  2.17500000e+04  6.82395039e-05  6.82429018e-05  9.99950290e-01
  2.12962480e+04  7.08477237e-05  7.08512525e-05  9.99950290e-01
  2.12500000e+04  7.11225512e-05  7.11260873e-05  9.99950230e-01
  2.07500000e+04  7.42062330e-05  7.42099292e-05  9.99950230e-01
  2.02500000e+04  7.75098815e-05  7.75137378e-05  9.99950290e-01
  1.99835137e+04  7.93678701e-05  7.93718136e-05  9.99950290e-01
  1.98000000e+04  8.06890894e-05  8.06930984e-05  9.99950290e-01
  1.94000000e+04  8.36935506e-05  8.36977124e-05  9.99950290e-01
  1.90000000e+04  8.68802526e-05  8.68845673e-05  9.99950349e-01
  1.86000000e+04  9.02643078e-05  9.02687825e-05  9.99950409e-01
  1.82000000e+04  9.38623925e-05  9.38670419e-05  9.99950469e-01
  1.78000000e+04  9.76929659e-05  9.76977972e-05  9.99950528e-01
  1.77902715e+04  9.77892050e-05  9.77940435e-05  9.99950528e-01
  1.74000000e+04  1.01776488e-04  1.01781523e-04  9.99950588e-01
  1.70000000e+04  1.06135703e-04  1.06140928e-04  9.99950647e-01
  1.66000000e+04  1.10795911e-04  1.10801368e-04  9.99950767e-01
  1.62000000e+04  1.15785362e-04  1.15791059e-04  9.99950826e-01
  1.60308428e+04  1.18001968e-04  1.18007767e-04  9.99950886e-01
  1.58750000e+04  1.20103432e-04  1.20109318e-04  9.99950886e-01
  1.56250000e+04  1.23598831e-04  1.23604885e-04  9.99950945e-01
  1.53750000e+04  1.27255524e-04  1.27261752e-04  9.99951005e-01
  1.51250000e+04  1.31083551e-04  1.31089953e-04  9.99951065e-01
  1.48750000e+04  1.35093709e-04  1.35100316e-04  9.99951124e-01
  1.46700000e+04  1.38526098e-04  1.38532865e-04  9.99951184e-01
  1.45882109e+04  1.39933400e-04  1.39940224e-04  9.99951243e-01
  1.45881055e+04  1.39262105e-04  1.39268857e-04  9.99951482e-01
  1.44200000e+04  1.42229561e-04  1.42236444e-04  9.99951541e-01
  1.41250000e+04  1.47677929e-04  1.47685074e-04  9.99951601e-01
  1.38750000e+04  1.52550827e-04  1.52558176e-04  9.99951720e-01
  1.36250000e+04  1.57675197e-04  1.57682807e-04  9.99951780e-01
  1.33750000e+04  1.63068529e-04  1.63076387e-04  9.99951899e-01
  1.32954863e+04  1.64843324e-04  1.64851255e-04  9.99951899e-01
  1.31250000e+04  1.68749786e-04  1.68757892e-04  9.99952018e-01
  1.28750000e+04  1.74739645e-04  1.74748013e-04  9.99952137e-01
  1.26250000e+04  1.81060634e-04  1.81069277e-04  9.99952257e-01
  1.23750000e+04  1.87737358e-04  1.87746293e-04  9.99952376e-01
  1.22132930e+04  1.92258070e-04  1.92267195e-04  9.99952495e-01
  1.21250000e+04  1.94796725e-04  1.94805980e-04  9.99952555e-01
  1.18750000e+04  2.02268246e-04  2.02277806e-04  9.99952734e-01
  1.16250000e+04  2.10184255e-04  2.10194150e-04  9.99952912e-01
  1.13750000e+04  2.18580331e-04  2.18590576e-04  9.99953091e-01
  1.11250000e+04  2.27495679e-04  2.27506316e-04  9.99953330e-01
  1.08750000e+04  2.36973559e-04  2.36984575e-04  9.99953508e-01
  1.06250000e+04  2.47061835e-04  2.47073272e-04  9.99953747e-01
  1.05034287e+04  2.52203812e-04  2.52215454e-04  9.99953866e-01
  1.03750000e+04  2.57813546e-04  2.57825392e-04  9.99953985e-01
  1.01250000e+04  2.69287644e-04  2.69299984e-04  9.99954224e-01
  9.95000000e+03  2.77784187e-04  2.77796848e-04  9.99954402e-01
  9.85000000e+03  2.82822090e-04  2.82834953e-04  9.99954522e-01
  9.75000000e+03  2.87998962e-04  2.88012030e-04  9.99954581e-01
  9.65000000e+03  2.93319899e-04  2.93333200e-04  9.99954700e-01
  9.55000000e+03  2.98790314e-04  2.98803818e-04  9.99954820e-01
  9.45000000e+03  3.04415793e-04  3.04429530e-04  9.99954939e-01
  9.35000000e+03  3.10202216e-04  3.10216186e-04  9.99955058e-01
  9.25000000e+03  3.16155783e-04  3.16169957e-04  9.99955177e-01
  9.21353320e+03  3.18369712e-04  3.18383973e-04  9.99955177e-01
  9.15000000e+03  3.22282896e-04  3.22297332e-04  9.99955297e-01
  9.05000000e+03  3.28590395e-04  3.28605063e-04  9.99955416e-01
  8.95000000e+03  3.35085380e-04  3.35100282e-04  9.99955535e-01
  8.85000000e+03  3.41775274e-04  3.41790437e-04  9.99955654e-01
