Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
27000.  3.60   14.8   5.70e-07    1365.
n = 2723

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.15727983e-10  1.15727983e-10  1.00000000e+00
  2.00000000e+08  4.96368613e-10  4.96368613e-10  1.00000000e+00
  1.20000000e+07  4.39950387e-09  4.39950387e-09  1.00000000e+00
  1.00000000e+06  4.09912104e-08  4.09912175e-08  9.99999821e-01
  6.00000000e+05  8.31355038e-08  8.31355322e-08  9.99999642e-01
  2.50000000e+05  3.16196179e-07  3.16196378e-07  9.99999404e-01
  1.20000000e+05  1.07448284e-06  1.07448375e-06  9.99999166e-01
  5.00000000e+04  5.36454581e-06  5.36455082e-06  9.99999106e-01
  4.85000000e+04  5.69294752e-06  5.69295253e-06  9.99999166e-01
  4.75000000e+04  5.92941069e-06  5.92941524e-06  9.99999166e-01
  4.65000000e+04  6.18128661e-06  6.18129161e-06  9.99999166e-01
  4.55000000e+04  6.44991633e-06  6.44992133e-06  9.99999225e-01
  4.45000000e+04  6.73679051e-06  6.73679597e-06  9.99999225e-01
  4.35000000e+04  7.04357399e-06  7.04357944e-06  9.99999225e-01
  4.25000000e+04  7.37212849e-06  7.37213395e-06  9.99999285e-01
  4.15000000e+04  7.72454496e-06  7.72455041e-06  9.99999285e-01
  4.05000000e+04  8.10317670e-06  8.10318215e-06  9.99999344e-01
  3.95000000e+04  8.51068035e-06  8.51068580e-06  9.99999344e-01
  3.85000000e+04  8.95006633e-06  8.95007179e-06  9.99999404e-01
  3.75000000e+04  9.42475435e-06  9.42475981e-06  9.99999404e-01
  3.65000000e+04  9.93864069e-06  9.93864614e-06  9.99999404e-01
  3.55000000e+04  1.04961773e-05  1.04961819e-05  9.99999464e-01
  3.50017500e+04  1.07918177e-05  1.07918240e-05  9.99999464e-01
  3.45000000e+04  1.11024619e-05  1.11024683e-05  9.99999464e-01
  3.34000000e+04  1.18326916e-05  1.18326980e-05  9.99999464e-01
  3.24000000e+04  1.25614552e-05  1.25614624e-05  9.99999523e-01
  3.17500000e+04  1.30721091e-05  1.30721146e-05  9.99999523e-01
  3.12500000e+04  1.34865213e-05  1.34865268e-05  9.99999523e-01
  3.07500000e+04  1.39210260e-05  1.39210324e-05  9.99999523e-01
  3.02500000e+04  1.43769103e-05  1.43769166e-05  9.99999523e-01
  2.97500000e+04  1.48555564e-05  1.48555637e-05  9.99999523e-01
  2.92500000e+04  1.53584497e-05  1.53584551e-05  9.99999523e-01
  2.87500000e+04  1.58871808e-05  1.58871899e-05  9.99999523e-01
  2.82500000e+04  1.64434714e-05  1.64434787e-05  9.99999523e-01
  2.77500000e+04  1.70291587e-05  1.70291660e-05  9.99999523e-01
  2.72500000e+04  1.76462308e-05  1.76462381e-05  9.99999583e-01
  2.67500000e+04  1.82968215e-05  1.82968288e-05  9.99999583e-01
  2.62500000e+04  1.89832353e-05  1.89832426e-05  9.99999583e-01
  2.57500000e+04  1.97079553e-05  1.97079644e-05  9.99999583e-01
  2.52500000e+04  2.04736734e-05  2.04736825e-05  9.99999583e-01
  2.47500000e+04  2.12833002e-05  2.12833093e-05  9.99999583e-01
  2.42500000e+04  2.21400023e-05  2.21400114e-05  9.99999583e-01
  2.37500000e+04  2.30472378e-05  2.30472451e-05  9.99999583e-01
  2.32500000e+04  2.40087884e-05  2.40087993e-05  9.99999583e-01
  2.29000000e+04  2.47164080e-05  2.47164171e-05  9.99999583e-01
  2.27938418e+04  2.49369332e-05  2.49369423e-05  9.99999583e-01
  2.27935801e+04  2.47704520e-05  2.47704611e-05  9.99999583e-01
  2.26500000e+04  2.50736302e-05  2.50736393e-05  9.99999583e-01
  2.22500000e+04  2.59467706e-05  2.59467815e-05  9.99999583e-01
  2.17500000e+04  2.71005192e-05  2.71005320e-05  9.99999583e-01
  2.12962480e+04  2.82119345e-05  2.82119454e-05  9.99999583e-01
  2.12500000e+04  2.83288482e-05  2.83288591e-05  9.99999583e-01
  2.07500000e+04  2.96381077e-05  2.96381168e-05  9.99999642e-01
  2.02500000e+04  3.10354480e-05  3.10354590e-05  9.99999642e-01
  1.99835137e+04  3.18189304e-05  3.18189450e-05  9.99999642e-01
  1.98000000e+04  3.23750537e-05  3.23750646e-05  9.99999642e-01
  1.94000000e+04  3.36366247e-05  3.36366356e-05  9.99999642e-01
  1.90000000e+04  3.49703478e-05  3.49703623e-05  9.99999642e-01
  1.86000000e+04  3.63821891e-05  3.63822037e-05  9.99999642e-01
  1.82000000e+04  3.78788718e-05  3.78788864e-05  9.99999642e-01
  1.78000000e+04  3.94680137e-05  3.94680246e-05  9.99999702e-01
  1.77902715e+04  3.95078896e-05  3.95079005e-05  9.99999702e-01
  1.74000000e+04  4.11582550e-05  4.11582696e-05  9.99999702e-01
  1.70000000e+04  4.29594511e-05  4.29594620e-05  9.99999702e-01
  1.66000000e+04  4.48828323e-05  4.48828432e-05  9.99999702e-01
  1.62000000e+04  4.69412334e-05  4.69412444e-05  9.99999762e-01
  1.60308428e+04  4.78558322e-05  4.78558431e-05  9.99999762e-01
  1.58750000e+04  4.87231664e-05  4.87231773e-05  9.99999762e-01
  1.56250000e+04  5.01666509e-05  5.01666618e-05  9.99999762e-01
  1.53750000e+04  5.16782675e-05  5.16782784e-05  9.99999762e-01
  1.51250000e+04  5.32628510e-05  5.32628619e-05  9.99999821e-01
  1.48750000e+04  5.49256583e-05  5.49256692e-05  9.99999821e-01
  1.46700000e+04  5.63515132e-05  5.63515241e-05  9.99999821e-01
  1.45882109e+04  5.69368785e-05  5.69368895e-05  9.99999821e-01
  1.45881055e+04  5.63530666e-05  5.63530775e-05  9.99999762e-01
  1.44200000e+04  5.75609083e-05  5.75609192e-05  9.99999821e-01
  1.41250000e+04  5.97800499e-05  5.97800608e-05  9.99999821e-01
  1.38750000e+04  6.17671903e-05  6.17671976e-05  9.99999821e-01
  1.36250000e+04  6.38601196e-05  6.38601268e-05  9.99999821e-01
  1.33750000e+04  6.60671867e-05  6.60671940e-05  9.99999881e-01
  1.32954863e+04  6.67945424e-05  6.67945496e-05  9.99999881e-01
  1.31250000e+04  6.83975231e-05  6.83975304e-05  9.99999881e-01
  1.28750000e+04  7.08610969e-05  7.08611042e-05  9.99999881e-01
  1.26250000e+04  7.34687928e-05  7.34688001e-05  9.99999881e-01
  1.23750000e+04  7.62324416e-05  7.62324562e-05  9.99999881e-01
  1.22132930e+04  7.81091367e-05  7.81091439e-05  9.99999940e-01
  1.21250000e+04  7.91649654e-05  7.91649727e-05  9.99999940e-01
  1.18750000e+04  8.22803850e-05  8.22803922e-05  9.99999940e-01
  1.16250000e+04  8.55939506e-05  8.55939579e-05  9.99999940e-01
  1.13750000e+04  8.91222444e-05  8.91222517e-05  9.99999940e-01
  1.11250000e+04  9.28832669e-05  9.28832742e-05  9.99999881e-01
  1.08750000e+04  9.68965905e-05  9.68965978e-05  9.99999881e-01
  1.06250000e+04  1.01183497e-04  1.01183512e-04  9.99999881e-01
  1.05034287e+04  1.03373888e-04  1.03373910e-04  9.99999821e-01
  1.03750000e+04  1.05767220e-04  1.05767242e-04  9.99999821e-01
  1.01250000e+04  1.10673143e-04  1.10673158e-04  9.99999762e-01
  9.95000000e+03  1.14313807e-04  1.14313843e-04  9.99999762e-01
  9.85000000e+03  1.16475152e-04  1.16475188e-04  9.99999702e-01
  9.75000000e+03  1.18697899e-04  1.18697943e-04  9.99999702e-01
  9.65000000e+03  1.20984223e-04  1.20984259e-04  9.99999642e-01
  9.55000000e+03  1.23336315e-04  1.23336373e-04  9.99999642e-01
  9.45000000e+03  1.25756531e-04  1.25756575e-04  9.99999583e-01
  9.35000000e+03  1.28247324e-04  1.28247368e-04  9.99999523e-01
  9.25000000e+03  1.30811226e-04  1.30811299e-04  9.99999523e-01
  9.21353320e+03  1.31764944e-04  1.31765017e-04  9.99999523e-01
  9.15000000e+03  1.33450987e-04  1.33451045e-04  9.99999464e-01
  9.05000000e+03  1.36169358e-04  1.36169445e-04  9.99999464e-01
  8.95000000e+03  1.38969393e-04  1.38969466e-04  9.99999404e-01
  8.85000000e+03  1.41854194e-04  1.41854267e-04  9.99999404e-01
  8.75000000e+03  1.44827078e-04  1.44827165e-04  9.99999344e-01
  8.65000000e+03  1.47891580e-04  1.47891682e-04  9.99999344e-01
  8.55000000e+03  1.51051398e-04  1.51051514e-04  9.99999285e-01
  8.45000000e+03  1.54310503e-04  1.54310605e-04  9.99999285e-01
  8.35000000e+03  1.57673057e-04  1.57673174e-04  9.99999225e-01
  8.25000000e+03  1.61143515e-04  1.61143646e-04  9.99999225e-01
  8.20613867e+03  1.62700977e-04  1.62701093e-04  9.99999225e-01
  8.20580176e+03  1.54875437e-04  1.54875466e-04  9.99999881e-01
  8.15000000e+03  1.56785172e-04  1.56785187e-04  9.99999881e-01
  8.05000000e+03  1.60296404e-04  1.60296418e-04  9.99999881e-01
  7.95000000e+03  1.63925739e-04  1.63925753e-04  9.99999821e-01
  7.85000000e+03  1.67678139e-04  1.67678183e-04  9.99999762e-01
  7.77599707e+03  1.70537343e-04  1.70537387e-04  9.99999762e-01
  7.75000000e+03  1.71558844e-04  1.71558888e-04  9.99999762e-01
  7.65000000e+03  1.75573383e-04  1.75573427e-04  9.99999702e-01
  7.55000000e+03  1.79727605e-04  1.79727664e-04  9.99999702e-01
  7.45000000e+03  1.84027725e-04  1.84027784e-04  9.99999642e-01
  7.38897607e+03  1.86726320e-04  1.86726378e-04  9.99999642e-01
  7.35000000e+03  1.88480350e-04  1.88480437e-04  9.99999583e-01
  7.25000000e+03  1.93092535e-04  1.93092623e-04  9.99999583e-01
  7.15000000e+03  1.97871763e-04  1.97871865e-04  9.99999523e-01
  7.05000000e+03  2.02826122e-04  2.02826224e-04  9.99999523e-01
  6.95000000e+03  2.07964185e-04  2.07964287e-04  9.99999464e-01
  6.85000000e+03  2.13295192e-04  2.13295294e-04  9.99999464e-01
  6.75000000e+03  2.18829082e-04  2.18829198e-04  9.99999464e-01
  6.72004639e+03  2.20527756e-04  2.20527858e-04  9.99999464e-01
  6.65000000e+03  2.24576535e-04  2.24576652e-04  9.99999464e-01
  6.55000000e+03  2.30549049e-04  2.30549165e-04  9.99999523e-01
  6.45000000e+03  2.36759050e-04  2.36759166e-04  9.99999523e-01
  6.35000000e+03  2.43219925e-04  2.43220027e-04  9.99999583e-01
  6.25000000e+03  2.49946141e-04  2.49946199e-04  9.99999642e-01
  6.16217920e+03  2.56084255e-04  2.56084342e-04  9.99999702e-01
  6.15000000e+03  2.56953237e-04  2.56953324e-04  9.99999702e-01
  6.05000000e+03  2.64258153e-04  2.64258211e-04  9.99999821e-01
  5.95000000e+03  2.71879020e-04  2.71879020e-04  9.99999940e-01
  5.85000000e+03  2.79835454e-04  2.79835425e-04  1.00000012e+00
  5.75000000e+03  2.88148673e-04  2.88148585e-04  1.00000024e+00
  5.68999756e+03  2.93317426e-04  2.93317338e-04  1.00000036e+00
  5.68983594e+03  2.93301477e-04  2.93301389e-04  1.00000036e+00
  5.65000000e+03  2.96809943e-04  2.96809827e-04  1.00000036e+00
  5.59581445e+03  3.01685330e-04  3.01685184e-04  1.00000048e+00
  5.55000000e+03  3.05902970e-04  3.05902795e-04  1.00000060e+00
  5.50500146e+03  3.10133357e-04  3.10133153e-04  1.00000072e+00
  5.50484961e+03  3.10147763e-04  3.10147530e-04  1.00000072e+00
  5.45000000e+03  3.15425976e-04  3.15425714e-04  1.00000083e+00
  5.41886816e+03  3.18482780e-04  3.18482489e-04  1.00000095e+00
  5.35000000e+03  3.25407163e-04  3.25406843e-04  1.00000107e+00
  5.33553174e+03  3.26890993e-04  3.26890644e-04  1.00000107e+00
