Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
35000.  4.00    9.0   1.60e-07    2007.
n = 2729

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  7.29925148e-11  7.29925148e-11  1.00000000e+00
  2.00000000e+08  2.03576142e-10  2.03576142e-10  1.00000000e+00
  1.20000000e+07  1.51857715e-09  1.51857715e-09  1.00000000e+00
  1.00000000e+06  2.73030878e-08  2.73030878e-08  9.99999940e-01
  6.00000000e+05  6.75993448e-08  6.75993519e-08  9.99999940e-01
  2.50000000e+05  3.36968100e-07  3.36968100e-07  9.99999940e-01
  1.20000000e+05  1.33162075e-06  1.33162098e-06  9.99999881e-01
  5.00000000e+04  7.25892733e-06  7.25892778e-06  9.99999881e-01
  4.85000000e+04  7.70706265e-06  7.70706356e-06  9.99999881e-01
  4.75000000e+04  8.02889008e-06  8.02889099e-06  9.99999881e-01
  4.65000000e+04  8.37101925e-06  8.37102016e-06  9.99999881e-01
  4.55000000e+04  8.73525096e-06  8.73525187e-06  9.99999881e-01
  4.45000000e+04  9.12361611e-06  9.12361702e-06  9.99999881e-01
  4.35000000e+04  9.53841118e-06  9.53841209e-06  9.99999881e-01
  4.25000000e+04  9.98223913e-06  9.98224004e-06  9.99999881e-01
  4.15000000e+04  1.04580522e-05  1.04580531e-05  9.99999881e-01
  4.05000000e+04  1.09692101e-05  1.09692110e-05  9.99999881e-01
  3.95000000e+04  1.15195344e-05  1.15195353e-05  9.99999940e-01
  3.85000000e+04  1.21133789e-05  1.21133799e-05  9.99999940e-01
  3.75000000e+04  1.27557032e-05  1.27557041e-05  9.99999940e-01
  3.65000000e+04  1.34521551e-05  1.34521561e-05  9.99999940e-01
  3.55000000e+04  1.42091676e-05  1.42091694e-05  9.99999940e-01
  3.50017500e+04  1.46111934e-05  1.46111943e-05  9.99999940e-01
  3.45000000e+04  1.50340693e-05  1.50340702e-05  9.99999940e-01
  3.34000000e+04  1.60298532e-05  1.60298532e-05  9.99999940e-01
  3.24000000e+04  1.70258372e-05  1.70258372e-05  9.99999940e-01
  3.17500000e+04  1.77248658e-05  1.77248676e-05  9.99999940e-01
  3.12500000e+04  1.82927397e-05  1.82927415e-05  9.99999940e-01
  3.07500000e+04  1.88886406e-05  1.88886424e-05  9.99999940e-01
  3.02500000e+04  1.95143275e-05  1.95143293e-05  9.99999940e-01
  2.97500000e+04  2.01716903e-05  2.01716939e-05  9.99999940e-01
  2.92500000e+04  2.08627534e-05  2.08627553e-05  9.99999940e-01
  2.87500000e+04  2.15896944e-05  2.15896962e-05  9.99999940e-01
  2.82500000e+04  2.23548577e-05  2.23548595e-05  9.99999881e-01
  2.77500000e+04  2.31607737e-05  2.31607755e-05  9.99999881e-01
  2.72500000e+04  2.40101854e-05  2.40101890e-05  9.99999881e-01
  2.67500000e+04  2.49060722e-05  2.49060740e-05  9.99999881e-01
  2.62500000e+04  2.58516775e-05  2.58516793e-05  9.99999881e-01
  2.57500000e+04  2.68505537e-05  2.68505555e-05  9.99999881e-01
  2.52500000e+04  2.79065989e-05  2.79066026e-05  9.99999881e-01
  2.47500000e+04  2.90241169e-05  2.90241223e-05  9.99999881e-01
  2.42500000e+04  3.02078734e-05  3.02078788e-05  9.99999881e-01
  2.37500000e+04  3.14631689e-05  3.14631725e-05  9.99999881e-01
  2.32500000e+04  3.27959242e-05  3.27959315e-05  9.99999881e-01
  2.29000000e+04  3.37784695e-05  3.37784732e-05  9.99999881e-01
  2.27938418e+04  3.40850020e-05  3.40850056e-05  9.99999881e-01
  2.27935801e+04  3.39722865e-05  3.39722937e-05  9.99999881e-01
  2.26500000e+04  3.43932334e-05  3.43932406e-05  9.99999881e-01
  2.22500000e+04  3.56068922e-05  3.56068958e-05  9.99999881e-01
  2.17500000e+04  3.72140421e-05  3.72140494e-05  9.99999881e-01
  2.12962480e+04  3.87664732e-05  3.87664804e-05  9.99999881e-01
  2.12500000e+04  3.89300440e-05  3.89300476e-05  9.99999881e-01
  2.07500000e+04  4.07654843e-05  4.07654879e-05  9.99999881e-01
  2.02500000e+04  4.27324267e-05  4.27324339e-05  9.99999881e-01
  1.99835137e+04  4.38391507e-05  4.38391544e-05  9.99999881e-01
  1.98000000e+04  4.46264567e-05  4.46264603e-05  9.99999881e-01
  1.94000000e+04  4.64179793e-05  4.64179830e-05  9.99999881e-01
  1.90000000e+04  4.83204130e-05  4.83204167e-05  9.99999881e-01
  1.86000000e+04  5.03437623e-05  5.03437659e-05  9.99999940e-01
  1.82000000e+04  5.24991738e-05  5.24991774e-05  9.99999940e-01
  1.78000000e+04  5.47990894e-05  5.47990894e-05  9.99999940e-01
  1.77902715e+04  5.48569442e-05  5.48569478e-05  9.99999940e-01
  1.74000000e+04  5.72573699e-05  5.72573699e-05  9.99999940e-01
  1.70000000e+04  5.98894731e-05  5.98894731e-05  1.00000000e+00
  1.66000000e+04  6.27126283e-05  6.27126283e-05  1.00000000e+00
  1.62000000e+04  6.57460259e-05  6.57460187e-05  1.00000000e+00
  1.60308428e+04  6.70971931e-05  6.70971931e-05  1.00000000e+00
  1.58750000e+04  6.83801627e-05  6.83801554e-05  1.00000000e+00
  1.56250000e+04  7.05183556e-05  7.05183556e-05  1.00000000e+00
  1.53750000e+04  7.27607039e-05  7.27606966e-05  1.00000000e+00
  1.51250000e+04  7.51138796e-05  7.51138723e-05  1.00000000e+00
  1.48750000e+04  7.75850422e-05  7.75850349e-05  1.00000012e+00
  1.46700000e+04  7.97047978e-05  7.97047978e-05  1.00000012e+00
  1.45882109e+04  8.05750969e-05  8.05750897e-05  1.00000012e+00
  1.45881055e+04  7.98189067e-05  7.98188994e-05  1.00000000e+00
  1.44200000e+04  8.16299580e-05  8.16299580e-05  1.00000000e+00
  1.41250000e+04  8.49630378e-05  8.49630305e-05  1.00000012e+00
  1.38750000e+04  8.79522995e-05  8.79522922e-05  1.00000012e+00
  1.36250000e+04  9.11037132e-05  9.11037059e-05  1.00000012e+00
  1.33750000e+04  9.44286512e-05  9.44286439e-05  1.00000012e+00
  1.32954863e+04  9.55245123e-05  9.55245050e-05  1.00000012e+00
  1.31250000e+04  9.79394172e-05  9.79394099e-05  1.00000012e+00
  1.28750000e+04  1.01649362e-04  1.01649362e-04  1.00000000e+00
  1.26250000e+04  1.05573003e-04  1.05573003e-04  1.00000000e+00
  1.23750000e+04  1.09726199e-04  1.09726199e-04  1.00000000e+00
  1.22132930e+04  1.12542948e-04  1.12542948e-04  1.00000000e+00
  1.21250000e+04  1.14126313e-04  1.14126313e-04  1.00000000e+00
  1.18750000e+04  1.18792414e-04  1.18792414e-04  9.99999940e-01
  1.16250000e+04  1.23745558e-04  1.23745587e-04  9.99999940e-01
  1.13750000e+04  1.29009175e-04  1.29009204e-04  9.99999881e-01
  1.11250000e+04  1.34609305e-04  1.34609320e-04  9.99999881e-01
  1.08750000e+04  1.40575081e-04  1.40575095e-04  9.99999821e-01
  1.06250000e+04  1.46939346e-04  1.46939361e-04  9.99999821e-01
  1.05034287e+04  1.50189066e-04  1.50189095e-04  9.99999762e-01
  1.03750000e+04  1.53739093e-04  1.53739122e-04  9.99999762e-01
  1.01250000e+04  1.61016316e-04  1.61016345e-04  9.99999762e-01
  9.95000000e+03  1.66419748e-04  1.66419792e-04  9.99999762e-01
  9.85000000e+03  1.69629857e-04  1.69629900e-04  9.99999762e-01
  9.75000000e+03  1.72933520e-04  1.72933564e-04  9.99999762e-01
  9.65000000e+03  1.76334608e-04  1.76334666e-04  9.99999762e-01
  9.55000000e+03  1.79837196e-04  1.79837254e-04  9.99999762e-01
  9.45000000e+03  1.83445576e-04  1.83445605e-04  9.99999762e-01
  9.35000000e+03  1.87164231e-04  1.87164274e-04  9.99999762e-01
  9.25000000e+03  1.90997962e-04  1.90998006e-04  9.99999762e-01
  9.21353320e+03  1.92425636e-04  1.92425665e-04  9.99999762e-01
  9.15000000e+03  1.94951775e-04  1.94951834e-04  9.99999762e-01
  9.05000000e+03  1.99031012e-04  1.99031056e-04  9.99999821e-01
  8.95000000e+03  2.03241201e-04  2.03241230e-04  9.99999821e-01
  8.85000000e+03  2.07588251e-04  2.07588280e-04  9.99999821e-01
  8.75000000e+03  2.12078376e-04  2.12078405e-04  9.99999881e-01
  8.65000000e+03  2.16718094e-04  2.16718108e-04  9.99999881e-01
  8.55000000e+03  2.21514245e-04  2.21514259e-04  9.99999940e-01
  8.45000000e+03  2.26474091e-04  2.26474105e-04  1.00000000e+00
  8.35000000e+03  2.31605227e-04  2.31605227e-04  1.00000000e+00
  8.25000000e+03  2.36915643e-04  2.36915614e-04  1.00000012e+00
  8.20613867e+03  2.39303583e-04  2.39303554e-04  1.00000012e+00
  8.20580176e+03  2.32502323e-04  2.32502367e-04  9.99999821e-01
  8.15000000e+03  2.35478685e-04  2.35478714e-04  9.99999821e-01
  8.05000000e+03  2.40957917e-04  2.40957961e-04  9.99999821e-01
  7.95000000e+03  2.46631593e-04  2.46631622e-04  9.99999881e-01
  7.85000000e+03  2.52509344e-04  2.52509373e-04  9.99999881e-01
  7.77599707e+03  2.56996427e-04  2.56996456e-04  9.99999881e-01
  7.75000000e+03  2.58601358e-04  2.58601387e-04  9.99999881e-01
  7.65000000e+03  2.64918490e-04  2.64918490e-04  9.99999940e-01
  7.55000000e+03  2.71472119e-04  2.71472119e-04  9.99999940e-01
  7.45000000e+03  2.78274412e-04  2.78274383e-04  1.00000000e+00
  7.38897607e+03  2.82553025e-04  2.82552995e-04  1.00000000e+00
  7.35000000e+03  2.85338116e-04  2.85338116e-04  1.00000000e+00
  7.25000000e+03  2.92676850e-04  2.92676821e-04  1.00000012e+00
  7.15000000e+03  3.00304848e-04  3.00304819e-04  1.00000012e+00
  7.05000000e+03  3.08237271e-04  3.08237213e-04  1.00000024e+00
  6.95000000e+03  3.16490012e-04  3.16489924e-04  1.00000036e+00
  6.85000000e+03  3.25079862e-04  3.25079745e-04  1.00000036e+00
