Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
41000.  3.60   18.6   6.90e-06    2484.
n = 2840

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  5.24584924e-11  5.24584924e-11  1.00000000e+00
  2.00000000e+08  1.57131075e-09  1.57131075e-09  1.00000000e+00
  1.20000000e+07  2.99235730e-08  2.99235730e-08  9.99999940e-01
  1.00000000e+06  1.99133993e-07  1.99134149e-07  9.99999166e-01
  6.00000000e+05  3.29645388e-07  3.29646042e-07  9.99998033e-01
  2.50000000e+05  9.37662548e-07  9.37669483e-07  9.99992609e-01
  1.20000000e+05  2.72164903e-06  2.72168336e-06  9.99987364e-01
  5.00000000e+04  1.10610599e-05  1.10612564e-05  9.99982178e-01
  4.85000000e+04  1.16460551e-05  1.16462652e-05  9.99981999e-01
  4.75000000e+04  1.20654486e-05  1.20656669e-05  9.99981940e-01
  4.65000000e+04  1.25106590e-05  1.25108872e-05  9.99981821e-01
  4.55000000e+04  1.29838991e-05  1.29841364e-05  9.99981701e-01
  4.45000000e+04  1.34876309e-05  1.34878783e-05  9.99981642e-01
  4.35000000e+04  1.40246111e-05  1.40248694e-05  9.99981582e-01
  4.25000000e+04  1.45979257e-05  1.45981949e-05  9.99981582e-01
  4.15000000e+04  1.52110561e-05  1.52113362e-05  9.99981523e-01
  4.05000000e+04  1.58679304e-05  1.58682233e-05  9.99981523e-01
  3.95000000e+04  1.65730071e-05  1.65733127e-05  9.99981582e-01
  3.85000000e+04  1.73313583e-05  1.73316766e-05  9.99981582e-01
  3.75000000e+04  1.81487721e-05  1.81491050e-05  9.99981642e-01
  3.65000000e+04  1.90318751e-05  1.90322226e-05  9.99981701e-01
  3.55000000e+04  1.99882725e-05  1.99886363e-05  9.99981761e-01
  3.50017500e+04  2.04948246e-05  2.04951975e-05  9.99981761e-01
  3.45000000e+04  2.10267135e-05  2.10270955e-05  9.99981821e-01
  3.34000000e+04  2.22758408e-05  2.22762428e-05  9.99981880e-01
  3.24000000e+04  2.35212774e-05  2.35217012e-05  9.99981999e-01
  3.17500000e+04  2.43935428e-05  2.43939812e-05  9.99981999e-01
  3.12500000e+04  2.51012734e-05  2.51017227e-05  9.99982059e-01
  3.07500000e+04  2.58432701e-05  2.58437358e-05  9.99982059e-01
  3.02500000e+04  2.66218121e-05  2.66222887e-05  9.99982119e-01
  2.97500000e+04  2.74393497e-05  2.74398408e-05  9.99982178e-01
  2.92500000e+04  2.82985438e-05  2.82990459e-05  9.99982178e-01
  2.87500000e+04  2.92022632e-05  2.92027835e-05  9.99982238e-01
  2.82500000e+04  3.01536329e-05  3.01541659e-05  9.99982297e-01
  2.77500000e+04  3.11560252e-05  3.11565782e-05  9.99982297e-01
  2.72500000e+04  3.22131236e-05  3.22136948e-05  9.99982357e-01
  2.67500000e+04  3.33289281e-05  3.33295138e-05  9.99982417e-01
  2.62500000e+04  3.45077970e-05  3.45084009e-05  9.99982476e-01
  2.57500000e+04  3.57545032e-05  3.57551253e-05  9.99982536e-01
  2.52500000e+04  3.70742637e-05  3.70749076e-05  9.99982595e-01
  2.47500000e+04  3.84728046e-05  3.84734667e-05  9.99982715e-01
  2.42500000e+04  3.99564160e-05  3.99571036e-05  9.99982834e-01
  2.37500000e+04  4.15320319e-05  4.15327413e-05  9.99982953e-01
  2.32500000e+04  4.32073139e-05  4.32080451e-05  9.99983072e-01
  2.29000000e+04  4.44438119e-05  4.44445614e-05  9.99983132e-01
  2.27938418e+04  4.48298015e-05  4.48305545e-05  9.99983191e-01
  2.27935801e+04  4.47305792e-05  4.47313323e-05  9.99983191e-01
  2.26500000e+04  4.52607383e-05  4.52614986e-05  9.99983251e-01
  2.22500000e+04  4.67903992e-05  4.67911777e-05  9.99983370e-01
  2.17500000e+04  4.88182886e-05  4.88190963e-05  9.99983490e-01
  2.12962480e+04  5.07790974e-05  5.07799232e-05  9.99983668e-01
  2.12500000e+04  5.09857819e-05  5.09866113e-05  9.99983668e-01
  2.07500000e+04  5.33058737e-05  5.33067323e-05  9.99983907e-01
  2.02500000e+04  5.57931198e-05  5.57940075e-05  9.99984145e-01
  1.99835137e+04  5.71925957e-05  5.71934979e-05  9.99984264e-01
  1.98000000e+04  5.81880195e-05  5.81889290e-05  9.99984324e-01
  1.94000000e+04  6.04522938e-05  6.04532324e-05  9.99984503e-01
  1.90000000e+04  6.28548296e-05  6.28557900e-05  9.99984741e-01
  1.86000000e+04  6.54070391e-05  6.54080213e-05  9.99984980e-01
  1.82000000e+04  6.81215315e-05  6.81225356e-05  9.99985218e-01
  1.78000000e+04  7.10122549e-05  7.10132881e-05  9.99985456e-01
  1.77902715e+04  7.10848908e-05  7.10859240e-05  9.99985456e-01
  1.74000000e+04  7.40946925e-05  7.40957548e-05  9.99985695e-01
  1.70000000e+04  7.73860666e-05  7.73871579e-05  9.99985933e-01
  1.66000000e+04  8.09055564e-05  8.09066769e-05  9.99986172e-01
  1.62000000e+04  8.46746043e-05  8.46757612e-05  9.99986410e-01
  1.60308428e+04  8.63493333e-05  8.63505047e-05  9.99986470e-01
  1.58750000e+04  8.79372237e-05  8.79384097e-05  9.99986589e-01
  1.56250000e+04  9.05787601e-05  9.05799607e-05  9.99986708e-01
  1.53750000e+04  9.33427000e-05  9.33439296e-05  9.99986827e-01
  1.51250000e+04  9.62367267e-05  9.62379854e-05  9.99986947e-01
  1.48750000e+04  9.92691421e-05  9.92704227e-05  9.99987125e-01
  1.46700000e+04  1.01865269e-04  1.01866572e-04  9.99987185e-01
  1.45882109e+04  1.02929873e-04  1.02931182e-04  9.99987245e-01
  1.45881055e+04  1.02353639e-04  1.02354963e-04  9.99987185e-01
  1.44200000e+04  1.04593812e-04  1.04595129e-04  9.99987245e-01
  1.41250000e+04  1.08707900e-04  1.08709282e-04  9.99987423e-01
  1.38750000e+04  1.12388720e-04  1.12390117e-04  9.99987543e-01
  1.36250000e+04  1.16260977e-04  1.16262410e-04  9.99987662e-01
  1.33750000e+04  1.20338271e-04  1.20339741e-04  9.99987781e-01
  1.32954863e+04  1.21680438e-04  1.21681922e-04  9.99987781e-01
  1.31250000e+04  1.24635480e-04  1.24636994e-04  9.99987900e-01
  1.28750000e+04  1.29168868e-04  1.29170425e-04  9.99988019e-01
  1.26250000e+04  1.33956302e-04  1.33957874e-04  9.99988139e-01
  1.23750000e+04  1.39017357e-04  1.39018972e-04  9.99988317e-01
  1.22132930e+04  1.42446763e-04  1.42448436e-04  9.99988377e-01
  1.21250000e+04  1.44373611e-04  1.44375270e-04  9.99988437e-01
  1.18750000e+04  1.50048814e-04  1.50050517e-04  9.99988616e-01
  1.16250000e+04  1.56069204e-04  1.56070935e-04  9.99988794e-01
  1.13750000e+04  1.62463737e-04  1.62465527e-04  9.99989033e-01
  1.11250000e+04  1.69264516e-04  1.69266335e-04  9.99989271e-01
  1.08750000e+04  1.76507107e-04  1.76508955e-04  9.99989569e-01
  1.06250000e+04  1.84231030e-04  1.84232907e-04  9.99989867e-01
  1.05034287e+04  1.88173959e-04  1.88175836e-04  9.99989986e-01
  1.03750000e+04  1.92480235e-04  1.92482141e-04  9.99990165e-01
  1.01250000e+04  2.01303716e-04  2.01305636e-04  9.99990523e-01
  9.95000000e+03  2.07850884e-04  2.07852805e-04  9.99990761e-01
  9.85000000e+03  2.11738297e-04  2.11740218e-04  9.99990940e-01
  9.75000000e+03  2.15737091e-04  2.15739012e-04  9.99991059e-01
  9.65000000e+03  2.19851529e-04  2.19853464e-04  9.99991238e-01
  9.55000000e+03  2.24086107e-04  2.24088042e-04  9.99991417e-01
  9.45000000e+03  2.28445526e-04  2.28447461e-04  9.99991536e-01
  9.35000000e+03  2.32934704e-04  2.32936625e-04  9.99991715e-01
  9.25000000e+03  2.37558779e-04  2.37560715e-04  9.99991894e-01
  9.21353320e+03  2.39279674e-04  2.39281595e-04  9.99991953e-01
  9.15000000e+03  2.42323164e-04  2.42325099e-04  9.99992013e-01
  9.05000000e+03  2.47233547e-04  2.47235468e-04  9.99992192e-01
  8.95000000e+03  2.52295868e-04  2.52297788e-04  9.99992371e-01
  8.85000000e+03  2.57516367e-04  2.57518288e-04  9.99992490e-01
  8.75000000e+03  2.62901594e-04  2.62903544e-04  9.99992669e-01
  8.65000000e+03  2.68458476e-04  2.68460397e-04  9.99992847e-01
  8.55000000e+03  2.74194259e-04  2.74196180e-04  9.99992967e-01
  8.45000000e+03  2.80116510e-04  2.80118431e-04  9.99993145e-01
  8.35000000e+03  2.86233291e-04  2.86235212e-04  9.99993265e-01
  8.25000000e+03  2.92552984e-04  2.92554934e-04  9.99993384e-01
  8.20613867e+03  2.95391219e-04  2.95393140e-04  9.99993443e-01
  8.20580176e+03  2.89652060e-04  2.89654097e-04  9.99992967e-01
  8.15000000e+03  2.93296558e-04  2.93298595e-04  9.99993086e-01
  8.05000000e+03  3.00000858e-04  3.00002896e-04  9.99993205e-01
  7.95000000e+03  3.06935952e-04  3.06937960e-04  9.99993384e-01
  7.85000000e+03  3.14112316e-04  3.14114353e-04  9.99993563e-01
  7.77599707e+03  3.19584884e-04  3.19586921e-04  9.99993682e-01
  7.75000000e+03  3.21541069e-04  3.21543077e-04  9.99993742e-01
  7.65000000e+03  3.29233881e-04  3.29235889e-04  9.99993861e-01
  7.55000000e+03  3.37203121e-04  3.37205158e-04  9.99994040e-01
  7.45000000e+03  3.45461915e-04  3.45463923e-04  9.99994159e-01
  7.38897607e+03  3.50649876e-04  3.50651884e-04  9.99994278e-01
  7.35000000e+03  3.54024029e-04  3.54026037e-04  9.99994338e-01
  7.25000000e+03  3.62904102e-04  3.62906110e-04  9.99994457e-01
  7.15000000e+03  3.72117589e-04  3.72119597e-04  9.99994576e-01
  7.05000000e+03  3.81680933e-04  3.81682941e-04  9.99994695e-01
  6.95000000e+03  3.91611422e-04  3.91613459e-04  9.99994874e-01
  6.85000000e+03  4.01927507e-04  4.01929545e-04  9.99994993e-01
  6.75000000e+03  4.12648660e-04  4.12650697e-04  9.99995112e-01
  6.72004639e+03  4.15941962e-04  4.15944000e-04  9.99995112e-01
  6.65000000e+03  4.23795602e-04  4.23797639e-04  9.99995232e-01
  6.55000000e+03  4.35390277e-04  4.35392314e-04  9.99995291e-01
  6.45000000e+03  4.47455968e-04  4.47458006e-04  9.99995410e-01
  6.35000000e+03  4.60017502e-04  4.60019539e-04  9.99995589e-01
  6.25000000e+03  4.73101158e-04  4.73103195e-04  9.99995708e-01
  6.16217920e+03  4.85044002e-04  4.85046039e-04  9.99995768e-01
  6.15000000e+03  4.86734905e-04  4.86736943e-04  9.99995828e-01
  6.05000000e+03  5.00948576e-04  5.00950555e-04  9.99995947e-01
  5.95000000e+03  5.15773776e-04  5.15775755e-04  9.99996066e-01
  5.85000000e+03  5.31244266e-04  5.31246245e-04  9.99996185e-01
  5.75000000e+03  5.47396019e-04  5.47397998e-04  9.99996364e-01
  5.68999756e+03  5.57430321e-04  5.57432300e-04  9.99996483e-01
  5.68983594e+03  5.54486527e-04  5.54488564e-04  9.99996364e-01
  5.65000000e+03  5.61296358e-04  5.61298395e-04  9.99996424e-01
  5.55000000e+03  5.78931591e-04  5.78933628e-04  9.99996603e-01
  5.45000000e+03  5.97375387e-04  5.97377366e-04  9.99996781e-01
  5.35000000e+03  6.16674894e-04  6.16676814e-04  9.99996960e-01
  5.33038721e+03  6.20564679e-04  6.20566600e-04  9.99996960e-01
  5.25000000e+03  6.36880635e-04  6.36882498e-04  9.99997139e-01
  5.15000000e+03  6.58046629e-04  6.58048375e-04  9.99997318e-01
  5.05000000e+03  6.80230791e-04  6.80232479e-04  9.99997497e-01
  5.01365576e+03  6.88557629e-04  6.88559317e-04  9.99997556e-01
  4.95000000e+03  7.03495229e-04  7.03496858e-04  9.99997675e-01
  4.85000000e+03  7.27906823e-04  7.27908395e-04  9.99997854e-01
  4.75000000e+03  7.53537344e-04  7.53538858e-04  9.99998033e-01
