Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
39000.  3.60   18.1   5.10e-06    2319.
n = 2840

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  5.64824368e-11  5.64824368e-11  1.00000000e+00
  2.00000000e+08  1.47153301e-09  1.47153301e-09  1.00000000e+00
  1.20000000e+07  2.64083617e-08  2.64083617e-08  9.99999940e-01
  1.00000000e+06  1.74678306e-07  1.74678490e-07  9.99998987e-01
  6.00000000e+05  2.85694568e-07  2.85695080e-07  9.99998271e-01
  2.50000000e+05  8.54981067e-07  8.54987832e-07  9.99992073e-01
  1.20000000e+05  2.50304788e-06  2.50309336e-06  9.99981880e-01
  5.00000000e+04  1.04380988e-05  1.04383525e-05  9.99975622e-01
  4.85000000e+04  1.10095771e-05  1.10098463e-05  9.99975562e-01
  4.75000000e+04  1.14197992e-05  1.14200766e-05  9.99975562e-01
  4.65000000e+04  1.18557391e-05  1.18560292e-05  9.99975562e-01
  4.55000000e+04  1.23196442e-05  1.23199443e-05  9.99975562e-01
  4.45000000e+04  1.28140073e-05  1.28143211e-05  9.99975562e-01
  4.35000000e+04  1.33416170e-05  1.33419426e-05  9.99975562e-01
  4.25000000e+04  1.39055874e-05  1.39059266e-05  9.99975562e-01
  4.15000000e+04  1.45094127e-05  1.45097674e-05  9.99975562e-01
  4.05000000e+04  1.51570230e-05  1.51573931e-05  9.99975562e-01
  3.95000000e+04  1.58528492e-05  1.58532366e-05  9.99975562e-01
  3.85000000e+04  1.66019072e-05  1.66023128e-05  9.99975562e-01
  3.75000000e+04  1.74098877e-05  1.74103134e-05  9.99975622e-01
  3.65000000e+04  1.82832773e-05  1.82837230e-05  9.99975622e-01
  3.55000000e+04  1.92294829e-05  1.92299503e-05  9.99975681e-01
  3.50017500e+04  1.97307018e-05  1.97311838e-05  9.99975681e-01
