Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
37000.  4.00    9.4   2.30e-07    2183.
n = 2725

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  8.78044304e-11  8.78044304e-11  1.00000000e+00
  2.00000000e+08  2.59165467e-10  2.59165467e-10  1.00000000e+00
  1.20000000e+07  1.97383221e-09  1.97383221e-09  1.00000000e+00
  1.00000000e+06  3.15909183e-08  3.15909183e-08  9.99999940e-01
  6.00000000e+05  7.44533253e-08  7.44533324e-08  9.99999940e-01
  2.50000000e+05  3.56426284e-07  3.56426312e-07  9.99999881e-01
  1.20000000e+05  1.42285887e-06  1.42285910e-06  9.99999881e-01
  5.00000000e+04  7.69528469e-06  7.69528651e-06  9.99999821e-01
  4.85000000e+04  8.16443207e-06  8.16443298e-06  9.99999821e-01
  4.75000000e+04  8.50193737e-06  8.50193919e-06  9.99999821e-01
  4.65000000e+04  8.86124326e-06  8.86124417e-06  9.99999821e-01
  4.55000000e+04  9.24428696e-06  9.24428878e-06  9.99999821e-01
  4.45000000e+04  9.65323306e-06  9.65323488e-06  9.99999821e-01
  4.35000000e+04  1.00905054e-05  1.00905072e-05  9.99999821e-01
  4.25000000e+04  1.05588242e-05  1.05588269e-05  9.99999821e-01
  4.15000000e+04  1.10612527e-05  1.10612546e-05  9.99999821e-01
  4.05000000e+04  1.16012507e-05  1.16012543e-05  9.99999821e-01
  3.95000000e+04  1.21827297e-05  1.21827334e-05  9.99999821e-01
  3.85000000e+04  1.28101283e-05  1.28101301e-05  9.99999821e-01
  3.75000000e+04  1.34884813e-05  1.34884840e-05  9.99999821e-01
  3.65000000e+04  1.42235222e-05  1.42235249e-05  9.99999821e-01
  3.55000000e+04  1.50217647e-05  1.50217684e-05  9.99999821e-01
  3.50017500e+04  1.54453483e-05  1.54453519e-05  9.99999821e-01
  3.45000000e+04  1.58906332e-05  1.58906369e-05  9.99999821e-01
  3.34000000e+04  1.69380692e-05  1.69380728e-05  9.99999821e-01
  3.24000000e+04  1.79841263e-05  1.79841300e-05  9.99999821e-01
  3.17500000e+04  1.87173537e-05  1.87173573e-05  9.99999821e-01
  3.12500000e+04  1.93124397e-05  1.93124433e-05  9.99999821e-01
  3.07500000e+04  1.99363494e-05  1.99363531e-05  9.99999821e-01
  3.02500000e+04  2.05908473e-05  2.05908527e-05  9.99999821e-01
  2.97500000e+04  2.12778232e-05  2.12778268e-05  9.99999821e-01
  2.92500000e+04  2.19992871e-05  2.19992926e-05  9.99999821e-01
  2.87500000e+04  2.27573928e-05  2.27573964e-05  9.99999821e-01
  2.82500000e+04  2.35544449e-05  2.35544485e-05  9.99999821e-01
  2.77500000e+04  2.43929135e-05  2.43929171e-05  9.99999821e-01
  2.72500000e+04  2.52754526e-05  2.52754580e-05  9.99999821e-01
  2.67500000e+04  2.62049234e-05  2.62049289e-05  9.99999821e-01
  2.62500000e+04  2.71844146e-05  2.71844201e-05  9.99999762e-01
  2.57500000e+04  2.82172732e-05  2.82172805e-05  9.99999762e-01
  2.52500000e+04  2.93071498e-05  2.93071553e-05  9.99999762e-01
  2.47500000e+04  3.04580244e-05  3.04580317e-05  9.99999762e-01
  2.42500000e+04  3.16742880e-05  3.16742953e-05  9.99999762e-01
  2.37500000e+04  3.29607828e-05  3.29607901e-05  9.99999762e-01
  2.32500000e+04  3.43228967e-05  3.43229076e-05  9.99999762e-01
  2.29000000e+04  3.53245741e-05  3.53245814e-05  9.99999762e-01
  2.27938418e+04  3.56366363e-05  3.56366436e-05  9.99999762e-01
  2.27935801e+04  3.55856537e-05  3.55856610e-05  9.99999762e-01
  2.26500000e+04  3.60157501e-05  3.60157574e-05  9.99999762e-01
  2.22500000e+04  3.72537215e-05  3.72537288e-05  9.99999762e-01
  2.17500000e+04  3.88883709e-05  3.88883782e-05  9.99999762e-01
  2.12962480e+04  4.04623461e-05  4.04623534e-05  9.99999762e-01
  2.12500000e+04  4.06279032e-05  4.06279105e-05  9.99999762e-01
  2.07500000e+04  4.24820500e-05  4.24820573e-05  9.99999762e-01
  2.02500000e+04  4.44619873e-05  4.44619982e-05  9.99999762e-01
