Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
36000.  3.80   13.2   5.10e-07    2084.
n = 2725

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.16329280e-10  1.16329280e-10  1.00000000e+00
  2.00000000e+08  3.87865046e-10  3.87865046e-10  1.00000000e+00
  1.20000000e+07  3.01758751e-09  3.01758751e-09  1.00000000e+00
  1.00000000e+06  3.77375464e-08  3.77375535e-08  9.99999762e-01
  6.00000000e+05  8.26266557e-08  8.26266771e-08  9.99999702e-01
  2.50000000e+05  3.71689822e-07  3.71689964e-07  9.99999642e-01
  1.20000000e+05  1.38906285e-06  1.38906353e-06  9.99999583e-01
  5.00000000e+04  7.52681854e-06  7.52682172e-06  9.99999642e-01
  4.85000000e+04  7.99092777e-06  7.99093050e-06  9.99999642e-01
  4.75000000e+04  8.32463320e-06  8.32463593e-06  9.99999642e-01
  4.65000000e+04  8.67975086e-06  8.67975450e-06  9.99999642e-01
  4.55000000e+04  9.05818979e-06  9.05819343e-06  9.99999642e-01
  4.45000000e+04  9.46207911e-06  9.46208274e-06  9.99999642e-01
  4.35000000e+04  9.89380078e-06  9.89380442e-06  9.99999642e-01
  4.25000000e+04  1.03560214e-05  1.03560251e-05  9.99999642e-01
  4.15000000e+04  1.08517297e-05  1.08517343e-05  9.99999642e-01
  4.05000000e+04  1.13842816e-05  1.13842862e-05  9.99999642e-01
  3.95000000e+04  1.19574424e-05  1.19574470e-05  9.99999642e-01
  3.85000000e+04  1.25754432e-05  1.25754468e-05  9.99999642e-01
  3.75000000e+04  1.32430323e-05  1.32430368e-05  9.99999583e-01
  3.65000000e+04  1.39655476e-05  1.39655540e-05  9.99999583e-01
  3.55000000e+04  1.47489836e-05  1.47489900e-05  9.99999583e-01
  3.50017500e+04  1.51641316e-05  1.51641379e-05  9.99999583e-01
  3.45000000e+04  1.56000733e-05  1.56000806e-05  9.99999583e-01
  3.34000000e+04  1.66234786e-05  1.66234859e-05  9.99999583e-01
  3.24000000e+04  1.76424310e-05  1.76424383e-05  9.99999583e-01
  3.17500000e+04  1.83547127e-05  1.83547199e-05  9.99999583e-01
  3.12500000e+04  1.89315979e-05  1.89316052e-05  9.99999583e-01
  3.07500000e+04  1.95352695e-05  1.95352786e-05  9.99999583e-01
  3.02500000e+04  2.01672792e-05  2.01672883e-05  9.99999583e-01
  2.97500000e+04  2.08292950e-05  2.08293059e-05  9.99999583e-01
  2.92500000e+04  2.15231012e-05  2.15231121e-05  9.99999523e-01
  2.87500000e+04  2.22506260e-05  2.22506369e-05  9.99999523e-01
  2.82500000e+04  2.30139503e-05  2.30139613e-05  9.99999523e-01
  2.77500000e+04  2.38153370e-05  2.38153461e-05  9.99999523e-01
  2.72500000e+04  2.46572454e-05  2.46572563e-05  9.99999523e-01
