Teff    log g  R/Rsun  Mdot       vinf
 (K)    (cgs)        (Msun/yr)   (km/s)
28000.  3.00   26.3   2.60e-06    1563.
n = 2711

  Wavelength      Eddington flux    Continuum   Normalized spectrum
  (Angstroms)     (erg/s/cm2/Hz)  (erg/s/cm2/Hz)

  6.00000000e+08  1.17310245e-10  1.17310245e-10  1.00000000e+00
  2.00000000e+08  6.92762792e-10  6.92762792e-10  1.00000000e+00
  1.20000000e+07  7.56191287e-09  7.56191287e-09  1.00000000e+00
  1.00000000e+06  5.93482952e-08  5.93483342e-08  9.99999344e-01
  6.00000000e+05  1.13219208e-07  1.13219350e-07  9.99998748e-01
  2.50000000e+05  4.10565690e-07  4.10566571e-07  9.99997795e-01
  1.20000000e+05  1.32740104e-06  1.32740456e-06  9.99997318e-01
  5.00000000e+04  6.41312272e-06  6.41314000e-06  9.99997318e-01
  4.85000000e+04  6.80026415e-06  6.80028234e-06  9.99997318e-01
  4.75000000e+04  7.07921072e-06  7.07922982e-06  9.99997318e-01
  4.65000000e+04  7.37650362e-06  7.37652317e-06  9.99997318e-01
  4.55000000e+04  7.69373491e-06  7.69375583e-06  9.99997318e-01
  4.45000000e+04  8.03266448e-06  8.03268631e-06  9.99997377e-01
  4.35000000e+04  8.39524273e-06  8.39526456e-06  9.99997377e-01
  4.25000000e+04  8.78363517e-06  8.78365881e-06  9.99997377e-01
  4.15000000e+04  9.20026105e-06  9.20028469e-06  9.99997377e-01
  4.05000000e+04  9.64782430e-06  9.64784977e-06  9.99997437e-01
  3.95000000e+04  1.01293672e-05  1.01293926e-05  9.99997437e-01
  3.85000000e+04  1.06483240e-05  1.06483503e-05  9.99997437e-01
  3.75000000e+04  1.12085872e-05  1.12086154e-05  9.99997497e-01
  3.65000000e+04  1.18145963e-05  1.18146254e-05  9.99997497e-01
  3.55000000e+04  1.24714288e-05  1.24714597e-05  9.99997556e-01
  3.50017500e+04  1.28194506e-05  1.28194824e-05  9.99997556e-01
  3.45000000e+04  1.31849320e-05  1.31849638e-05  9.99997556e-01
  3.34000000e+04  1.40433212e-05  1.40433540e-05  9.99997556e-01
  3.24000000e+04  1.48990785e-05  1.48991130e-05  9.99997616e-01
  3.17500000e+04  1.54982936e-05  1.54983318e-05  9.99997616e-01
  3.12500000e+04  1.59843876e-05  1.59844258e-05  9.99997616e-01
  3.07500000e+04  1.64939247e-05  1.64939629e-05  9.99997616e-01
  3.02500000e+04  1.70284547e-05  1.70284929e-05  9.99997675e-01
  2.97500000e+04  1.75896548e-05  1.75896967e-05  9.99997675e-01
  2.92500000e+04  1.81793494e-05  1.81793912e-05  9.99997675e-01
  2.87500000e+04  1.87995083e-05  1.87995502e-05  9.99997675e-01
  2.82500000e+04  1.94522709e-05  1.94523163e-05  9.99997675e-01
  2.77500000e+04  2.01399653e-05  2.01400107e-05  9.99997675e-01
  2.72500000e+04  2.08651163e-05  2.08651654e-05  9.99997675e-01
  2.67500000e+04  2.16304743e-05  2.16305252e-05  9.99997675e-01
  2.62500000e+04  2.24390351e-05  2.24390897e-05  9.99997675e-01
  2.57500000e+04  2.32940638e-05  2.32941184e-05  9.99997675e-01
  2.52500000e+04  2.41991238e-05  2.41991784e-05  9.99997675e-01
  2.47500000e+04  2.51581168e-05  2.51581732e-05  9.99997675e-01
  2.42500000e+04  2.61753139e-05  2.61753758e-05  9.99997675e-01
  2.37500000e+04  2.72554098e-05  2.72554735e-05  9.99997675e-01
  2.32500000e+04  2.84035668e-05  2.84036323e-05  9.99997675e-01
  2.29000000e+04  2.92507975e-05  2.92508666e-05  9.99997675e-01
  2.27938418e+04  2.95152331e-05  2.95153022e-05  9.99997675e-01
  2.27935801e+04  2.92595978e-05  2.92596633e-05  9.99997735e-01
