Age (s),L_FUV/M (L_sun/M_sun)
68100000.0,4.921561656568074
68200000.0,4.92277856956351
68300000.0,4.894591092111856
68400000.0,4.881611093692972
68500000.0,4.871086977285112
68600000.0,4.856106348040311
68700000.0,4.831829813973658
68800000.0,4.831937646912226
68900000.0,4.813345185219082
69000000.0,4.778775945931246
69100000.0,4.7788560059289305
69200000.0,4.760143921655698
69300000.0,4.724588310173799
69400000.0,4.706092236982487
69500000.0,4.687629329086837
69600000.0,4.6521089737055155
69700000.0,4.642136071096278
69800000.0,4.6324997600730375
69900000.0,4.608538872043158
70000000.0,4.583823861535897
70100000.0,4.590137330639799
70200000.0,4.575258313288255
70300000.0,4.558521310560949
70400000.0,4.555432302797737
70500000.0,4.546189186877277
70600000.0,4.530858593517894
70700000.0,4.526815789570223
70800000.0,4.522682042228817
70900000.0,4.502037643100659
71000000.0,4.501083601755787
71100000.0,4.492931106920154
71200000.0,4.474738967911902
71300000.0,4.469687275554778
71400000.0,4.474805544473429
71500000.0,4.448117967324537
71600000.0,4.4387601658812
71700000.0,4.446240095605563
71800000.0,4.42243481344807
71900000.0,4.4073876490210955
72000000.0,4.414368404427198
72100000.0,4.401787846769965
72200000.0,4.383793098930724
72300000.0,4.378793385732645
72400000.0,4.375118132072725
72500000.0,4.35897854230639
72600000.0,4.3441506321756425
72700000.0,4.344916411666603
72800000.0,4.3326836412150485
72900000.0,4.3190077569418595
73000000.0,4.321884783171414
73100000.0,4.301335688170834
73200000.0,4.2896308609066045
73300000.0,4.287822253145521
73400000.0,4.2747186839345925
73500000.0,4.261236819279595
73600000.0,4.262029159417728
73700000.0,4.249831738293511
73800000.0,4.236256016468015
73900000.0,4.232974420602684
74000000.0,4.227291653956212
74100000.0,4.21062101672041
74200000.0,4.202064903592844
74300000.0,4.196175678079502
74400000.0,4.181373784780379
74500000.0,4.171237894824984
74600000.0,4.16723935067818
74700000.0,4.157351775051062
74800000.0,4.1420997568628
74900000.0,4.13780664625834
75000000.0,4.129460158161717
75100000.0,4.113369916202237
75200000.0,4.1128552801736875
75300000.0,4.099908034039993
75400000.0,4.086343815010571
75500000.0,4.084698379657404
75600000.0,4.074101662072782
75700000.0,4.058669358619595
75800000.0,4.05358817789018
75900000.0,4.0401047042095914
76000000.0,4.034199286118975
76100000.0,4.02711480500915
76200000.0,4.015109660819701
76300000.0,4.010921163404832
76400000.0,3.998538536016907
76500000.0,3.9910695956624607
76600000.0,3.9845197524037848
76700000.0,3.973177769084247
76800000.0,3.9662932246473384
76900000.0,3.9568916282594047
77000000.0,3.941990919819874
77100000.0,3.939893421971186
77200000.0,3.931670213332441
77300000.0,3.914849441381647
77400000.0,3.907539931857666
77500000.0,3.895923094686962
77600000.0,3.88796573269402
77700000.0,3.8790341351532183
77800000.0,3.870311981717197
77900000.0,3.861825556558675
78000000.0,3.851471488001134
78100000.0,3.841057299964239
78200000.0,3.8348589425660315
78300000.0,3.8245789833453347
78400000.0,3.8238623381911205
78500000.0,3.8009649902467624
78600000.0,3.7952542960553504
78700000.0,3.7893111093801033
78800000.0,3.7714046113389013
78900000.0,3.756305631412379
79000000.0,3.7412748381709733
79100000.0,3.728739354235973
79200000.0,3.718004443293845
79300000.0,3.701996901578669
79400000.0,3.6974634766806416
79500000.0,3.685655846013283
79600000.0,3.6660983096410247
79700000.0,3.6534584953094584
79800000.0,3.6453270971840137
79900000.0,3.630655925615077
80000000.0,3.6176445647012305
80100000.0,3.609688813365073
80200000.0,3.5942658103213874
80300000.0,3.588162233123265
80400000.0,3.5753621319471134
80500000.0,3.5630443200145265
80600000.0,3.5496453004589315
80700000.0,3.5414216091069197
80800000.0,3.5336681072131357
80900000.0,3.5178890068732365
81000000.0,3.50591049727623
81100000.0,3.4987904658793156
81200000.0,3.4800894373387004
81300000.0,3.472262634232412
81400000.0,3.4659304709823164
81500000.0,3.4507905423319607
81600000.0,3.449724394871365
81700000.0,3.4435730594345406
81800000.0,3.4278813287688457
81900000.0,3.422015095185101
82000000.0,3.4170132069292287
82100000.0,3.4041710315304994
82200000.0,3.396346977676488
82300000.0,3.3893268598965065
82400000.0,3.379606550097818
82500000.0,3.3650475272734885
82600000.0,3.358069933524606
82700000.0,3.3547080114306524
82800000.0,3.3375458892988332
82900000.0,3.3265923630694543
83000000.0,3.3250378770637186
83100000.0,3.311222087916059
83200000.0,3.3000778853890953
83300000.0,3.3017650941069663
83400000.0,3.2822226919321134
83500000.0,3.2731731925447183
83600000.0,3.2642325562661743
83700000.0,3.2562178345814172
83800000.0,3.2501765878550883
83900000.0,3.242543733262942
84000000.0,3.233754666866722
84100000.0,3.2231215177695374
84200000.0,3.2143608003750015
84300000.0,3.2093883530706226
84400000.0,3.1971605967966474
84500000.0,3.187031315695134
84600000.0,3.1836910565065075
84700000.0,3.1686257478098465
84800000.0,3.1614080837816347
84900000.0,3.1568866943081253
85000000.0,3.13606022690682
85100000.0,3.1320508308540913
85200000.0,3.128104868340263
85300000.0,3.1095123200913855
85400000.0,3.1088992138765787
85500000.0,3.105211477284485
85600000.0,3.0882728967991184
85700000.0,3.079738373403551
85800000.0,3.068756050194143
85900000.0,3.058334871352621
86000000.0,3.0475920677377553
86100000.0,3.038938982245026
86200000.0,3.030585469841287
86300000.0,3.016228424450024
86400000.0,3.014681282546654
86500000.0,3.0046245704224925
86600000.0,2.9875802641563465
