# My Header 
#  has 3 lines 
#  Wavelenth (micron)  Kappa (m^2/kg)
3.273000000000000114e+02 3.246519658336072811e-01
3.236000000000000227e+02 3.321315044653941895e-01
3.198999999999999773e+02 3.396110430971807648e-01
3.161999999999999886e+02 3.470905817289677842e-01
3.126000000000000227e+02 3.557596495730601105e-01
3.090000000000000000e+02 3.644287174171521593e-01
3.055000000000000000e+02 3.728569778211309194e-01
3.020000000000000000e+02 3.812852382251095129e-01
2.985000000000000000e+02 3.897134986290879954e-01
2.951000000000000227e+02 3.994477233829993312e-01
2.916999999999999886e+02 4.091819481369108336e-01
2.883999999999999773e+02 4.186298721627662589e-01
2.851000000000000227e+02 4.280777961886214622e-01
2.818000000000000114e+02 4.375257202144766655e-01
2.786000000000000227e+02 4.484841683262276724e-01
2.753999999999999773e+02 4.594426164379786237e-01
2.723000000000000114e+02 4.700586130462374168e-01
2.691999999999999886e+02 4.806746096544963764e-01
2.661000000000000227e+02 4.912906062627549475e-01
2.630000000000000000e+02 5.038581447911522071e-01
2.600000000000000000e+02 5.160202788508918559e-01
2.570000000000000000e+02 5.281824129106315047e-01
2.540999999999999943e+02 5.399391425017129320e-01
2.511999999999999886e+02 5.516958720927943594e-01
2.483000000000000114e+02 5.657017915953695963e-01
2.455000000000000000e+02 5.792247483564768595e-01
2.426999999999999886e+02 5.927477051175842337e-01
2.399000000000000057e+02 6.062706618786913859e-01
2.370999999999999943e+02 6.197936186397986491e-01
2.344000000000000057e+02 6.354450117243590768e-01
2.316999999999999886e+02 6.510964048089195044e-01
2.290999999999999943e+02 6.661681166681261423e-01
2.265000000000000000e+02 6.812398285273322251e-01
2.239000000000000057e+02 6.963115403865384190e-01
2.213000000000000114e+02 7.140705604133424922e-01
2.188000000000000114e+02 7.311465412083461013e-01
2.163000000000000114e+02 7.482225220033498214e-01
2.138000000000000114e+02 7.652985027983536526e-01
2.113000000000000114e+02 7.823744835933574837e-01
2.089000000000000057e+02 8.020876419528810697e-01
2.065000000000000000e+02 8.218008003124053218e-01
2.041999999999999886e+02 8.406925770736164427e-01
2.018000000000000114e+02 8.604057354331398066e-01
1.995000000000000000e+02 8.792975121943511496e-01
1.971999999999999886e+02 9.018103819974696567e-01
1.950000000000000000e+02 9.233444313743659482e-01
1.928000000000000114e+02 9.448784807512617956e-01
1.905000000000000000e+02 9.673913505543799696e-01
1.884000000000000057e+02 9.879465795050533794e-01
1.861999999999999886e+02 1.013331628141118212e+00
1.840999999999999943e+02 1.037562810930088730e+00
1.820000000000000000e+02 1.061793993719060136e+00
1.799000000000000057e+02 1.086025176508030432e+00
1.778000000000000114e+02 1.110256359297001394e+00
1.758000000000000114e+02 1.138092820300887542e+00
1.738000000000000114e+02 1.165929281304773468e+00
1.718000000000000114e+02 1.193765742308660283e+00
1.698000000000000114e+02 1.221602203312546431e+00
1.679000000000000057e+02 1.248046841266238882e+00
1.660000000000000000e+02 1.279481621627163168e+00
1.640999999999999943e+02 1.310916401988088120e+00
1.621999999999999886e+02 1.342351182349012406e+00
1.603000000000000114e+02 1.373785962709936470e+00
1.585000000000000000e+02 1.403566280946601408e+00
1.566999999999999886e+02 1.439008107447284912e+00
1.549000000000000057e+02 1.474449933947966196e+00
1.530999999999999943e+02 1.509891760448649034e+00
1.514000000000000057e+02 1.543364596588181703e+00
1.495999999999999943e+02 1.578806423088864319e+00
1.479000000000000057e+02 1.619278181946710360e+00
1.461999999999999886e+02 1.659749940804556401e+00
1.445000000000000000e+02 1.700221699662401109e+00
1.429000000000000057e+02 1.738312766822727395e+00
1.413000000000000114e+02 1.776403833983052793e+00
1.395999999999999943e+02 1.824346302346004922e+00
1.380000000000000000e+02 1.869468625511135240e+00
1.365000000000000000e+02 1.911770803478445080e+00
1.349000000000000057e+02 1.956893126643576064e+00
1.334000000000000057e+02 1.999195304610885682e+00
1.318000000000000114e+02 2.052910079625817286e+00
1.303000000000000114e+02 2.103267681202317441e+00
1.288000000000000114e+02 2.153625282778817596e+00
1.274000000000000057e+02 2.200625710916883637e+00
1.259000000000000057e+02 2.250983312493381572e+00
1.245000000000000000e+02 2.307760350940827987e+00
1.230000000000000000e+02 2.368592892134521399e+00
1.215999999999999943e+02 2.425369930581966926e+00
1.202000000000000028e+02 2.482146969029411121e+00
1.189000000000000057e+02 2.534868504730610983e+00
1.175000000000000000e+02 2.601591869111637312e+00
1.160999999999999943e+02 2.668315233492660976e+00
1.147999999999999972e+02 2.730272643275041933e+00
1.135000000000000000e+02 2.792230053057421557e+00
1.122000000000000028e+02 2.854187462839801182e+00
1.109000000000000057e+02 2.929338576281622419e+00
1.095999999999999943e+02 3.004489689723443657e+00
1.084000000000000057e+02 3.073859948285122545e+00
1.072000000000000028e+02 3.143230206846803210e+00
1.059000000000000057e+02 3.218381320288622227e+00
1.047000000000000028e+02 3.301858813035808637e+00
1.035000000000000000e+02 3.385336305782991939e+00
1.022999999999999972e+02 3.468813798530177905e+00
1.012000000000000028e+02 3.545334833548429820e+00
1.000000000000000000e+02 3.628812326295616231e+00
9.885999999999999943e+01 3.723788775402279594e+00
9.771999999999999886e+01 3.818765224508941625e+00
9.660999999999999943e+01 3.911242293375956969e+00
9.550000000000000000e+01 4.003719362242973645e+00
9.440999999999999659e+01 4.094530177616887201e+00
9.332999999999999829e+01 4.202303701098997202e+00
9.226000000000000512e+01 4.309079321585901567e+00
9.120000000000000284e+01 4.414857039077604739e+00
9.015999999999999659e+01 4.518638950578895752e+00
8.912999999999999545e+01 4.621422959084983795e+00
8.809999999999999432e+01 4.744742485039470381e+00
8.709999999999999432e+01 4.864470180140912703e+00
8.609999999999999432e+01 4.984197875242358577e+00
8.510999999999999943e+01 5.102728293392790881e+00
8.414000000000000057e+01 5.218864157641192492e+00
8.318000000000000682e+01 5.357287468348830295e+00
8.221999999999999886e+01 5.495710779056473427e+00
8.128000000000000114e+01 5.631250270791039902e+00
8.034999999999999432e+01 5.765347853039069825e+00
7.943000000000000682e+01 5.898003525800555202e+00
7.851999999999999602e+01 6.054499855496000116e+00
7.762000000000000455e+01 6.209276445304679370e+00
7.673999999999999488e+01 6.360613555339834413e+00
7.585999999999999943e+01 6.511950665374985014e+00
7.498999999999999488e+01 6.661568035523375286e+00
7.412999999999999545e+01 6.840357386612785362e+00
7.328000000000000114e+01 7.017067791759291850e+00
7.243999999999999773e+01 7.191699250962897416e+00
7.160999999999999943e+01 7.364251764223602947e+00
7.079000000000000625e+01 7.534725331541413773e+00
6.998000000000000398e+01 7.737317692486067600e+00
6.918000000000000682e+01 7.937408913172149028e+00
6.839000000000000057e+01 8.134998993599660722e+00
6.760999999999999943e+01 8.330087933768593800e+00
6.682999999999999829e+01 8.525176873937523325e+00
6.606999999999999318e+01 8.753569842759063135e+00
6.531000000000000227e+01 8.981962811580592287e+00
6.456999999999999318e+01 9.204345439117357586e+00
6.382999999999999829e+01 9.426728066654115779e+00
6.310000000000000142e+01 9.646105523548486715e+00
6.236999999999999744e+01 9.907827026519097302e+00
6.165999999999999659e+01 1.016237807735352838e+01
6.095000000000000284e+01 1.041692912818795058e+01
6.025999999999999801e+01 1.066430972688620393e+01
5.957000000000000028e+01 1.091169032558445018e+01
5.888000000000000256e+01 1.120768674097058337e+01
5.821000000000000085e+01 1.149510355011364204e+01
5.753999999999999915e+01 1.178252035925670604e+01
5.689000000000000057e+01 1.206135756215668131e+01
5.622999999999999687e+01 1.234448456817820805e+01
5.559000000000000341e+01 1.267359850765978990e+01
5.495000000000000284e+01 1.300271244714137708e+01
5.432999999999999829e+01 1.332154157601416777e+01
5.370000000000000284e+01 1.364551311019135404e+01
5.309000000000000341e+01 1.395919983375973850e+01
5.247999999999999687e+01 1.433090595806096523e+01
5.188000000000000256e+01 1.469651853934084151e+01
5.128999999999999915e+01 1.505603757759940109e+01
5.070000000000000284e+01 1.541555661585794823e+01
5.011999999999999744e+01 1.576898211109517867e+01
4.954999999999999716e+01 1.618454388357755747e+01
4.897999999999999687e+01 1.660010565605993449e+01
4.842000000000000171e+01 1.700837687113033425e+01
4.785999999999999943e+01 1.741664808620074467e+01
4.732000000000000028e+01 1.781033818644721123e+01
4.677000000000000313e+01 1.828610464273826253e+01
4.624000000000000199e+01 1.874457050061874241e+01
4.571000000000000085e+01 1.920303635849921875e+01
4.518999999999999773e+01 1.965285191717440938e+01
4.467000000000000171e+01 2.010266747584958935e+01
4.415999999999999659e+01 2.062831514183037740e+01
4.364999999999999858e+01 2.115396280781115124e+01
4.314999999999999858e+01 2.166930365681193038e+01
4.265999999999999659e+01 2.217433768883269352e+01
4.217000000000000171e+01 2.267937172085344244e+01
4.168999999999999773e+01 2.325900743881823729e+01
4.121000000000000085e+01 2.383864315678304635e+01
4.074000000000000199e+01 2.440620313062357738e+01
4.027000000000000313e+01 2.497376310446409420e+01
3.981000000000000227e+01 2.552924733418037206e+01
3.935999999999999943e+01 2.616418486979238978e+01
3.889999999999999858e+01 2.681323212841801151e+01
3.846000000000000085e+01 2.743405994101642520e+01
3.802000000000000313e+01 2.805488775361481402e+01
3.757999999999999829e+01 2.867571556621325257e+01
3.714999999999999858e+01 2.936509272030501450e+01
3.672999999999999687e+01 3.003843784755744295e+01
3.631000000000000227e+01 3.071178297480985364e+01
3.589000000000000057e+01 3.138512810206228565e+01
3.547999999999999687e+01 3.204244120247537353e+01
3.507999999999999829e+01 3.281578100838090961e+01
3.467000000000000171e+01 3.360845430943406598e+01
3.428000000000000114e+01 3.436246062019196046e+01
3.388000000000000256e+01 3.513580042609752496e+01
3.350000000000000000e+01 3.587047324170778495e+01
3.310999999999999943e+01 3.681279330367251390e+01
3.272999999999999687e+01 3.773095131276635072e+01
3.235999999999999943e+01 3.862494726898929542e+01
3.198999999999999844e+01 3.951894322521222591e+01
3.162000000000000099e+01 4.041293918143514929e+01
3.126000000000000156e+01 4.147826764830752211e+01
3.089999999999999858e+01 4.254359611517994466e+01
3.055000000000000071e+01 4.357933212463921535e+01
3.019999999999999929e+01 4.461506813409849315e+01
2.985000000000000142e+01 4.565080414355773542e+01
2.951000000000000156e+01 4.683636484273356615e+01
2.917000000000000171e+01 4.802192554190939688e+01
2.883999999999999986e+01 4.917261680875650853e+01
2.851000000000000156e+01 5.032330807560364860e+01
2.817999999999999972e+01 5.147399934245078157e+01
2.785999999999999943e+01 5.284211052657099827e+01
2.753999999999999915e+01 5.421022171069122209e+01
2.723000000000000043e+01 5.553557942030766270e+01
2.692000000000000171e+01 5.686093712992413174e+01
2.660999999999999943e+01 5.818629483954063630e+01
2.630000000000000071e+01 5.980480011483626157e+01
2.600000000000000000e+01 6.137109554254173105e+01
2.569999999999999929e+01 6.293739097024725027e+01
2.541000000000000014e+01 6.445147655036250001e+01
2.512000000000000099e+01 6.596556213047779238e+01
2.482999999999999829e+01 6.774114472588975389e+01
2.455000000000000071e+01 6.945550033525299227e+01
2.426999999999999957e+01 7.116985594461630171e+01
2.398999999999999844e+01 7.288421155397955431e+01
2.371000000000000085e+01 7.459856716334282112e+01
2.344000000000000128e+01 7.666514658364147294e+01
2.317000000000000171e+01 7.873172600394021003e+01
2.291000000000000014e+01 8.072176544570932322e+01
2.264999999999999858e+01 8.271180488747845061e+01
2.239000000000000057e+01 8.470184432924760642e+01
2.212999999999999901e+01 8.711470628318856768e+01
2.187999999999999901e+01 8.943476585428570047e+01
2.162999999999999901e+01 9.175482542538279063e+01
2.137999999999999901e+01 9.407488499647989499e+01
2.112999999999999901e+01 9.639494456757699936e+01
2.089000000000000057e+01 9.922767751746766862e+01
2.064999999999999858e+01 1.020604104673583237e+02
2.042000000000000171e+01 1.047751128776702672e+02
2.017999999999999972e+01 1.076078458275608938e+02
1.994999999999999929e+01 1.103225482378728515e+02
1.971999999999999886e+01 1.128823065548981930e+02
1.950000000000000000e+01 1.153307710320528940e+02
1.928000000000000114e+01 1.177792355092075098e+02
1.905000000000000071e+01 1.203389938262328656e+02
1.883999999999999986e+01 1.226761644635168267e+02
1.862000000000000099e+01 1.227752028753486542e+02
1.841000000000000014e+01 1.228697395411879540e+02
1.819999999999999929e+01 1.229642762070274529e+02
1.798999999999999844e+01 1.230588128728667527e+02
1.778000000000000114e+01 1.231533495387061237e+02
1.757999999999999829e+01 1.209186266999404182e+02
1.737999999999999901e+01 1.186839038611747696e+02
1.717999999999999972e+01 1.164491810224090784e+02
1.698000000000000043e+01 1.142144581836434298e+02
1.678999999999999915e+01 1.120914714868160189e+02
1.660000000000000142e+01 1.088173173685994470e+02
1.641000000000000014e+01 1.055431632503829320e+02
1.621999999999999886e+01 1.022690091321663317e+02
1.603000000000000114e+01 9.899485501394983089e+01
1.584999999999999964e+01 9.589302479669200352e+01
1.566999999999999993e+01 9.295529834225223453e+01
1.549000000000000021e+01 9.001757188781252239e+01
1.531000000000000050e+01 8.707984543337283867e+01
1.514000000000000057e+01 8.430532600417971878e+01
1.496000000000000085e+01 8.136759954974003506e+01
1.478999999999999915e+01 7.973870433382222700e+01
1.461999999999999922e+01 7.810980911790447578e+01
1.444999999999999929e+01 7.648091390198669615e+01
1.428999999999999915e+01 7.494783605171117813e+01
1.413000000000000078e+01 7.341475820143563169e+01
1.396000000000000085e+01 7.652597406429111970e+01
1.380000000000000071e+01 7.945417722933160576e+01
1.365000000000000036e+01 8.219936769655707565e+01
1.349000000000000021e+01 8.512757086159757591e+01
1.333999999999999986e+01 8.787276132882297475e+01
1.317999999999999972e+01 9.391233789064014559e+01
1.302999999999999936e+01 9.957444091734373615e+01
1.288000000000000078e+01 1.052365439440472130e+02
1.274000000000000021e+01 1.105211734356373228e+02
1.258999999999999986e+01 1.161832764623409133e+02
1.244999999999999929e+01 1.238444325138504354e+02
1.230000000000000071e+01 1.320528139976105990e+02
1.216000000000000014e+01 1.397139700491201495e+02
1.201999999999999957e+01 1.473751261006297852e+02
1.189000000000000057e+01 1.544890567198886515e+02
1.175000000000000000e+01 1.641738088580220278e+02
1.160999999999999943e+01 1.738585609961554610e+02
1.148000000000000043e+01 1.828515451244221879e+02
1.134999999999999964e+01 1.918445292526889432e+02
1.122000000000000064e+01 2.008375133809556132e+02
1.108999999999999986e+01 2.140953546345465952e+02
1.096000000000000085e+01 2.273531958881371509e+02
1.083999999999999986e+01 2.395912031991442177e+02
1.072000000000000064e+01 2.518292105101510856e+02
1.058999999999999986e+01 2.650870517637419539e+02
1.047000000000000064e+01 2.764909497389435842e+02
1.034999999999999964e+01 2.878948477141454418e+02
1.023000000000000043e+01 2.992987456893470721e+02
1.011999999999999922e+01 3.097523188332820610e+02
1.000000000000000000e+01 3.211562168084836344e+02
9.885999999999999233e+00 3.284580194544650453e+02
9.772000000000000242e+00 3.357598221004459447e+02
9.660999999999999588e+00 3.428694720452172078e+02
9.550000000000000711e+00 3.499791219899881867e+02
9.441000000000000725e+00 3.569606701339525898e+02
9.333000000000000185e+00 3.380739450326594806e+02
9.226000000000000867e+00 3.193620970156378576e+02
9.119999999999999218e+00 3.008251260828869249e+02
9.016000000000000014e+00 2.826379093186789646e+02
8.913000000000000256e+00 2.646255696387422063e+02
8.810000000000000497e+00 2.453339954508392964e+02
8.710000000000000853e+00 2.266043117732639018e+02
8.609999999999999432e+00 2.078746280956880810e+02
8.510999999999999233e+00 1.893322412548883165e+02
8.413999999999999702e+00 1.711644480876400678e+02
8.317999999999999616e+00 1.524988401092665242e+02
8.221999999999999531e+00 1.338332321308930659e+02
8.128000000000000114e+00 1.155564909854023909e+02
8.035000000000000142e+00 9.747418325635308634e+01
7.942999999999999616e+00 7.958630894374505260e+01
7.852000000000000313e+00 7.055819861601803211e+01
7.761999999999999567e+00 6.162929829189233999e+01
7.674000000000000377e+00 5.289881797496957461e+01
7.586000000000000298e+00 4.416833765804673106e+01
7.498999999999999666e+00 3.553706734472520168e+01
7.413000000000000256e+00 3.402126183351997213e+01
7.328000000000000291e+00 3.252308196779384275e+01
7.243999999999999773e+00 3.104252774754685262e+01
7.160999999999999588e+00 2.957959917277898754e+01
7.078999999999999737e+00 2.813429624349026525e+01
6.998000000000000220e+00 2.811215638848169363e+01
6.918000000000000149e+00 2.809028986501641256e+01
6.839000000000000412e+00 2.806869667309446115e+01
6.761000000000000121e+00 2.804737681271581451e+01
6.682999999999999829e+00 2.802605695233719274e+01
6.607000000000000206e+00 2.802763260176440951e+01
6.530999999999999694e+00 2.802920825119161918e+01
6.456999999999999851e+00 2.803074243616024930e+01
6.383000000000000007e+00 2.803227662112885454e+01
6.309999999999999609e+00 2.803379007386816468e+01
6.237000000000000099e+00 2.794572722105618467e+01
6.166000000000000369e+00 2.786007704914317529e+01
6.094999999999999751e+00 2.777442687723015169e+01
6.025999999999999801e+00 2.769118938621609516e+01
5.956999999999999851e+00 2.760795189520203863e+01
5.887999999999999901e+00 2.757029751449562482e+01
5.820999999999999730e+00 2.753373456511404527e+01
5.753999999999999559e+00 2.749717161573246926e+01
5.689000000000000057e+00 2.746170009767570974e+01
5.623000000000000220e+00 2.742568286395653487e+01
5.559000000000000163e+00 2.748562145396637746e+01
5.495000000000000107e+00 2.754556004397624136e+01
5.432999999999999829e+00 2.760362555304830323e+01
5.370000000000000107e+00 2.766262760258925013e+01
5.309000000000000163e+00 2.771975657119237013e+01
5.248000000000000220e+00 2.787037935816090695e+01
5.187999999999999723e+00 2.801853291911353594e+01
5.128999999999999559e+00 2.816421725405029619e+01
5.070000000000000284e+00 2.830990158898705644e+01
5.011999999999999567e+00 2.845311669790793374e+01
4.955000000000000071e+00 2.868752485624580473e+01
4.897999999999999687e+00 2.892193301458367571e+01
4.841999999999999638e+00 2.915222874909107276e+01
4.785999999999999588e+00 2.938252448359847691e+01
4.732000000000000206e+00 2.960459537044487988e+01
4.676999999999999602e+00 2.991491868258259146e+01
4.623999999999999666e+00 3.021395751064257240e+01
4.570999999999999730e+00 3.051299633870256400e+01
4.519000000000000128e+00 3.080639292472368496e+01
4.466999999999999638e+00 3.109978951074480946e+01
4.416000000000000369e+00 3.147280855373374209e+01
4.365000000000000213e+00 3.184582759672267827e+01
4.315000000000000391e+00 3.221153254082949502e+01
4.266000000000000014e+00 3.256992338605414972e+01
4.216999999999999638e+00 3.292831423127884705e+01
4.168999999999999595e+00 3.334178202718389628e+01
4.121000000000000441e+00 3.375524982308895261e+01
4.073999999999999844e+00 3.416010370657932782e+01
4.027000000000000135e+00 3.456495759006970303e+01
3.980999999999999872e+00 3.496119756114537580e+01
3.935999999999999943e+00 3.541717969657941723e+01
3.890000000000000124e+00 3.588329476835644272e+01
3.846000000000000085e+00 3.632914396744749297e+01
3.802000000000000046e+00 3.677499316653856454e+01
3.758000000000000007e+00 3.722084236562962190e+01
3.714999999999999858e+00 3.776044788937139174e+01
3.673000000000000043e+00 3.828750444744473924e+01
3.630999999999999783e+00 3.881456100551808674e+01
3.588999999999999968e+00 3.934161756359144846e+01
3.548000000000000043e+00 3.985612515599638783e+01
3.508000000000000007e+00 4.046617530195939594e+01
3.467000000000000082e+00 4.109147670157148724e+01
3.427999999999999936e+00 4.168627559388539083e+01
3.387999999999999901e+00 4.229632573984840604e+01
3.350000000000000089e+00 4.287587337851326907e+01
3.310999999999999943e+00 4.357119992907477979e+01
3.273000000000000131e+00 4.424869759372443667e+01
3.236000000000000210e+00 4.490836637246228236e+01
3.198999999999999844e+00 4.556803515120010672e+01
3.161999999999999922e+00 4.622770392993795241e+01
3.125999999999999890e+00 4.705282013653151552e+01
3.089999999999999858e+00 4.787793634312508573e+01
3.055000000000000160e+00 4.868013265509103604e+01
3.020000000000000018e+00 4.948232896705702188e+01
2.984999999999999876e+00 5.028452527902299352e+01
2.951000000000000068e+00 5.128456263979338559e+01
2.916999999999999815e+00 5.228460000056379897e+01
2.883999999999999897e+00 5.325522449778208767e+01
2.850999999999999979e+00 5.422584899500039057e+01
2.818000000000000060e+00 5.519647349221875032e+01
2.786000000000000032e+00 5.639782073419988251e+01
2.754000000000000004e+00 5.759916797618105022e+01
2.722999999999999865e+00 5.876297311685029001e+01
2.692000000000000171e+00 5.992677825751955112e+01
2.661000000000000032e+00 6.109058339818881933e+01
2.629999999999999893e+00 6.256366672788812622e+01
2.600000000000000089e+00 6.398923124050031674e+01
2.569999999999999840e+00 6.541479575311261385e+01
2.540999999999999925e+00 6.679284144863773065e+01
2.512000000000000011e+00 6.817088714416289008e+01
2.483000000000000096e+00 6.993025486812713609e+01
2.455000000000000071e+00 7.162895473954085901e+01
2.427000000000000046e+00 7.332765461095458193e+01
2.399000000000000021e+00 7.502635448236831905e+01
2.370999999999999996e+00 7.672505435378204197e+01
2.343999999999999861e+00 7.882315491994398826e+01
2.317000000000000171e+00 8.092125548610586350e+01
2.290999999999999925e+00 8.294164862389136772e+01
2.265000000000000124e+00 8.496204176167694300e+01
2.238999999999999879e+00 8.698243489946248985e+01
2.213000000000000078e+00 8.953050364542228579e+01
2.188000000000000167e+00 9.198056974730666013e+01
2.162999999999999812e+00 9.443063584919109132e+01
2.137999999999999901e+00 9.688070195107553673e+01
2.112999999999999989e+00 9.933076805295993950e+01
2.088999999999999968e+00 1.023592947906159480e+02
2.064999999999999947e+00 1.053878215282719850e+02
2.041999999999999815e+00 1.082901596518590850e+02
2.017999999999999794e+00 1.113186863895151220e+02
1.995000000000000107e+00 1.142210245131021225e+02
1.971999999999999975e+00 1.179473220453991331e+02
1.949999999999999956e+00 1.215116066415092888e+02
1.927999999999999936e+00 1.250758912376195156e+02
1.905000000000000027e+00 1.288021887699164552e+02
1.883999999999999897e+00 1.322044604298398838e+02
1.862000000000000099e+00 1.367343945098185429e+02
1.840999999999999970e+00 1.410584224952528132e+02
1.820000000000000062e+00 1.453824504806871118e+02
1.798999999999999932e+00 1.497064784661212968e+02
1.778000000000000025e+00 1.540305064515555671e+02
1.758000000000000007e+00 1.593865667775176007e+02
1.737999999999999989e+00 1.647426271034797196e+02
1.717999999999999972e+00 1.700986874294418101e+02
1.697999999999999954e+00 1.754547477554038153e+02
1.679000000000000048e+00 1.805430050650677174e+02
1.659999999999999920e+00 1.869878557205710479e+02
1.641000000000000014e+00 1.934327063760743215e+02
1.622000000000000108e+00 1.998775570315775383e+02
1.602999999999999980e+00 2.063224076870808972e+02
1.584999999999999964e+00 2.124280556765049823e+02
1.566999999999999948e+00 2.199909460032899631e+02
1.548999999999999932e+00 2.275538363300748301e+02
1.530999999999999917e+00 2.351167266568597540e+02
1.514000000000000012e+00 2.422594564099342449e+02
1.495999999999999996e+00 2.498223467367191972e+02
1.479000000000000092e+00 2.585176061387336404e+02
1.461999999999999966e+00 2.672128655407483393e+02
1.445000000000000062e+00 2.759081249427629814e+02
1.429000000000000048e+00 2.840918984976001980e+02
1.413000000000000034e+00 2.922756720524374714e+02
1.395999999999999908e+00 3.025107686602403305e+02
1.379999999999999893e+00 3.121438007617019252e+02
1.364999999999999991e+00 3.211747683568221419e+02
1.348999999999999977e+00 3.308078004582835661e+02
1.334000000000000075e+00 3.398387680534037827e+02
1.318000000000000060e+00 3.514808098346684346e+02
1.302999999999999936e+00 3.623952240046040743e+02
