Figure_3_star_formation_history_surface_density[28]
lookback_myr,sfr_surface_density_msun_per_myr_per_kpc2,sfr_surface_density_uncertainty_msun_per_myr_per_kpc2
29.1,1223.9256793174900,355.6413580984850
29.200000000000000,1238.7915696777900,338.00000269962300
29.3,1257.4525038617200,309.6453260823340
29.400000000000000,1160.044968378530,295.24650566621800
29.5,1197.8439141553900,282.323156173978
29.6,1202.3162294051700,266.0886430786590
29.700000000000000,1207.3435626046900,258.41282215734500
29.8,1207.3276048310900,249.48944846003700
29.900000000000000,1202.1395893690100,245.63507829185600
30.0,1191.807218306270,233.4812765340850
30.1,1094.1284123645700,226.43523764256100
30.200000000000000,1067.358543276190,225.57418358680300
30.3,946.7711218854770,228.77328038497200
30.400000000000000,926.7542925564250,226.7795035053060
30.5,905.8614176928410,237.1451175011250
30.6,884.9364480880260,236.5102924991670
30.700000000000000,865.0071604962270,243.8638331918790
30.8,846.1622514044340,246.12218853386900
30.900000000000000,828.9004853683820,245.5615872366510
31.0,813.6161513034460,239.6066004179700
31.1,800.5920647381640,232.65158137013100
31.200000000000000,789.9982637069830,224.15916484997400
31.3,753.9695152171760,215.0688167434400
31.400000000000000,747.3878940362370,206.8154290552380
31.5,743.0269022795370,196.95077108795600
31.6,740.6674001082100,186.0419556992990
31.700000000000000,737.8140803801000,178.72780975274700
31.8,736.1696196223560,157.4175579841360
31.900000000000000,735.8901689783420,147.2288347616060
32.0,736.5850135764020,139.05063184555700
32.1,827.5332593617630,134.22569663731100
32.2,835.8797022075260,127.39697251733500
32.300000000000000,840.5768271695900,126.24513472346900
32.4,869.0432408464490,123.14202578377800
32.5,870.8469931329800,117.2211280506560
32.6,871.6855238237450,113.53144698398500
32.7,871.5971276015040,113.01522091748800
32.800000000000000,870.7367161794070,115.82741948050600
32.9,813.7030282871290,115.14088948297100
33.0,779.1265609613390,114.67433414272300
33.1,772.9193575021300,114.61935256174700
33.2,771.3424748545490,122.1246355568690
33.300000000000000,771.1588914722570,131.4579397321920
33.4,773.0031566205920,138.83515099953400
33.5,777.5353392998840,145.32923944608300
33.6,785.4315389949130,158.31862343879900
33.7,797.3747386342880,168.1995697970450
33.800000000000000,814.045853076535,184.95611681715200
33.9,836.1144297477780,197.38977532892000
34.0,832.148599654947,219.90367534742700
34.1,866.2629076472790,234.78925798118900
34.2,907.7680955725180,257.5143638722240
34.300000000000000,957.1400402566920,286.27466897112900
34.4,1014.8044279903500,319.3640421078930
34.5,1081.1239910004700,365.3912591783670
34.6,1156.5677356858700,405.67843937259800
34.7,1241.9848401419000,453.5333902321530
34.800000000000000,1424.5505167954700,509.95964639620300
34.9,1947.4317514593100,527.9751385052580
35.0,2110.5931126646400,536.0075263737980
35.1,2275.8472178175500,574.3113108389850
35.2,2489.2499076495100,588.9912128895190
35.300000000000000,2678.693906084630,582.3319020517230
35.4,2877.7085992149200,574.4039409731620
35.5,3084.0370152536400,558.5590542031240
35.6,3294.070275509610,555.5526076449890
35.7,3502.588791053870,553.4778640707770
35.800000000000000,3702.67127361156,550.5321851810880
35.9,3885.864419583140,515.4410122886300
36.0,4141.838713544250,479.9395367806760
36.1,4261.298053160610,478.18671379947400
36.2,4332.3946319153600,479.5855569420230
36.300000000000000,4348.459276372130,504.10181803784100
36.4,4305.989812935380,512.7454211399900
36.5,4205.313288399650,515.9511182581150
36.6,4050.7487379955100,521.2647764777970
36.7,3850.226542900820,520.3509803725260
36.800000000000000,3614.430748124390,532.354037253838
36.9,3355.6227819440200,536.3424468552830
37.0,3075.24055083273,536.7473237063570
37.1,2817.2905669159900,513.2059017790380
37.2,2532.4911203789800,523.4506515776400
37.300000000000000,2134.49556067532,509.8716981968090
37.4,1890.2500258840300,502.55952288736000
37.5,1738.6872200594200,489.1097573743040
37.6,1612.0848127676000,463.6239297950450
37.7,1507.7033374483800,434.68126661005000
37.800000000000000,1408.3616165619900,398.8012030586660
37.9,1312.2427138554600,378.4634287124670
38.0,1268.1115625029900,354.5071106415690
38.1,1236.8020465189200,330.77188473603100
38.2,1215.6848747238200,307.22418465329200
38.300000000000000,1201.5854672125200,276.279137896716
38.400000000000000,1104.4926635458000,259.120285367108
38.5,1083.2822511657400,237.55966467303600
38.6,1051.5741088259300,220.27763964385000
38.7,1037.5271165489900,207.75686902867200
38.800000000000000,1021.8037691750600,198.552697538616
38.900000000000000,1003.9383112203700,194.86789125576100
39.0,911.6225800698840,196.65947917501000
39.1,888.9315311172380,223.0463196718160
39.2,866.3206470257080,276.45003031384700
39.300000000000000,842.2313464376670,290.1139856018470
39.400000000000000,791.644024612251,285.34476447420100
39.5,763.8770275236830,281.10903113052600
39.6,735.9805858734340,277.7295363187470
39.7,554.5583546066570,273.5043695866690
39.800000000000000,534.5643186672480,269.7003389030460
39.900000000000000,515.6917046846320,265.8764113344470
40.0,398.2650158610100,262.0721817688500
40.1,164.28069105876400,257.60286334395000
40.2,128.22052339261000,253.65324943797400
40.300000000000000,123.88183587768000,253.43978206995200
40.400000000000000,120.18279331179100,248.13260032486300
40.5,117.09339228897400,244.8315128124800
40.6,114.57979683323300,244.69355208478900
40.7,112.60638970672200,244.232442331956
40.800000000000000,111.13741305637500,245.49532950781500
40.900000000000000,110.1382006283850,242.48704026313100
41.0,109.57602242820400,240.93668820740400
41.1,108.95842505118300,236.26038565886500
41.2,109.15757193989800,234.95117327448500
41.300000000000000,109.71106735154500,229.48582139784800
41.400000000000000,110.59565641872400,230.84167657767500
41.5,111.79002561396300,232.51142418519600
41.6,113.27428396663900,235.5280817410230
41.7,114.69245048399500,233.4363138179290
41.800000000000000,116.11029458417100,242.3576308399310
41.900000000000000,117.94569020476300,246.2742896721280
42.0,120.34190965777700,251.82428989586700
42.1,122.92881529044200,254.42380559832100
42.2,125.68498307199300,255.9394996594780
42.300000000000000,128.38284704159700,256.6503314416880
42.400000000000000,131.0624822958440,259.4170592073800
42.5,134.10054682564500,260.51396073302000
42.6,137.26340543201500,264.23761202491800
42.7,140.47577643470900,268.94928008256200
42.800000000000000,174.48515265647600,274.5273009208870
42.900000000000000,184.6526611995660,276.39646353828500
43.0,199.12708245239700,279.21178696349800
43.1,431.0944086505140,282.3076504911660
43.2,500.4990601734330,284.8172534420290
43.300000000000000,454.12313500480000,282.5513680654430
43.400000000000000,604.7929256706190,284.5528153363840
43.5,612.1278570948790,285.6882138955360
43.6,618.9949665446490,282.290827645958
43.7,625.3771815076620,277.4904694355370
43.800000000000000,631.2643193279210,276.5842305912240
43.900000000000000,636.6526179164990,264.0370146515010
44.0,641.5446382506440,260.6078816869340
44.1,645.949826327595,229.45538387051500
44.2,656.6558922980240,233.28959754368900
44.300000000000000,673.6919020796830,239.7322131527380
